_id,index,stageIds,gameId,createdAt,data.context,data.repNum,data.blockNum,data.trialNum,data.numPlayers,data.chat,data.submitted,data.player_kq9vcpqmQwbkFB4sX_response,data.player_kq9vcpqmQwbkFB4sX_time,data.player_kq9vcpqmQwbkFB4sX_utility,data.player_mQ4j9jv3oBQW9zdxE_response,data.player_mQ4j9jv3oBQW9zdxE_time,data.player_mQ4j9jv3oBQW9zdxE_utility,data.player_pgdSEje8fK2EhyEAF_response,data.player_pgdSEje8fK2EhyEAF_time,data.player_pgdSEje8fK2EhyEAF_utility,data.player_WpuqGRTsiQfcFJHK9_response,data.player_WpuqGRTsiQfcFJHK9_time,data.player_WpuqGRTsiQfcFJHK9_utility,data.player_XR254nXRjwrveus4M_response,data.player_XR254nXRjwrveus4M_time,data.player_XR254nXRjwrveus4M_utility,data.player_nzCnCnx4W9EDKLyEy_response,data.player_nzCnCnx4W9EDKLyEy_time,data.player_nzCnCnx4W9EDKLyEy_utility,data.player_HattoicCD8RpvNp3x_response,data.player_HattoicCD8RpvNp3x_time,data.player_HattoicCD8RpvNp3x_utility,data.player_Xzwn3GeDhaYChyk6X_response,data.player_Xzwn3GeDhaYChyk6X_time,data.player_Xzwn3GeDhaYChyk6X_utility,data.player_Z4uGdog32wDhkwPjw_response,data.player_Z4uGdog32wDhkwPjw_time,data.player_Z4uGdog32wDhkwPjw_utility,data.player_5tF4pbeZsgwoLyBXN_response,data.player_5tF4pbeZsgwoLyBXN_time,data.player_5tF4pbeZsgwoLyBXN_utility,data.player_HatzPcAxQZHJgfvTp_response,data.player_HatzPcAxQZHJgfvTp_time,data.player_HatzPcAxQZHJgfvTp_utility,data.player_ZxbL2ksdEpEH3Rh8J_response,data.player_ZxbL2ksdEpEH3Rh8J_time,data.player_ZxbL2ksdEpEH3Rh8J_utility,data.player_CqGNYgwtJZcCtsyvF_response,data.player_CqGNYgwtJZcCtsyvF_time,data.player_CqGNYgwtJZcCtsyvF_utility,data.player_Dj6hRMp5EBbw6J3hS_response,data.player_Dj6hRMp5EBbw6J3hS_time,data.player_Dj6hRMp5EBbw6J3hS_utility,data.player_PbkFBSjSacP6FbmxN_response,data.player_PbkFBSjSacP6FbmxN_time,data.player_PbkFBSjSacP6FbmxN_utility
abWzfHTTxTCpqFaWA,17,"5kcivS9NWDSHcXHXh,K4c3LctNHKGHY57Mn",JvZjCtThY3iTsrXN5,2021-07-20T17:00:47Z,"{""red_8"":{""label"":""red_8"",""location"":""/experiment/red_similar/image_06490.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""WpuqGRTsiQfcFJHK9""},""red_10"":{""label"":""red_10"",""location"":""/experiment/red_similar/image_06859.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png"",""blinded"":""XR254nXRjwrveus4M""},""red_1"":{""label"":""red_1"",""location"":""/experiment/red_similar/image_00757.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""nzCnCnx4W9EDKLyEy""},""red_12"":{""label"":""red_12"",""location"":""/experiment/red_similar/image_07931.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""WpuqGRTsiQfcFJHK9""},""red_7"":{""label"":""red_7"",""location"":""/experiment/red_similar/image_04769.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""XR254nXRjwrveus4M""},""red_6"":{""label"":""red_6"",""location"":""/experiment/red_similar/image_03162.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""nzCnCnx4W9EDKLyEy""}}",5,1,17,3,"{""text"":""pop"",""playerId"":""XR254nXRjwrveus4M"",""type"":""message""},{""text"":""small red for me"",""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""message""},{""text"":""green leaves"",""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""message""},{""text"":""ah"",""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""message""},{""text"":""pink and heart any good?"",""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""message""},{""text"":""what about daisys with yellow edges"",""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""message""},{""text"":""50"",""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""message""},{""text"":""okay 50"",""playerId"":""XR254nXRjwrveus4M"",""type"":""message""},{""text"":""I'll take them"",""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""message""},{""text"":null,""playerId"":""XR254nXRjwrveus4M"",""type"":""alert""},{""text"":null,""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""alert""},{""text"":null,""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""alert""}",false,,,,,,,,,,red_12,46913,6,red_8,44671,6,red_1,50520,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
ePyjWDDxspLFNMkZm,18,"7wooq3LCYFCvH32SH,cf2RgQbmwJkKecNmx",JvZjCtThY3iTsrXN5,2021-07-20T17:00:47Z,"{""red_4"":{""label"":""red_4"",""location"":""/experiment/red_similar/image_02269.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""WpuqGRTsiQfcFJHK9""},""red_10"":{""label"":""red_10"",""location"":""/experiment/red_similar/image_06859.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""XR254nXRjwrveus4M""},""red_8"":{""label"":""red_8"",""location"":""/experiment/red_similar/image_06490.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png"",""blinded"":""nzCnCnx4W9EDKLyEy""},""red_2"":{""label"":""red_2"",""location"":""/experiment/red_similar/image_01583.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png"",""blinded"":""WpuqGRTsiQfcFJHK9""},""red_6"":{""label"":""red_6"",""location"":""/experiment/red_similar/image_03162.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""XR254nXRjwrveus4M""},""red_1"":{""label"":""red_1"",""location"":""/experiment/red_similar/image_00757.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""nzCnCnx4W9EDKLyEy""}}",6,1,18,3,"{""text"":""pop please"",""playerId"":""XR254nXRjwrveus4M"",""type"":""message""},{""text"":""pink pointy"",""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""message""},{""text"":""green leaves"",""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""message""},{""text"":null,""playerId"":""XR254nXRjwrveus4M"",""type"":""alert""},{""text"":null,""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""alert""},{""text"":null,""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""alert""}",false,,,,,,,,,,red_10,17988,10.666666666666666,red_8,13517,10.666666666666666,red_2,17042,10.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,
2sWw4tdyEPynfWBLJ,19,"DdoG2mgD5mDCxpG3x,u2Fu5EAWaCygj4a4n",JvZjCtThY3iTsrXN5,2021-07-20T17:00:47Z,"{""red_11"":{""label"":""red_11"",""location"":""/experiment/red_similar/image_07641.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""WpuqGRTsiQfcFJHK9""},""red_5"":{""label"":""red_5"",""location"":""/experiment/red_similar/image_02561.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png"",""blinded"":""XR254nXRjwrveus4M""},""red_6"":{""label"":""red_6"",""location"":""/experiment/red_similar/image_03162.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""nzCnCnx4W9EDKLyEy""},""red_8"":{""label"":""red_8"",""location"":""/experiment/red_similar/image_06490.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""WpuqGRTsiQfcFJHK9""},""red_9"":{""label"":""red_9"",""location"":""/experiment/red_similar/image_06787.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png"",""blinded"":""XR254nXRjwrveus4M""},""red_12"":{""label"":""red_12"",""location"":""/experiment/red_similar/image_07931.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""nzCnCnx4W9EDKLyEy""}}",7,1,19,3,"{""text"":""stem"",""playerId"":""XR254nXRjwrveus4M"",""type"":""message""},{""text"":""green stem"",""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""message""},{""text"":""shotgun stem"",""playerId"":""XR254nXRjwrveus4M"",""type"":""message""},{""text"":""daisies and pink frilly like?"",""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""message""},{""text"":""daisies poor"",""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""message""},{""text"":""poppies?"",""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""message""},{""text"":""pop okay"",""playerId"":""XR254nXRjwrveus4M"",""type"":""message""},{""text"":""50"",""playerId"":""XR254nXRjwrveus4M"",""type"":""message""},{""text"":""I'll take them"",""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""message""},{""text"":""primrose for me"",""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""message""},{""text"":""starfish?"",""playerId"":""XR254nXRjwrveus4M"",""type"":""message""},{""text"":""really bad"",""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""message""},{""text"":""not great"",""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""message""},{""text"":null,""playerId"":""XR254nXRjwrveus4M"",""type"":""alert""},{""text"":null,""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""alert""},{""text"":null,""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""alert""}",false,,,,,,,,,,red_8,63136,7.333333333333333,red_6,58819,7.333333333333333,red_11,62405,7.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,
cJxw3MR8y6tuNat2K,20,"LyRhPNrP7HPB2eeyh,ib8jK848FEvXHWoGP",JvZjCtThY3iTsrXN5,2021-07-20T17:00:47Z,"{""red_5"":{""label"":""red_5"",""location"":""/experiment/red_similar/image_02561.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png"",""blinded"":""WpuqGRTsiQfcFJHK9""},""red_1"":{""label"":""red_1"",""location"":""/experiment/red_similar/image_00757.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""XR254nXRjwrveus4M""},""red_8"":{""label"":""red_8"",""location"":""/experiment/red_similar/image_06490.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""nzCnCnx4W9EDKLyEy""},""red_10"":{""label"":""red_10"",""location"":""/experiment/red_similar/image_06859.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""WpuqGRTsiQfcFJHK9""},""red_12"":{""label"":""red_12"",""location"":""/experiment/red_similar/image_07931.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""XR254nXRjwrveus4M""},""red_3"":{""label"":""red_3"",""location"":""/experiment/red_similar/image_01973.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png"",""blinded"":""nzCnCnx4W9EDKLyEy""}}",8,1,20,3,"{""text"":""heart"",""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""message""},{""text"":""red dotty"",""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""message""},{""text"":""single leaf"",""playerId"":""XR254nXRjwrveus4M"",""type"":""message""},{""text"":""is that heart?"",""playerId"":""XR254nXRjwrveus4M"",""type"":""message""},{""text"":""petal*"",""playerId"":""XR254nXRjwrveus4M"",""type"":""message""},{""text"":""i'll take daisies with yellow edge"",""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""message""},{""text"":null,""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""alert""},{""text"":null,""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""alert""},{""text"":null,""playerId"":""XR254nXRjwrveus4M"",""type"":""alert""}",false,,,,,,,,,,red_12,34058,10,red_3,33454,10,red_10,33187,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
XJNMHLmozfuzbC7CG,21,"xAaWYMTbzEYQuaXgg,SfXxJxp8Wa3CN7KDW",JvZjCtThY3iTsrXN5,2021-07-20T17:00:47Z,"{""red_10"":{""label"":""red_10"",""location"":""/experiment/red_similar/image_06859.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""WpuqGRTsiQfcFJHK9""},""red_11"":{""label"":""red_11"",""location"":""/experiment/red_similar/image_07641.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png"",""blinded"":""XR254nXRjwrveus4M""},""red_12"":{""label"":""red_12"",""location"":""/experiment/red_similar/image_07931.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""nzCnCnx4W9EDKLyEy""},""red_8"":{""label"":""red_8"",""location"":""/experiment/red_similar/image_06490.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""WpuqGRTsiQfcFJHK9""},""red_2"":{""label"":""red_2"",""location"":""/experiment/red_similar/image_01583.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""XR254nXRjwrveus4M""},""red_9"":{""label"":""red_9"",""location"":""/experiment/red_similar/image_06787.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""nzCnCnx4W9EDKLyEy""}}",9,1,21,3,"{""text"":""poppies"",""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""message""},{""text"":""red clumped flower"",""playerId"":""XR254nXRjwrveus4M"",""type"":""message""},{""text"":""starfish best for me"",""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""message""},{""text"":null,""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""alert""},{""text"":null,""playerId"":""XR254nXRjwrveus4M"",""type"":""alert""},{""text"":null,""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""alert""}",false,,,,,,,,,,red_9,22227,7.666666666666667,red_10,19006,7.666666666666667,red_8,18228,7.666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,
GP2Dgb4YDrAy2kgEN,22,"AjDHccNaHegQR8N4o,R6pumTsJkzTLfJMrt",JvZjCtThY3iTsrXN5,2021-07-20T17:00:47Z,"{""red_8"":{""label"":""red_8"",""location"":""/experiment/red_similar/image_06490.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""WpuqGRTsiQfcFJHK9""},""red_1"":{""label"":""red_1"",""location"":""/experiment/red_similar/image_00757.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png"",""blinded"":""XR254nXRjwrveus4M""},""red_5"":{""label"":""red_5"",""location"":""/experiment/red_similar/image_02561.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""nzCnCnx4W9EDKLyEy""},""red_10"":{""label"":""red_10"",""location"":""/experiment/red_similar/image_06859.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""WpuqGRTsiQfcFJHK9""},""red_2"":{""label"":""red_2"",""location"":""/experiment/red_similar/image_01583.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png"",""blinded"":""XR254nXRjwrveus4M""},""red_11"":{""label"":""red_11"",""location"":""/experiment/red_similar/image_07641.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png"",""blinded"":""nzCnCnx4W9EDKLyEy""}}",10,1,22,3,"{""text"":""open rose with yellow middle"",""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""message""},{""text"":""pops again"",""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""message""},{""text"":""any others good?"",""playerId"":""XR254nXRjwrveus4M"",""type"":""message""},{""text"":""other best one is star shaped flower with white and yellow middle"",""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""message""},{""text"":""dotty red is about 60"",""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""message""},{""text"":null,""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""alert""},{""text"":null,""playerId"":""XR254nXRjwrveus4M"",""type"":""alert""},{""text"":null,""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""alert""}",false,,,,,,,,,,red_11,43646,9.333333333333334,red_10,44761,9.333333333333334,red_8,48016,9.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nh4mbAqTnfQs2tGNL,23,"N8LB3aE62Lxp2HQau,k9xaoSmAKo539pfrB",JvZjCtThY3iTsrXN5,2021-07-20T17:00:47Z,"{""red_7"":{""label"":""red_7"",""location"":""/experiment/red_similar/image_04769.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png"",""blinded"":""WpuqGRTsiQfcFJHK9""},""red_4"":{""label"":""red_4"",""location"":""/experiment/red_similar/image_02269.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""XR254nXRjwrveus4M""},""red_5"":{""label"":""red_5"",""location"":""/experiment/red_similar/image_02561.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png"",""blinded"":""nzCnCnx4W9EDKLyEy""},""red_12"":{""label"":""red_12"",""location"":""/experiment/red_similar/image_07931.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""WpuqGRTsiQfcFJHK9""},""red_3"":{""label"":""red_3"",""location"":""/experiment/red_similar/image_01973.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png"",""blinded"":""XR254nXRjwrveus4M""},""red_2"":{""label"":""red_2"",""location"":""/experiment/red_similar/image_01583.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""nzCnCnx4W9EDKLyEy""}}",11,1,23,3,"{""text"":""poinsettia"",""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""message""},{""text"":""5 flowers?"",""playerId"":""XR254nXRjwrveus4M"",""type"":""message""},{""text"":""er?"",""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""message""},{""text"":""is that poin?"",""playerId"":""XR254nXRjwrveus4M"",""type"":""message""},{""text"":""the trumpets?"",""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""message""},{""text"":""trumpets yes"",""playerId"":""XR254nXRjwrveus4M"",""type"":""message""},{""text"":""XD"",""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""message""},{""text"":""whats the starfish worth?"",""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""message""},{""text"":""rubbish"",""playerId"":""XR254nXRjwrveus4M"",""type"":""message""},{""text"":""poor"",""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""message""},{""text"":"":("",""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""message""},{""text"":""all mine are"",""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""message""},{""text"":""trumpets poinsetta?"",""playerId"":""XR254nXRjwrveus4M"",""type"":""message""},{""text"":""pointy pinkish?"",""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""message""},{""text"":""pointy pinkish yes"",""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""message""},{""text"":""ohh are they the poinsetta"",""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""message""},{""text"":""confused"",""playerId"":""XR254nXRjwrveus4M"",""type"":""message""},{""text"":""yes, what are daisies with yellow edges"",""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""message""},{""text"":""about 65"",""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""message""},{""text"":""quite good"",""playerId"":""XR254nXRjwrveus4M"",""type"":""message""},{""text"":""I'll take them then"",""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""message""},{""text"":""I'll take the trumpets"",""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""message""},{""text"":""pointy pink for me"",""playerId"":""XR254nXRjwrveus4M"",""type"":""message""},{""text"":null,""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""alert""},{""text"":null,""playerId"":""XR254nXRjwrveus4M"",""type"":""alert""},{""text"":null,""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""alert""}",false,,,,,,,,,,red_12,117606,10,red_2,116903,10,red_7,119615,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
aQfRu3H7ZCFHs2pYZ,24,"3MYqtJpXDQxKYWycE,j7CdXF56GrJbboMTn",JvZjCtThY3iTsrXN5,2021-07-20T17:00:47Z,"{""purple_3"":{""label"":""purple_3"",""location"":""/experiment/purple_similar/image_03085.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""WpuqGRTsiQfcFJHK9""},""purple_5"":{""label"":""purple_5"",""location"":""/experiment/purple_similar/image_04335.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""XR254nXRjwrveus4M""},""purple_12"":{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""nzCnCnx4W9EDKLyEy""},""purple_2"":{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png"",""blinded"":""WpuqGRTsiQfcFJHK9""},""purple_9"":{""label"":""purple_9"",""location"":""/experiment/purple_similar/image_06714.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png"",""blinded"":""XR254nXRjwrveus4M""},""purple_7"":{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""nzCnCnx4W9EDKLyEy""}}",0,2,24,3,"{""text"":""fat purple for me"",""playerId"":""XR254nXRjwrveus4M"",""type"":""message""},{""text"":""is the lily okay?"",""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""message""},{""text"":""3 irises for me, lily poor"",""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""message""},{""text"":""I'll take the insect one"",""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""message""},{""text"":null,""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""alert""},{""text"":""wild flower second best on mine"",""playerId"":""XR254nXRjwrveus4M"",""type"":""message""},{""text"":null,""playerId"":""XR254nXRjwrveus4M"",""type"":""alert""},{""text"":null,""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""alert""}",false,,,,,,,,,,purple_5,54413,6.666666666666667,purple_7,48774,6.666666666666667,purple_9,47342,6.666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,
RoQXFcyGe5wsiKSx5,25,"i6PYsMRAc23cduzJY,92gCQxnmiAAJewrZ6",JvZjCtThY3iTsrXN5,2021-07-20T17:00:47Z,"{""purple_6"":{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""WpuqGRTsiQfcFJHK9""},""purple_4"":{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""XR254nXRjwrveus4M""},""purple_2"":{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""nzCnCnx4W9EDKLyEy""},""purple_12"":{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""WpuqGRTsiQfcFJHK9""},""purple_8"":{""label"":""purple_8"",""location"":""/experiment/purple_similar/image_05639.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png"",""blinded"":""XR254nXRjwrveus4M""},""purple_5"":{""label"":""purple_5"",""location"":""/experiment/purple_similar/image_04335.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png"",""blinded"":""nzCnCnx4W9EDKLyEy""}}",1,2,25,3,"{""text"":""pink butterfly for me"",""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""message""},{""text"":""purple wavey large"",""playerId"":""XR254nXRjwrveus4M"",""type"":""message""},{""text"":""4 pale ones"",""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""message""},{""text"":null,""playerId"":""XR254nXRjwrveus4M"",""type"":""alert""},{""text"":null,""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""alert""},{""text"":null,""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""alert""}",false,,,,,,,,,,purple_8,29370,7,purple_12,23400,7,purple_8,30704,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTa2xZmbMSygauBRG,26,"TdfKzgMxugdcgYgMf,mL2Hn7WPGWy4DurFG",JvZjCtThY3iTsrXN5,2021-07-20T17:00:47Z,"{""purple_6"":{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""WpuqGRTsiQfcFJHK9""},""purple_5"":{""label"":""purple_5"",""location"":""/experiment/purple_similar/image_04335.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png"",""blinded"":""XR254nXRjwrveus4M""},""purple_4"":{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""nzCnCnx4W9EDKLyEy""},""purple_12"":{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""WpuqGRTsiQfcFJHK9""},""purple_1"":{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""XR254nXRjwrveus4M""},""purple_11"":{""label"":""purple_11"",""location"":""/experiment/purple_similar/image_07517.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png"",""blinded"":""nzCnCnx4W9EDKLyEy""}}",2,2,26,3,"{""text"":""jelly fish"",""playerId"":""XR254nXRjwrveus4M"",""type"":""message""},{""text"":""iris"",""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""message""},{""text"":""pointy with white stamen in middle"",""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""message""},{""text"":null,""playerId"":""nzCnCnx4W9EDKLyEy"",""type"":""alert""},{""text"":""tiny yellow daisy middle flowers also v good"",""playerId"":""XR254nXRjwrveus4M"",""type"":""message""},{""text"":null,""playerId"":""WpuqGRTsiQfcFJHK9"",""type"":""alert""},{""text"":null,""playerId"":""XR254nXRjwrveus4M"",""type"":""alert""}",false,,,,,,,,,,purple_11,27449,11,purple_4,29645,11,purple_5,27139,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
