gameId,trialNum,condition,chatEnabled,playerId,name,text,participantAction,roundID,index,createdAt,repNum,blockNum,numPlayers,type,submitted,playerResponse,playerUtility
woWsWsG64iWMYwDus,6,competCartel,true,n9GBgFk6Hxa9zipd7,Minu,NA,Minu selected red_11 for 9 point(s),jYj3mkvz6qtKvGDPu,6,2021-07-19T18:08:12Z,6,0,3,alert,FALSE,red_11,9
woWsWsG64iWMYwDus,6,competCartel,true,YyHKq9EYbJumA3ANL,Repi,NA,Repi selected red_12 for 6 point(s),jYj3mkvz6qtKvGDPu,6,2021-07-19T18:08:12Z,6,0,3,alert,FALSE,red_12,6
woWsWsG64iWMYwDus,7,competCartel,true,YyHKq9EYbJumA3ANL,Repi,NA,Repi selected red_2 for 5.5 point(s),pGtdD6eMiR6yYhcm5,7,2021-07-19T18:08:12Z,7,0,3,alert,FALSE,red_2,5.5
woWsWsG64iWMYwDus,7,competCartel,true,qNNHZG4JCrXM4zqZq,Laju,NA,Laju selected red_2 for 5.5 point(s),pGtdD6eMiR6yYhcm5,7,2021-07-19T18:08:12Z,7,0,3,alert,FALSE,red_2,5.5
woWsWsG64iWMYwDus,7,competCartel,true,n9GBgFk6Hxa9zipd7,Minu,NA,Minu selected red_6 for 12 point(s),pGtdD6eMiR6yYhcm5,7,2021-07-19T18:08:12Z,7,0,3,alert,FALSE,red_6,12
woWsWsG64iWMYwDus,8,competCartel,true,YyHKq9EYbJumA3ANL,Repi,NA,Repi selected red_5 for 5 point(s),aYAWsJf6MSZ973pJ7,8,2021-07-19T18:08:12Z,8,0,3,alert,FALSE,red_5,5
woWsWsG64iWMYwDus,8,competCartel,true,qNNHZG4JCrXM4zqZq,Laju,NA,Laju selected red_4 for 11 point(s),aYAWsJf6MSZ973pJ7,8,2021-07-19T18:08:12Z,8,0,3,alert,FALSE,red_4,11
woWsWsG64iWMYwDus,8,competCartel,true,n9GBgFk6Hxa9zipd7,Minu,NA,Minu selected red_11 for 6 point(s),aYAWsJf6MSZ973pJ7,8,2021-07-19T18:08:12Z,8,0,3,alert,FALSE,red_11,6
woWsWsG64iWMYwDus,9,competCartel,true,YyHKq9EYbJumA3ANL,Repi,NA,Repi selected red_10 for 9 point(s),PWajw9nXxzcGSfZKt,9,2021-07-19T18:08:12Z,9,0,3,alert,FALSE,red_10,9
woWsWsG64iWMYwDus,9,competCartel,true,qNNHZG4JCrXM4zqZq,Laju,NA,Laju selected red_4 for 5.5 point(s),PWajw9nXxzcGSfZKt,9,2021-07-19T18:08:12Z,9,0,3,alert,FALSE,red_4,5.5
woWsWsG64iWMYwDus,9,competCartel,true,n9GBgFk6Hxa9zipd7,Minu,NA,Minu selected red_4 for 5.5 point(s),PWajw9nXxzcGSfZKt,9,2021-07-19T18:08:12Z,9,0,3,alert,FALSE,red_4,5.5
woWsWsG64iWMYwDus,10,competCartel,true,YyHKq9EYbJumA3ANL,Repi,NA,Repi selected red_6 for 1 point(s),jTbw9qdrrQWZCqfBu,10,2021-07-19T18:08:12Z,10,0,3,alert,FALSE,red_6,1
woWsWsG64iWMYwDus,10,competCartel,true,qNNHZG4JCrXM4zqZq,Laju,NA,Laju selected red_11 for 12 point(s),jTbw9qdrrQWZCqfBu,10,2021-07-19T18:08:12Z,10,0,3,alert,FALSE,red_11,12
woWsWsG64iWMYwDus,10,competCartel,true,n9GBgFk6Hxa9zipd7,Minu,NA,Minu selected red_1 for 7 point(s),jTbw9qdrrQWZCqfBu,10,2021-07-19T18:08:12Z,10,0,3,alert,FALSE,red_1,7
woWsWsG64iWMYwDus,11,competCartel,true,YyHKq9EYbJumA3ANL,Repi,NA,Repi selected red_9 for 4 point(s),aKaM3RdsnfuEqx63L,11,2021-07-19T18:08:12Z,11,0,3,alert,FALSE,red_9,4
woWsWsG64iWMYwDus,11,competCartel,true,n9GBgFk6Hxa9zipd7,Minu,NA,Minu selected red_2 for 12 point(s),aKaM3RdsnfuEqx63L,11,2021-07-19T18:08:12Z,11,0,3,alert,FALSE,red_2,12
woWsWsG64iWMYwDus,11,competCartel,true,qNNHZG4JCrXM4zqZq,Laju,NA,Laju selected red_3 for 7 point(s),aKaM3RdsnfuEqx63L,11,2021-07-19T18:08:12Z,11,0,3,alert,FALSE,red_3,7
woWsWsG64iWMYwDus,12,competCartel,true,YyHKq9EYbJumA3ANL,Repi,NA,Repi selected yellow_11 for 8 point(s),ddxy9tCG98eEFnZwH,12,2021-07-19T18:08:12Z,0,1,3,alert,FALSE,yellow_11,8
woWsWsG64iWMYwDus,12,competCartel,true,qNNHZG4JCrXM4zqZq,Laju,NA,Laju selected yellow_1 for 10 point(s),ddxy9tCG98eEFnZwH,12,2021-07-19T18:08:12Z,0,1,3,alert,FALSE,yellow_1,10
woWsWsG64iWMYwDus,12,competCartel,true,qNNHZG4JCrXM4zqZq,Laju,i've taken yellow with orange tint at edges,NA,ddxy9tCG98eEFnZwH,12,2021-07-19T18:08:12Z,0,1,3,message,FALSE,yellow_1,10
woWsWsG64iWMYwDus,13,competCartel,true,YyHKq9EYbJumA3ANL,Repi,NA,Repi selected yellow_5 for 3.66666666666667 point(s),NyzgwMYP5MSqKXMWS,13,2021-07-19T18:08:12Z,1,1,3,alert,FALSE,yellow_5,3.66666666666667
woWsWsG64iWMYwDus,13,competCartel,true,qNNHZG4JCrXM4zqZq,Laju,NA,Laju selected yellow_5 for 3.66666666666667 point(s),NyzgwMYP5MSqKXMWS,13,2021-07-19T18:08:12Z,1,1,3,alert,FALSE,yellow_5,3.66666666666667
woWsWsG64iWMYwDus,13,competCartel,true,qNNHZG4JCrXM4zqZq,Laju,I've taken the daisy like one,NA,NyzgwMYP5MSqKXMWS,13,2021-07-19T18:08:12Z,1,1,3,message,FALSE,yellow_5,3.66666666666667
woWsWsG64iWMYwDus,13,competCartel,true,YyHKq9EYbJumA3ANL,Repi,so have I,NA,NyzgwMYP5MSqKXMWS,13,2021-07-19T18:08:12Z,1,1,3,message,FALSE,yellow_5,3.66666666666667
woWsWsG64iWMYwDus,13,competCartel,true,n9GBgFk6Hxa9zipd7,Minu,NA,Minu selected yellow_5 for 3.66666666666667 point(s),NyzgwMYP5MSqKXMWS,13,2021-07-19T18:08:12Z,1,1,3,alert,FALSE,yellow_5,3.66666666666667
woWsWsG64iWMYwDus,14,competCartel,true,YyHKq9EYbJumA3ANL,Repi,NA,Repi selected yellow_7 for 7 point(s),bJpLtnCwvwB8bHMRk,14,2021-07-19T18:08:12Z,2,1,3,alert,FALSE,yellow_7,7
woWsWsG64iWMYwDus,14,competCartel,true,n9GBgFk6Hxa9zipd7,Minu,NA,Minu selected yellow_12 for 10 point(s),bJpLtnCwvwB8bHMRk,14,2021-07-19T18:08:12Z,2,1,3,alert,FALSE,yellow_12,10
woWsWsG64iWMYwDus,14,competCartel,true,qNNHZG4JCrXM4zqZq,Laju,NA,Laju selected yellow_2 for 12 point(s),bJpLtnCwvwB8bHMRk,14,2021-07-19T18:08:12Z,2,1,3,alert,FALSE,yellow_2,12
woWsWsG64iWMYwDus,15,competCartel,true,YyHKq9EYbJumA3ANL,Repi,NA,Repi selected yellow_8 for 5 point(s),ybHvMxmsLr6xFKdzn,15,2021-07-19T18:08:12Z,3,1,3,alert,FALSE,yellow_8,5
woWsWsG64iWMYwDus,15,competCartel,true,n9GBgFk6Hxa9zipd7,Minu,NA,Minu selected yellow_9 for 4 point(s),ybHvMxmsLr6xFKdzn,15,2021-07-19T18:08:12Z,3,1,3,alert,FALSE,yellow_9,4
woWsWsG64iWMYwDus,15,competCartel,true,qNNHZG4JCrXM4zqZq,Laju,NA,Laju selected yellow_9 for 4 point(s),ybHvMxmsLr6xFKdzn,15,2021-07-19T18:08:12Z,3,1,3,alert,FALSE,yellow_9,4
woWsWsG64iWMYwDus,16,competCartel,true,YyHKq9EYbJumA3ANL,Repi,NA,Repi selected yellow_7 for 7 point(s),ErQBisLP4n7gNbJXF,16,2021-07-19T18:08:12Z,4,1,3,alert,FALSE,yellow_7,7
woWsWsG64iWMYwDus,16,competCartel,true,n9GBgFk6Hxa9zipd7,Minu,NA,Minu selected yellow_2 for 8 point(s),ErQBisLP4n7gNbJXF,16,2021-07-19T18:08:12Z,4,1,3,alert,FALSE,yellow_2,8
woWsWsG64iWMYwDus,16,competCartel,true,qNNHZG4JCrXM4zqZq,Laju,NA,Laju selected yellow_11 for 10 point(s),ErQBisLP4n7gNbJXF,16,2021-07-19T18:08:12Z,4,1,3,alert,FALSE,yellow_11,10
woWsWsG64iWMYwDus,17,competCartel,true,YyHKq9EYbJumA3ANL,Repi,NA,Repi selected yellow_7 for 7 point(s),pYjuoWmaGj6tSpETf,17,2021-07-19T18:08:12Z,5,1,3,alert,FALSE,yellow_7,7
woWsWsG64iWMYwDus,17,competCartel,true,qNNHZG4JCrXM4zqZq,Laju,NA,Laju selected yellow_12 for 11 point(s),pYjuoWmaGj6tSpETf,17,2021-07-19T18:08:12Z,5,1,3,alert,FALSE,yellow_12,11
woWsWsG64iWMYwDus,17,competCartel,true,n9GBgFk6Hxa9zipd7,Minu,NA,Minu selected yellow_8 for 8 point(s),pYjuoWmaGj6tSpETf,17,2021-07-19T18:08:12Z,5,1,3,alert,FALSE,yellow_8,8
woWsWsG64iWMYwDus,18,competCartel,true,YyHKq9EYbJumA3ANL,Repi,NA,Repi selected yellow_10 for 2 point(s),eGPf44WbbCGTiZ3PH,18,2021-07-19T18:08:12Z,6,1,3,alert,FALSE,yellow_10,2
woWsWsG64iWMYwDus,18,competCartel,true,qNNHZG4JCrXM4zqZq,Laju,NA,Laju selected yellow_1 for 6 point(s),eGPf44WbbCGTiZ3PH,18,2021-07-19T18:08:12Z,6,1,3,alert,FALSE,yellow_1,6
woWsWsG64iWMYwDus,18,competCartel,true,n9GBgFk6Hxa9zipd7,Minu,NA,Minu selected yellow_1 for 6 point(s),eGPf44WbbCGTiZ3PH,18,2021-07-19T18:08:12Z,6,1,3,alert,FALSE,yellow_1,6
woWsWsG64iWMYwDus,19,competCartel,true,YyHKq9EYbJumA3ANL,Repi,NA,Repi selected yellow_7 for 8 point(s),h5MXCxYLFyiwxZuon,19,2021-07-19T18:08:12Z,7,1,3,alert,FALSE,yellow_7,8
woWsWsG64iWMYwDus,19,competCartel,true,n9GBgFk6Hxa9zipd7,Minu,NA,Minu selected yellow_10 for 12 point(s),h5MXCxYLFyiwxZuon,19,2021-07-19T18:08:12Z,7,1,3,alert,FALSE,yellow_10,12
woWsWsG64iWMYwDus,19,competCartel,true,qNNHZG4JCrXM4zqZq,Laju,NA,Laju selected yellow_11 for 11 point(s),h5MXCxYLFyiwxZuon,19,2021-07-19T18:08:12Z,7,1,3,alert,FALSE,yellow_11,11
woWsWsG64iWMYwDus,20,competCartel,true,YyHKq9EYbJumA3ANL,Repi,NA,Repi selected yellow_5 for 2 point(s),u8Gp6zcZx8TskqTN3,20,2021-07-19T18:08:12Z,8,1,3,alert,FALSE,yellow_5,2
woWsWsG64iWMYwDus,20,competCartel,true,n9GBgFk6Hxa9zipd7,Minu,NA,Minu selected yellow_7 for 7 point(s),u8Gp6zcZx8TskqTN3,20,2021-07-19T18:08:12Z,8,1,3,alert,FALSE,yellow_7,7
woWsWsG64iWMYwDus,20,competCartel,true,qNNHZG4JCrXM4zqZq,Laju,NA,Laju selected yellow_2 for 4 point(s),u8Gp6zcZx8TskqTN3,20,2021-07-19T18:08:12Z,8,1,3,alert,FALSE,yellow_2,4
woWsWsG64iWMYwDus,21,competCartel,true,YyHKq9EYbJumA3ANL,Repi,NA,Repi selected yellow_12 for 3.33333333333333 point(s),YyTCz2RGqxae6rRRt,21,2021-07-19T18:08:12Z,9,1,3,alert,FALSE,yellow_12,3.33333333333333
woWsWsG64iWMYwDus,21,competCartel,true,n9GBgFk6Hxa9zipd7,Minu,NA,Minu selected yellow_12 for 3.33333333333333 point(s),YyTCz2RGqxae6rRRt,21,2021-07-19T18:08:12Z,9,1,3,alert,FALSE,yellow_12,3.33333333333333
woWsWsG64iWMYwDus,21,competCartel,true,qNNHZG4JCrXM4zqZq,Laju,NA,Laju selected yellow_12 for 3.33333333333333 point(s),YyTCz2RGqxae6rRRt,21,2021-07-19T18:08:12Z,9,1,3,alert,FALSE,yellow_12,3.33333333333333
woWsWsG64iWMYwDus,22,competCartel,true,n9GBgFk6Hxa9zipd7,Minu,NA,Minu selected yellow_2 for 11 point(s),KFssrYZATvq5wa2K2,22,2021-07-19T18:08:12Z,10,1,3,alert,FALSE,yellow_2,11
woWsWsG64iWMYwDus,22,competCartel,true,YyHKq9EYbJumA3ANL,Repi,NA,Repi selected yellow_6 for 1 point(s),KFssrYZATvq5wa2K2,22,2021-07-19T18:08:12Z,10,1,3,alert,FALSE,yellow_6,1
woWsWsG64iWMYwDus,22,competCartel,true,qNNHZG4JCrXM4zqZq,Laju,NA,Laju selected yellow_8 for 6 point(s),KFssrYZATvq5wa2K2,22,2021-07-19T18:08:12Z,10,1,3,alert,FALSE,yellow_8,6
woWsWsG64iWMYwDus,23,competCartel,true,YyHKq9EYbJumA3ANL,Repi,NA,Repi selected yellow_4 for 7 point(s),DM3kPqoGLy2j28NhA,23,2021-07-19T18:08:12Z,11,1,3,alert,FALSE,yellow_4,7
woWsWsG64iWMYwDus,23,competCartel,true,n9GBgFk6Hxa9zipd7,Minu,NA,Minu selected yellow_5 for 11 point(s),DM3kPqoGLy2j28NhA,23,2021-07-19T18:08:12Z,11,1,3,alert,FALSE,yellow_5,11
woWsWsG64iWMYwDus,23,competCartel,true,qNNHZG4JCrXM4zqZq,Laju,NA,Laju selected yellow_9 for 3 point(s),DM3kPqoGLy2j28NhA,23,2021-07-19T18:08:12Z,11,1,3,alert,FALSE,yellow_9,3
woWsWsG64iWMYwDus,24,competCartel,true,YyHKq9EYbJumA3ANL,Repi,NA,Repi selected white_1 for 5 point(s),inQ4An2Xw6x3ZHGeL,24,2021-07-19T18:08:12Z,0,2,3,alert,FALSE,white_1,5
woWsWsG64iWMYwDus,24,competCartel,true,qNNHZG4JCrXM4zqZq,Laju,NA,Laju selected white_11 for 12 point(s),inQ4An2Xw6x3ZHGeL,24,2021-07-19T18:08:12Z,0,2,3,alert,FALSE,white_11,12
woWsWsG64iWMYwDus,24,competCartel,true,n9GBgFk6Hxa9zipd7,Minu,NA,Minu selected white_7 for 9 point(s),inQ4An2Xw6x3ZHGeL,24,2021-07-19T18:08:12Z,0,2,3,alert,FALSE,white_7,9
woWsWsG64iWMYwDus,25,competCartel,true,YyHKq9EYbJumA3ANL,Repi,NA,Repi selected white_1 for 4 point(s),woJyTTRXGJjPBs2xk,25,2021-07-19T18:08:12Z,1,2,3,alert,FALSE,white_1,4
woWsWsG64iWMYwDus,25,competCartel,true,qNNHZG4JCrXM4zqZq,Laju,NA,Laju selected white_1 for 4 point(s),woJyTTRXGJjPBs2xk,25,2021-07-19T18:08:12Z,1,2,3,alert,FALSE,white_1,4
woWsWsG64iWMYwDus,25,competCartel,true,n9GBgFk6Hxa9zipd7,Minu,NA,Minu selected white_1 for 4 point(s),woJyTTRXGJjPBs2xk,25,2021-07-19T18:08:12Z,1,2,3,alert,FALSE,white_1,4
woWsWsG64iWMYwDus,26,competCartel,true,YyHKq9EYbJumA3ANL,Repi,NA,Repi selected white_6 for 8 point(s),aPz7hkCwNdQ85PALa,26,2021-07-19T18:08:12Z,2,2,3,alert,FALSE,white_6,8
woWsWsG64iWMYwDus,26,competCartel,true,n9GBgFk6Hxa9zipd7,Minu,NA,Minu selected white_11 for 12 point(s),aPz7hkCwNdQ85PALa,26,2021-07-19T18:08:12Z,2,2,3,alert,FALSE,white_11,12
woWsWsG64iWMYwDus,26,competCartel,true,qNNHZG4JCrXM4zqZq,Laju,NA,Laju selected white_5 for 10 point(s),aPz7hkCwNdQ85PALa,26,2021-07-19T18:08:12Z,2,2,3,alert,FALSE,white_5,10
woWsWsG64iWMYwDus,27,competCartel,true,qNNHZG4JCrXM4zqZq,Laju,NA,Laju selected white_2 for 4 point(s),njMq4TwjPEWnBRNR6,27,2021-07-19T18:08:12Z,3,2,3,alert,FALSE,white_2,4
woWsWsG64iWMYwDus,27,competCartel,true,n9GBgFk6Hxa9zipd7,Minu,NA,Minu selected white_2 for 4 point(s),njMq4TwjPEWnBRNR6,27,2021-07-19T18:08:12Z,3,2,3,alert,FALSE,white_2,4
woWsWsG64iWMYwDus,27,competCartel,true,YyHKq9EYbJumA3ANL,Repi,NA,Repi selected white_2 for 4 point(s),njMq4TwjPEWnBRNR6,27,2021-07-19T18:08:12Z,3,2,3,alert,FALSE,white_2,4
woWsWsG64iWMYwDus,28,competCartel,true,YyHKq9EYbJumA3ANL,Repi,NA,Repi selected white_8 for 3.5 point(s),cTDzy4PDtQHm9nskQ,28,2021-07-19T18:08:12Z,4,2,3,alert,FALSE,white_8,3.5
woWsWsG64iWMYwDus,28,competCartel,true,n9GBgFk6Hxa9zipd7,Minu,NA,Minu selected white_8 for 3.5 point(s),cTDzy4PDtQHm9nskQ,28,2021-07-19T18:08:12Z,4,2,3,alert,FALSE,white_8,3.5
woWsWsG64iWMYwDus,28,competCartel,true,qNNHZG4JCrXM4zqZq,Laju,NA,Laju selected white_9 for 10 point(s),cTDzy4PDtQHm9nskQ,28,2021-07-19T18:08:12Z,4,2,3,alert,FALSE,white_9,10
woWsWsG64iWMYwDus,29,competCartel,true,n9GBgFk6Hxa9zipd7,Minu,NA,Minu selected white_5 for 12 point(s),oS8j3sZimHh2hCoKM,29,2021-07-19T18:08:12Z,5,2,3,alert,FALSE,white_5,12
woWsWsG64iWMYwDus,29,competCartel,true,qNNHZG4JCrXM4zqZq,Laju,NA,Laju selected white_7 for 11 point(s),oS8j3sZimHh2hCoKM,29,2021-07-19T18:08:12Z,5,2,3,alert,FALSE,white_7,11
woWsWsG64iWMYwDus,29,competCartel,true,YyHKq9EYbJumA3ANL,Repi,NA,Repi selected white_6 for 8 point(s),oS8j3sZimHh2hCoKM,29,2021-07-19T18:08:12Z,5,2,3,alert,FALSE,white_6,8
woWsWsG64iWMYwDus,30,competCartel,true,YyHKq9EYbJumA3ANL,Repi,NA,Repi selected white_8 for 4.5 point(s),J7p4WpkpNaoZRG5uf,30,2021-07-19T18:08:12Z,6,2,3,alert,FALSE,white_8,4.5
woWsWsG64iWMYwDus,30,competCartel,true,n9GBgFk6Hxa9zipd7,Minu,NA,Minu selected white_8 for 4.5 point(s),J7p4WpkpNaoZRG5uf,30,2021-07-19T18:08:12Z,6,2,3,alert,FALSE,white_8,4.5
woWsWsG64iWMYwDus,30,competCartel,true,qNNHZG4JCrXM4zqZq,Laju,NA,Laju selected white_6 for 12 point(s),J7p4WpkpNaoZRG5uf,30,2021-07-19T18:08:12Z,6,2,3,alert,FALSE,white_6,12
woWsWsG64iWMYwDus,31,competCartel,true,qNNHZG4JCrXM4zqZq,Laju,NA,Laju selected white_9 for 6 point(s),ac4AuHMoHNNECbfEa,31,2021-07-19T18:08:12Z,7,2,3,alert,FALSE,white_9,6
woWsWsG64iWMYwDus,31,competCartel,true,n9GBgFk6Hxa9zipd7,Minu,NA,Minu selected white_9 for 6 point(s),ac4AuHMoHNNECbfEa,31,2021-07-19T18:08:12Z,7,2,3,alert,FALSE,white_9,6
woWsWsG64iWMYwDus,31,competCartel,true,YyHKq9EYbJumA3ANL,Repi,NA,Repi selected white_10 for 4 point(s),ac4AuHMoHNNECbfEa,31,2021-07-19T18:08:12Z,7,2,3,alert,FALSE,white_10,4
woWsWsG64iWMYwDus,32,competCartel,true,YyHKq9EYbJumA3ANL,Repi,NA,Repi selected white_2 for 4 point(s),PxXq8wcvF8QCa9FS2,32,2021-07-19T18:08:12Z,8,2,3,alert,FALSE,white_2,4
woWsWsG64iWMYwDus,32,competCartel,true,qNNHZG4JCrXM4zqZq,Laju,NA,Laju selected white_11 for 12 point(s),PxXq8wcvF8QCa9FS2,32,2021-07-19T18:08:12Z,8,2,3,alert,FALSE,white_11,12
woWsWsG64iWMYwDus,32,competCartel,true,n9GBgFk6Hxa9zipd7,Minu,NA,Minu selected white_12 for 8 point(s),PxXq8wcvF8QCa9FS2,32,2021-07-19T18:08:12Z,8,2,3,alert,FALSE,white_12,8
woWsWsG64iWMYwDus,33,competCartel,true,YyHKq9EYbJumA3ANL,Repi,NA,Repi selected white_8 for 11 point(s),iCn8cxtBE7EJPGPgt,33,2021-07-19T18:08:12Z,9,2,3,alert,FALSE,white_8,11
woWsWsG64iWMYwDus,33,competCartel,true,qNNHZG4JCrXM4zqZq,Laju,NA,Laju selected white_10 for 5 point(s),iCn8cxtBE7EJPGPgt,33,2021-07-19T18:08:12Z,9,2,3,alert,FALSE,white_10,5
woWsWsG64iWMYwDus,33,competCartel,true,n9GBgFk6Hxa9zipd7,Minu,NA,Minu selected white_10 for 5 point(s),iCn8cxtBE7EJPGPgt,33,2021-07-19T18:08:12Z,9,2,3,alert,FALSE,white_10,5
woWsWsG64iWMYwDus,34,competCartel,true,YyHKq9EYbJumA3ANL,Repi,NA,Repi selected white_11 for 8 point(s),Wrt3nvha7JXCRfXGi,34,2021-07-19T18:08:12Z,10,2,3,alert,FALSE,white_11,8
woWsWsG64iWMYwDus,34,competCartel,true,n9GBgFk6Hxa9zipd7,Minu,NA,Minu selected white_12 for 12 point(s),Wrt3nvha7JXCRfXGi,34,2021-07-19T18:08:12Z,10,2,3,alert,FALSE,white_12,12
woWsWsG64iWMYwDus,34,competCartel,true,qNNHZG4JCrXM4zqZq,Laju,NA,Laju selected white_9 for 11 point(s),Wrt3nvha7JXCRfXGi,34,2021-07-19T18:08:12Z,10,2,3,alert,FALSE,white_9,11
woWsWsG64iWMYwDus,35,competCartel,true,YyHKq9EYbJumA3ANL,Repi,NA,Repi selected white_3 for 3 point(s),rmuR9BPHN6jCJfjGL,35,2021-07-19T18:08:12Z,11,2,3,alert,FALSE,white_3,3
woWsWsG64iWMYwDus,35,competCartel,true,qNNHZG4JCrXM4zqZq,Laju,NA,Laju selected white_11 for 11 point(s),rmuR9BPHN6jCJfjGL,35,2021-07-19T18:08:12Z,11,2,3,alert,FALSE,white_11,11
woWsWsG64iWMYwDus,35,competCartel,true,n9GBgFk6Hxa9zipd7,Minu,NA,Minu selected white_6 for 4 point(s),rmuR9BPHN6jCJfjGL,35,2021-07-19T18:08:12Z,11,2,3,alert,FALSE,white_6,4
woWsWsG64iWMYwDus,36,competCartel,true,YyHKq9EYbJumA3ANL,Repi,NA,Repi selected purple_4 for 2 point(s),od3BQeBdzwEkvii4D,36,2021-07-19T18:08:12Z,0,3,3,alert,FALSE,purple_4,2
