_id,index,stageIds,gameId,createdAt,data.context,data.repNum,data.blockNum,data.trialNum,data.numPlayers,data.chat,data.submitted,data.player_DcFGZXX2uqjnZ2g8i_response,data.player_DcFGZXX2uqjnZ2g8i_time,data.player_DcFGZXX2uqjnZ2g8i_utility,data.player_GnFQtx3d8goxbppug_response,data.player_GnFQtx3d8goxbppug_time,data.player_GnFQtx3d8goxbppug_utility,data.player_h3BnPjtKpH25c4rJJ_response,data.player_h3BnPjtKpH25c4rJJ_time,data.player_h3BnPjtKpH25c4rJJ_utility,data.player_DBPYotG84twbs28cA_response,data.player_DBPYotG84twbs28cA_time,data.player_DBPYotG84twbs28cA_utility,data.player_GZf3sgPEDZRPBAq2g_response,data.player_GZf3sgPEDZRPBAq2g_time,data.player_GZf3sgPEDZRPBAq2g_utility,data.player_ayoSwSqwEGhdMPzKP_response,data.player_ayoSwSqwEGhdMPzKP_time,data.player_ayoSwSqwEGhdMPzKP_utility,data.player_KxzkpXKp3QQLfJP9w_response,data.player_KxzkpXKp3QQLfJP9w_time,data.player_KxzkpXKp3QQLfJP9w_utility,data.player_nQfzn97DdvTS7tsty_response,data.player_nQfzn97DdvTS7tsty_time,data.player_nQfzn97DdvTS7tsty_utility,data.player_peki9E7atEoKbfMWL_response,data.player_peki9E7atEoKbfMWL_time,data.player_peki9E7atEoKbfMWL_utility,data.player_3qkYYqkffyCP6eXBr_response,data.player_3qkYYqkffyCP6eXBr_time,data.player_3qkYYqkffyCP6eXBr_utility,data.player_EzjNcKdaF8rEss7Zv_response,data.player_EzjNcKdaF8rEss7Zv_time,data.player_EzjNcKdaF8rEss7Zv_utility,data.player_X86yAP27wJbYducqQ_response,data.player_X86yAP27wJbYducqQ_time,data.player_X86yAP27wJbYducqQ_utility,data.player_2AJseKMndxJnYJgHW_response,data.player_2AJseKMndxJnYJgHW_time,data.player_2AJseKMndxJnYJgHW_utility,data.player_pKp4apB64GSFYwhYq_response,data.player_pKp4apB64GSFYwhYq_time,data.player_pKp4apB64GSFYwhYq_utility,data.player_vTxzBRyWQMW92FNuL_response,data.player_vTxzBRyWQMW92FNuL_time,data.player_vTxzBRyWQMW92FNuL_utility,data.player_LKcz3u3hXKh6DWA8X_response,data.player_LKcz3u3hXKh6DWA8X_time,data.player_LKcz3u3hXKh6DWA8X_utility,data.player_XxGsq9a7QAZzTLn3C_response,data.player_XxGsq9a7QAZzTLn3C_time,data.player_XxGsq9a7QAZzTLn3C_utility,data.player_crS7fos5rMRKue3MJ_response,data.player_crS7fos5rMRKue3MJ_time,data.player_crS7fos5rMRKue3MJ_utility,data.player_44NPsFeeBd4vCXTKd_response,data.player_44NPsFeeBd4vCXTKd_time,data.player_44NPsFeeBd4vCXTKd_utility,data.player_85kpNkvhJAxZ9pTGr_response,data.player_85kpNkvhJAxZ9pTGr_time,data.player_85kpNkvhJAxZ9pTGr_utility,data.player_fRunndidTECXQDY2T_response,data.player_fRunndidTECXQDY2T_time,data.player_fRunndidTECXQDY2T_utility,data.player_383mdenaHN6Aus3St_response,data.player_383mdenaHN6Aus3St_time,data.player_383mdenaHN6Aus3St_utility,data.player_ecK2h4KP26SDj2pSZ_response,data.player_ecK2h4KP26SDj2pSZ_time,data.player_ecK2h4KP26SDj2pSZ_utility,data.player_jqTqgm9cDjDAZbNgm_response,data.player_jqTqgm9cDjDAZbNgm_time,data.player_jqTqgm9cDjDAZbNgm_utility,data.player_SmzfzMR63pgjFphap_response,data.player_SmzfzMR63pgjFphap_time,data.player_SmzfzMR63pgjFphap_utility,data.player_pdW4RbKqxNKjRYBbB_response,data.player_pdW4RbKqxNKjRYBbB_time,data.player_pdW4RbKqxNKjRYBbB_utility,data.player_teb4REqBrQGxfc6rL_response,data.player_teb4REqBrQGxfc6rL_time,data.player_teb4REqBrQGxfc6rL_utility,data.player_8HwktFXyNF6iFJLCm_response,data.player_8HwktFXyNF6iFJLCm_time,data.player_8HwktFXyNF6iFJLCm_utility,data.player_Ytje2QHEbkHRTjguF_response,data.player_Ytje2QHEbkHRTjguF_time,data.player_Ytje2QHEbkHRTjguF_utility,data.player_zjzAXhKpQGgJSzWoH_response,data.player_zjzAXhKpQGgJSzWoH_time,data.player_zjzAXhKpQGgJSzWoH_utility,data.player_4S7LxExG3gRWyaLP6_response,data.player_4S7LxExG3gRWyaLP6_time,data.player_4S7LxExG3gRWyaLP6_utility,data.player_WjfNL6QovY7HP3RoM_response,data.player_WjfNL6QovY7HP3RoM_time,data.player_WjfNL6QovY7HP3RoM_utility,data.player_zmPtgNPtx73XMyCQf_response,data.player_zmPtgNPtx73XMyCQf_time,data.player_zmPtgNPtx73XMyCQf_utility,data.player_BNgEsca4w2e7tPEyp_response,data.player_BNgEsca4w2e7tPEyp_time,data.player_BNgEsca4w2e7tPEyp_utility,data.player_CvuWNByrnNe9BfBgK_response,data.player_CvuWNByrnNe9BfBgK_time,data.player_CvuWNByrnNe9BfBgK_utility,data.player_c5kxnbQPFNfBQHf7a_response,data.player_c5kxnbQPFNfBQHf7a_time,data.player_c5kxnbQPFNfBQHf7a_utility,data.player_5spsciHvJWK9Ce7aG_response,data.player_5spsciHvJWK9Ce7aG_time,data.player_5spsciHvJWK9Ce7aG_utility,data.player_LTvCaj4BhMws6MSQL_response,data.player_LTvCaj4BhMws6MSQL_time,data.player_LTvCaj4BhMws6MSQL_utility,data.player_ph3jbF9KXu4EvgzjJ_response,data.player_ph3jbF9KXu4EvgzjJ_time,data.player_ph3jbF9KXu4EvgzjJ_utility,data.player_7rnuZWGmiFrLQct4J_response,data.player_7rnuZWGmiFrLQct4J_time,data.player_7rnuZWGmiFrLQct4J_utility,data.player_jfcNgFomXZXzLQRBe_response,data.player_jfcNgFomXZXzLQRBe_time,data.player_jfcNgFomXZXzLQRBe_utility,data.player_oohs6BwF7DckyHYRj_response,data.player_oohs6BwF7DckyHYRj_time,data.player_oohs6BwF7DckyHYRj_utility,data.player_8zn83WbR6AuaGsfH4_response,data.player_8zn83WbR6AuaGsfH4_time,data.player_8zn83WbR6AuaGsfH4_utility,data.player_Kr4qHukT5FG3G2xb2_response,data.player_Kr4qHukT5FG3G2xb2_time,data.player_Kr4qHukT5FG3G2xb2_utility,data.player_a2q3a5NZ2YSdAoQgG_response,data.player_a2q3a5NZ2YSdAoQgG_time,data.player_a2q3a5NZ2YSdAoQgG_utility
6wcqcpTHGvLiktH69,17,"j74X6ZxWBrGyncoqo,u3vaA7KhGSgboBxo2",ZLTdtZohjzacKrzwi,2021-08-20T19:02:54Z,"{""yellow_7"":{""label"":""yellow_7"",""location"":""/experiment/yellow_similar/image_04667.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png"",""blinded"":""3qkYYqkffyCP6eXBr""},""yellow_12"":{""label"":""yellow_12"",""location"":""/experiment/yellow_similar/image_06676.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""EzjNcKdaF8rEss7Zv""},""yellow_2"":{""label"":""yellow_2"",""location"":""/experiment/yellow_similar/image_01753.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""X86yAP27wJbYducqQ""},""yellow_8"":{""label"":""yellow_8"",""location"":""/experiment/yellow_similar/image_04982.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png"",""blinded"":""3qkYYqkffyCP6eXBr""},""yellow_6"":{""label"":""yellow_6"",""location"":""/experiment/yellow_similar/image_04425.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""EzjNcKdaF8rEss7Zv""},""yellow_5"":{""label"":""yellow_5"",""location"":""/experiment/yellow_similar/image_04078.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png"",""blinded"":""X86yAP27wJbYducqQ""}}",5,2,17,3,"{""text"":null,""playerId"":""3qkYYqkffyCP6eXBr"",""type"":""selectionAlert"",""time"":1629486360207},{""text"":null,""playerId"":""X86yAP27wJbYducqQ"",""type"":""selectionAlert"",""time"":1629486360749},{""text"":null,""playerId"":""EzjNcKdaF8rEss7Zv"",""type"":""selectionAlert"",""time"":1629486361442}",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,yellow_6,1222,2,yellow_7,2456,4,yellow_6,1763,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EmPEhSCfgJc73hn9J,18,"BP4XSqXBGMAJ8epzA,weZfvodyo2cwoK6SL",ZLTdtZohjzacKrzwi,2021-08-20T19:02:54Z,"{""yellow_10"":{""label"":""yellow_10"",""location"":""/experiment/yellow_similar/image_06298.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png"",""blinded"":""3qkYYqkffyCP6eXBr""},""yellow_4"":{""label"":""yellow_4"",""location"":""/experiment/yellow_similar/image_03709.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""EzjNcKdaF8rEss7Zv""},""yellow_1"":{""label"":""yellow_1"",""location"":""/experiment/yellow_similar/image_01220.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png"",""blinded"":""X86yAP27wJbYducqQ""},""yellow_2"":{""label"":""yellow_2"",""location"":""/experiment/yellow_similar/image_01753.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""3qkYYqkffyCP6eXBr""},""yellow_5"":{""label"":""yellow_5"",""location"":""/experiment/yellow_similar/image_04078.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""EzjNcKdaF8rEss7Zv""},""yellow_9"":{""label"":""yellow_9"",""location"":""/experiment/yellow_similar/image_05700.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""X86yAP27wJbYducqQ""}}",0,3,18,3,"{""text"":null,""playerId"":""EzjNcKdaF8rEss7Zv"",""type"":""selectionAlert"",""time"":1629486369415},{""text"":null,""playerId"":""X86yAP27wJbYducqQ"",""type"":""selectionAlert"",""time"":1629486369502},{""text"":null,""playerId"":""3qkYYqkffyCP6eXBr"",""type"":""selectionAlert"",""time"":1629486369317}",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,yellow_1,1299,2,yellow_1,1399,2,yellow_4,1484,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8NSb473KqzFHz3jzk,19,"szndG6X7YhAQ87C7x,eDPk4sNRjLbAiGZAx",ZLTdtZohjzacKrzwi,2021-08-20T19:02:54Z,"{""yellow_5"":{""label"":""yellow_5"",""location"":""/experiment/yellow_similar/image_04078.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""3qkYYqkffyCP6eXBr""},""yellow_4"":{""label"":""yellow_4"",""location"":""/experiment/yellow_similar/image_03709.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""EzjNcKdaF8rEss7Zv""},""yellow_1"":{""label"":""yellow_1"",""location"":""/experiment/yellow_similar/image_01220.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png"",""blinded"":""X86yAP27wJbYducqQ""},""yellow_10"":{""label"":""yellow_10"",""location"":""/experiment/yellow_similar/image_06298.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""3qkYYqkffyCP6eXBr""},""yellow_7"":{""label"":""yellow_7"",""location"":""/experiment/yellow_similar/image_04667.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""EzjNcKdaF8rEss7Zv""},""yellow_2"":{""label"":""yellow_2"",""location"":""/experiment/yellow_similar/image_01753.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png"",""blinded"":""X86yAP27wJbYducqQ""}}",1,3,19,3,"{""text"":null,""playerId"":""EzjNcKdaF8rEss7Zv"",""type"":""selectionAlert"",""time"":1629486377417},{""text"":null,""playerId"":""X86yAP27wJbYducqQ"",""type"":""selectionAlert"",""time"":1629486377402},{""text"":null,""playerId"":""3qkYYqkffyCP6eXBr"",""type"":""selectionAlert"",""time"":1629486377410}",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,yellow_1,1391,2,yellow_1,1399,2,yellow_10,1385,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dh3C4JgHgfvfkZmiL,20,"nuG9sPGPpMiLkTwD9,EWYGQyFaPkNGEhZTC",ZLTdtZohjzacKrzwi,2021-08-20T19:02:54Z,"{""yellow_12"":{""label"":""yellow_12"",""location"":""/experiment/yellow_similar/image_06676.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""3qkYYqkffyCP6eXBr""},""yellow_5"":{""label"":""yellow_5"",""location"":""/experiment/yellow_similar/image_04078.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""EzjNcKdaF8rEss7Zv""},""yellow_10"":{""label"":""yellow_10"",""location"":""/experiment/yellow_similar/image_06298.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""X86yAP27wJbYducqQ""},""yellow_2"":{""label"":""yellow_2"",""location"":""/experiment/yellow_similar/image_01753.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""3qkYYqkffyCP6eXBr""},""yellow_6"":{""label"":""yellow_6"",""location"":""/experiment/yellow_similar/image_04425.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""EzjNcKdaF8rEss7Zv""},""yellow_7"":{""label"":""yellow_7"",""location"":""/experiment/yellow_similar/image_04667.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""X86yAP27wJbYducqQ""}}",2,3,20,3,"{""text"":null,""playerId"":""3qkYYqkffyCP6eXBr"",""type"":""selectionAlert"",""time"":1629486384897},{""text"":null,""playerId"":""EzjNcKdaF8rEss7Zv"",""type"":""selectionAlert"",""time"":1629486385449},{""text"":null,""playerId"":""X86yAP27wJbYducqQ"",""type"":""selectionAlert"",""time"":1629486386649}",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,yellow_6,877,6,yellow_7,1430,10,yellow_2,2631,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mEWtNQZ4YDamj7Sem,21,"3ZenAMmvcWe83dCxv,e7Hu4bnAbiPeAkuBA",ZLTdtZohjzacKrzwi,2021-08-20T19:02:54Z,"{""yellow_12"":{""label"":""yellow_12"",""location"":""/experiment/yellow_similar/image_06676.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""3qkYYqkffyCP6eXBr""},""yellow_4"":{""label"":""yellow_4"",""location"":""/experiment/yellow_similar/image_03709.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""EzjNcKdaF8rEss7Zv""},""yellow_1"":{""label"":""yellow_1"",""location"":""/experiment/yellow_similar/image_01220.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""X86yAP27wJbYducqQ""},""yellow_8"":{""label"":""yellow_8"",""location"":""/experiment/yellow_similar/image_04982.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""3qkYYqkffyCP6eXBr""},""yellow_10"":{""label"":""yellow_10"",""location"":""/experiment/yellow_similar/image_06298.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""EzjNcKdaF8rEss7Zv""},""yellow_9"":{""label"":""yellow_9"",""location"":""/experiment/yellow_similar/image_05700.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png"",""blinded"":""X86yAP27wJbYducqQ""}}",3,3,21,3,"{""text"":null,""playerId"":""3qkYYqkffyCP6eXBr"",""type"":""selectionAlert"",""time"":1629486393812},{""text"":null,""playerId"":""X86yAP27wJbYducqQ"",""type"":""selectionAlert"",""time"":1629486394693},{""text"":null,""playerId"":""EzjNcKdaF8rEss7Zv"",""type"":""selectionAlert"",""time"":1629486395214}",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,yellow_10,722,10,yellow_9,2125,3,yellow_4,1603,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qxiMDJT2AJLk794Eh,22,"wWErMDWpBySZvXL43,Mbridaj7sxghJSvH2",ZLTdtZohjzacKrzwi,2021-08-20T19:02:54Z,"{""yellow_3"":{""label"":""yellow_3"",""location"":""/experiment/yellow_similar/image_02295.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""3qkYYqkffyCP6eXBr""},""yellow_10"":{""label"":""yellow_10"",""location"":""/experiment/yellow_similar/image_06298.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""EzjNcKdaF8rEss7Zv""},""yellow_1"":{""label"":""yellow_1"",""location"":""/experiment/yellow_similar/image_01220.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png"",""blinded"":""X86yAP27wJbYducqQ""},""yellow_6"":{""label"":""yellow_6"",""location"":""/experiment/yellow_similar/image_04425.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""3qkYYqkffyCP6eXBr""},""yellow_7"":{""label"":""yellow_7"",""location"":""/experiment/yellow_similar/image_04667.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""EzjNcKdaF8rEss7Zv""},""yellow_8"":{""label"":""yellow_8"",""location"":""/experiment/yellow_similar/image_04982.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""X86yAP27wJbYducqQ""}}",4,3,22,3,"{""text"":null,""playerId"":""3qkYYqkffyCP6eXBr"",""type"":""selectionAlert"",""time"":1629486402178},{""text"":null,""playerId"":""X86yAP27wJbYducqQ"",""type"":""selectionAlert"",""time"":1629486403028},{""text"":null,""playerId"":""EzjNcKdaF8rEss7Zv"",""type"":""selectionAlert"",""time"":1629486403949}",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,yellow_8,861,8,yellow_6,2633,7,yellow_1,1712,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u9gPtaqog3Zaunysv,23,"XwdvmauSH8fXPfHWy,wssrXPkmMaN2aEj6K",ZLTdtZohjzacKrzwi,2021-08-20T19:02:54Z,"{""yellow_11"":{""label"":""yellow_11"",""location"":""/experiment/yellow_similar/image_06354.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""3qkYYqkffyCP6eXBr""},""yellow_4"":{""label"":""yellow_4"",""location"":""/experiment/yellow_similar/image_03709.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""EzjNcKdaF8rEss7Zv""},""yellow_1"":{""label"":""yellow_1"",""location"":""/experiment/yellow_similar/image_01220.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""X86yAP27wJbYducqQ""},""yellow_9"":{""label"":""yellow_9"",""location"":""/experiment/yellow_similar/image_05700.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""3qkYYqkffyCP6eXBr""},""yellow_3"":{""label"":""yellow_3"",""location"":""/experiment/yellow_similar/image_02295.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""EzjNcKdaF8rEss7Zv""},""yellow_2"":{""label"":""yellow_2"",""location"":""/experiment/yellow_similar/image_01753.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png"",""blinded"":""X86yAP27wJbYducqQ""}}",5,3,23,3,"{""text"":null,""playerId"":""X86yAP27wJbYducqQ"",""type"":""selectionAlert"",""time"":1629486411545},{""text"":null,""playerId"":""3qkYYqkffyCP6eXBr"",""type"":""selectionAlert"",""time"":1629486411368},{""text"":null,""playerId"":""EzjNcKdaF8rEss7Zv"",""type"":""selectionAlert"",""time"":1629486411919}",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,yellow_4,1329,7,yellow_9,1884,8,yellow_1,1509,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4PpZuvafizjSBdFC,0,"5AdoRG4oWX5fbTPwx,eR2SxQJCdv5o6PbLN",T7Pb2SjMb6HmQE2FC,2021-08-20T19:03:28Z,"{""purple_7"":{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""2AJseKMndxJnYJgHW""},""purple_6"":{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""pKp4apB64GSFYwhYq""},""purple_8"":{""label"":""purple_8"",""location"":""/experiment/purple_similar/image_05639.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""vTxzBRyWQMW92FNuL""},""purple_5"":{""label"":""purple_5"",""location"":""/experiment/purple_similar/image_04335.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""2AJseKMndxJnYJgHW""},""purple_2"":{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""pKp4apB64GSFYwhYq""},""purple_3"":{""label"":""purple_3"",""location"":""/experiment/purple_similar/image_03085.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""vTxzBRyWQMW92FNuL""}}",0,0,0,3,"{""text"":null,""playerId"":""pKp4apB64GSFYwhYq"",""type"":""selectionAlert"",""time"":1629486216421},{""text"":null,""playerId"":""vTxzBRyWQMW92FNuL"",""type"":""selectionAlert"",""time"":1629486218983},{""text"":null,""playerId"":""2AJseKMndxJnYJgHW"",""type"":""selectionAlert"",""time"":1629486219779}",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,purple_2,9792,6,purple_3,6422,10,purple_5,8990,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rn8ttR6sbPyXKmE5T,1,"zz8tMCpjs3SPr4F8h,r34nDyGARquPzrHMA",T7Pb2SjMb6HmQE2FC,2021-08-20T19:03:28Z,"{""purple_12"":{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""2AJseKMndxJnYJgHW""},""purple_9"":{""label"":""purple_9"",""location"":""/experiment/purple_similar/image_06714.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""pKp4apB64GSFYwhYq""},""purple_5"":{""label"":""purple_5"",""location"":""/experiment/purple_similar/image_04335.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""vTxzBRyWQMW92FNuL""},""purple_2"":{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""2AJseKMndxJnYJgHW""},""purple_10"":{""label"":""purple_10"",""location"":""/experiment/purple_similar/image_07320.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png"",""blinded"":""pKp4apB64GSFYwhYq""},""purple_4"":{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""vTxzBRyWQMW92FNuL""}}",1,0,1,3,"{""text"":null,""playerId"":""pKp4apB64GSFYwhYq"",""type"":""selectionAlert"",""time"":1629486228354},{""text"":null,""playerId"":""2AJseKMndxJnYJgHW"",""type"":""selectionAlert"",""time"":1629486231729},{""text"":null,""playerId"":""vTxzBRyWQMW92FNuL"",""type"":""selectionAlert"",""time"":1629486232925}",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,purple_9,5686,2,purple_2,2311,10,purple_9,6882,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YtDAtddb4EXykmSg2,2,"2tJkjJsgkaxaCpbEP,rye2HEfTYDCt6HTdH",T7Pb2SjMb6HmQE2FC,2021-08-20T19:03:28Z,"{""purple_8"":{""label"":""purple_8"",""location"":""/experiment/purple_similar/image_05639.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""2AJseKMndxJnYJgHW""},""purple_2"":{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""pKp4apB64GSFYwhYq""},""purple_11"":{""label"":""purple_11"",""location"":""/experiment/purple_similar/image_07517.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""vTxzBRyWQMW92FNuL""},""purple_1"":{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png"",""blinded"":""2AJseKMndxJnYJgHW""},""purple_10"":{""label"":""purple_10"",""location"":""/experiment/purple_similar/image_07320.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""pKp4apB64GSFYwhYq""},""purple_4"":{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png"",""blinded"":""vTxzBRyWQMW92FNuL""}}",2,0,2,3,"{""text"":null,""playerId"":""pKp4apB64GSFYwhYq"",""type"":""selectionAlert"",""time"":1629486241019},{""text"":null,""playerId"":""vTxzBRyWQMW92FNuL"",""type"":""selectionAlert"",""time"":1629486241925},{""text"":null,""playerId"":""2AJseKMndxJnYJgHW"",""type"":""selectionAlert"",""time"":1629486242265}",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,purple_1,3346,2,purple_1,2100,2,purple_1,3003,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
