_id,index,stageIds,gameId,createdAt,data.context,data.repNum,data.blockNum,data.trialNum,data.numPlayers,data.chat,data.submitted,data.player_DcFGZXX2uqjnZ2g8i_response,data.player_DcFGZXX2uqjnZ2g8i_time,data.player_DcFGZXX2uqjnZ2g8i_utility,data.player_GnFQtx3d8goxbppug_response,data.player_GnFQtx3d8goxbppug_time,data.player_GnFQtx3d8goxbppug_utility,data.player_h3BnPjtKpH25c4rJJ_response,data.player_h3BnPjtKpH25c4rJJ_time,data.player_h3BnPjtKpH25c4rJJ_utility,data.player_DBPYotG84twbs28cA_response,data.player_DBPYotG84twbs28cA_time,data.player_DBPYotG84twbs28cA_utility,data.player_GZf3sgPEDZRPBAq2g_response,data.player_GZf3sgPEDZRPBAq2g_time,data.player_GZf3sgPEDZRPBAq2g_utility,data.player_ayoSwSqwEGhdMPzKP_response,data.player_ayoSwSqwEGhdMPzKP_time,data.player_ayoSwSqwEGhdMPzKP_utility,data.player_KxzkpXKp3QQLfJP9w_response,data.player_KxzkpXKp3QQLfJP9w_time,data.player_KxzkpXKp3QQLfJP9w_utility,data.player_nQfzn97DdvTS7tsty_response,data.player_nQfzn97DdvTS7tsty_time,data.player_nQfzn97DdvTS7tsty_utility,data.player_peki9E7atEoKbfMWL_response,data.player_peki9E7atEoKbfMWL_time,data.player_peki9E7atEoKbfMWL_utility,data.player_3qkYYqkffyCP6eXBr_response,data.player_3qkYYqkffyCP6eXBr_time,data.player_3qkYYqkffyCP6eXBr_utility,data.player_EzjNcKdaF8rEss7Zv_response,data.player_EzjNcKdaF8rEss7Zv_time,data.player_EzjNcKdaF8rEss7Zv_utility,data.player_X86yAP27wJbYducqQ_response,data.player_X86yAP27wJbYducqQ_time,data.player_X86yAP27wJbYducqQ_utility,data.player_2AJseKMndxJnYJgHW_response,data.player_2AJseKMndxJnYJgHW_time,data.player_2AJseKMndxJnYJgHW_utility,data.player_pKp4apB64GSFYwhYq_response,data.player_pKp4apB64GSFYwhYq_time,data.player_pKp4apB64GSFYwhYq_utility,data.player_vTxzBRyWQMW92FNuL_response,data.player_vTxzBRyWQMW92FNuL_time,data.player_vTxzBRyWQMW92FNuL_utility,data.player_LKcz3u3hXKh6DWA8X_response,data.player_LKcz3u3hXKh6DWA8X_time,data.player_LKcz3u3hXKh6DWA8X_utility,data.player_XxGsq9a7QAZzTLn3C_response,data.player_XxGsq9a7QAZzTLn3C_time,data.player_XxGsq9a7QAZzTLn3C_utility,data.player_crS7fos5rMRKue3MJ_response,data.player_crS7fos5rMRKue3MJ_time,data.player_crS7fos5rMRKue3MJ_utility,data.player_44NPsFeeBd4vCXTKd_response,data.player_44NPsFeeBd4vCXTKd_time,data.player_44NPsFeeBd4vCXTKd_utility,data.player_85kpNkvhJAxZ9pTGr_response,data.player_85kpNkvhJAxZ9pTGr_time,data.player_85kpNkvhJAxZ9pTGr_utility,data.player_fRunndidTECXQDY2T_response,data.player_fRunndidTECXQDY2T_time,data.player_fRunndidTECXQDY2T_utility,data.player_383mdenaHN6Aus3St_response,data.player_383mdenaHN6Aus3St_time,data.player_383mdenaHN6Aus3St_utility,data.player_ecK2h4KP26SDj2pSZ_response,data.player_ecK2h4KP26SDj2pSZ_time,data.player_ecK2h4KP26SDj2pSZ_utility,data.player_jqTqgm9cDjDAZbNgm_response,data.player_jqTqgm9cDjDAZbNgm_time,data.player_jqTqgm9cDjDAZbNgm_utility,data.player_SmzfzMR63pgjFphap_response,data.player_SmzfzMR63pgjFphap_time,data.player_SmzfzMR63pgjFphap_utility,data.player_pdW4RbKqxNKjRYBbB_response,data.player_pdW4RbKqxNKjRYBbB_time,data.player_pdW4RbKqxNKjRYBbB_utility,data.player_teb4REqBrQGxfc6rL_response,data.player_teb4REqBrQGxfc6rL_time,data.player_teb4REqBrQGxfc6rL_utility,data.player_8HwktFXyNF6iFJLCm_response,data.player_8HwktFXyNF6iFJLCm_time,data.player_8HwktFXyNF6iFJLCm_utility,data.player_Ytje2QHEbkHRTjguF_response,data.player_Ytje2QHEbkHRTjguF_time,data.player_Ytje2QHEbkHRTjguF_utility,data.player_zjzAXhKpQGgJSzWoH_response,data.player_zjzAXhKpQGgJSzWoH_time,data.player_zjzAXhKpQGgJSzWoH_utility,data.player_4S7LxExG3gRWyaLP6_response,data.player_4S7LxExG3gRWyaLP6_time,data.player_4S7LxExG3gRWyaLP6_utility,data.player_WjfNL6QovY7HP3RoM_response,data.player_WjfNL6QovY7HP3RoM_time,data.player_WjfNL6QovY7HP3RoM_utility,data.player_zmPtgNPtx73XMyCQf_response,data.player_zmPtgNPtx73XMyCQf_time,data.player_zmPtgNPtx73XMyCQf_utility,data.player_BNgEsca4w2e7tPEyp_response,data.player_BNgEsca4w2e7tPEyp_time,data.player_BNgEsca4w2e7tPEyp_utility,data.player_CvuWNByrnNe9BfBgK_response,data.player_CvuWNByrnNe9BfBgK_time,data.player_CvuWNByrnNe9BfBgK_utility,data.player_c5kxnbQPFNfBQHf7a_response,data.player_c5kxnbQPFNfBQHf7a_time,data.player_c5kxnbQPFNfBQHf7a_utility,data.player_5spsciHvJWK9Ce7aG_response,data.player_5spsciHvJWK9Ce7aG_time,data.player_5spsciHvJWK9Ce7aG_utility,data.player_LTvCaj4BhMws6MSQL_response,data.player_LTvCaj4BhMws6MSQL_time,data.player_LTvCaj4BhMws6MSQL_utility,data.player_ph3jbF9KXu4EvgzjJ_response,data.player_ph3jbF9KXu4EvgzjJ_time,data.player_ph3jbF9KXu4EvgzjJ_utility,data.player_7rnuZWGmiFrLQct4J_response,data.player_7rnuZWGmiFrLQct4J_time,data.player_7rnuZWGmiFrLQct4J_utility,data.player_jfcNgFomXZXzLQRBe_response,data.player_jfcNgFomXZXzLQRBe_time,data.player_jfcNgFomXZXzLQRBe_utility,data.player_oohs6BwF7DckyHYRj_response,data.player_oohs6BwF7DckyHYRj_time,data.player_oohs6BwF7DckyHYRj_utility,data.player_8zn83WbR6AuaGsfH4_response,data.player_8zn83WbR6AuaGsfH4_time,data.player_8zn83WbR6AuaGsfH4_utility,data.player_Kr4qHukT5FG3G2xb2_response,data.player_Kr4qHukT5FG3G2xb2_time,data.player_Kr4qHukT5FG3G2xb2_utility,data.player_a2q3a5NZ2YSdAoQgG_response,data.player_a2q3a5NZ2YSdAoQgG_time,data.player_a2q3a5NZ2YSdAoQgG_utility
JNTZFRSbLQCaJ6nfX,7,"LhiWJtoancP9Sxoeo,sPsSWu3Z5qgpk8sSF",SrbcmDCchRdr9pMhc,2021-08-20T19:11:13Z,"{""purple_10"":{""label"":""purple_10"",""location"":""/experiment/purple_similar/image_07320.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""8HwktFXyNF6iFJLCm""},""purple_7"":{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""Ytje2QHEbkHRTjguF""},""purple_8"":{""label"":""purple_8"",""location"":""/experiment/purple_similar/image_05639.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png"",""blinded"":""zjzAXhKpQGgJSzWoH""},""purple_4"":{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""8HwktFXyNF6iFJLCm""},""purple_6"":{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""Ytje2QHEbkHRTjguF""},""purple_11"":{""label"":""purple_11"",""location"":""/experiment/purple_similar/image_07517.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png"",""blinded"":""zjzAXhKpQGgJSzWoH""}}",1,1,7,3,"{""text"":null,""playerId"":""zjzAXhKpQGgJSzWoH"",""type"":""selectionAlert"",""time"":1629486766256},{""text"":null,""playerId"":""Ytje2QHEbkHRTjguF"",""type"":""selectionAlert"",""time"":1629486766829},{""text"":null,""playerId"":""8HwktFXyNF6iFJLCm"",""type"":""selectionAlert"",""time"":1629486767785}",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,purple_6,4443,2,purple_10,3488,8,purple_6,2912,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qGmuqnSphAkjTCRns,8,"CLXvXJoRzt5PwcjZj,tWAA97qjZ2tPMFGu6",SrbcmDCchRdr9pMhc,2021-08-20T19:11:13Z,"{""purple_2"":{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png"",""blinded"":""8HwktFXyNF6iFJLCm""},""purple_8"":{""label"":""purple_8"",""location"":""/experiment/purple_similar/image_05639.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""Ytje2QHEbkHRTjguF""},""purple_3"":{""label"":""purple_3"",""location"":""/experiment/purple_similar/image_03085.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png"",""blinded"":""zjzAXhKpQGgJSzWoH""},""purple_12"":{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png"",""blinded"":""8HwktFXyNF6iFJLCm""},""purple_9"":{""label"":""purple_9"",""location"":""/experiment/purple_similar/image_06714.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""Ytje2QHEbkHRTjguF""},""purple_4"":{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""zjzAXhKpQGgJSzWoH""}}",2,1,8,3,"{""text"":null,""playerId"":""Ytje2QHEbkHRTjguF"",""type"":""selectionAlert"",""time"":1629486776592},{""text"":null,""playerId"":""8HwktFXyNF6iFJLCm"",""type"":""selectionAlert"",""time"":1629486777423},{""text"":null,""playerId"":""zjzAXhKpQGgJSzWoH"",""type"":""selectionAlert"",""time"":1629486776941}",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,purple_9,3089,9,purple_2,2250,2,purple_2,2606,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G3dj5EhR3DXEpLJWv,9,"MWNCcfi9S3iANEaFo,9RWpGtwwNMKtRteCA",SrbcmDCchRdr9pMhc,2021-08-20T19:11:13Z,"{""purple_1"":{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""8HwktFXyNF6iFJLCm""},""purple_5"":{""label"":""purple_5"",""location"":""/experiment/purple_similar/image_04335.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""Ytje2QHEbkHRTjguF""},""purple_10"":{""label"":""purple_10"",""location"":""/experiment/purple_similar/image_07320.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""zjzAXhKpQGgJSzWoH""},""purple_4"":{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""8HwktFXyNF6iFJLCm""},""purple_12"":{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""Ytje2QHEbkHRTjguF""},""purple_7"":{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""zjzAXhKpQGgJSzWoH""}}",3,1,9,3,"{""text"":null,""playerId"":""8HwktFXyNF6iFJLCm"",""type"":""selectionAlert"",""time"":1629486786808},{""text"":null,""playerId"":""zjzAXhKpQGgJSzWoH"",""type"":""selectionAlert"",""time"":1629486787172},{""text"":null,""playerId"":""Ytje2QHEbkHRTjguF"",""type"":""selectionAlert"",""time"":1629486787731}",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,purple_10,3452,2,purple_10,4375,2,purple_5,3814,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bSMCiqmiXDWEMotis,10,"JtLeH5zp8hpWWx745,5FSsnzuQ96mfhLymy",SrbcmDCchRdr9pMhc,2021-08-20T19:11:13Z,"{""purple_4"":{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""8HwktFXyNF6iFJLCm""},""purple_8"":{""label"":""purple_8"",""location"":""/experiment/purple_similar/image_05639.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""Ytje2QHEbkHRTjguF""},""purple_2"":{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""zjzAXhKpQGgJSzWoH""},""purple_11"":{""label"":""purple_11"",""location"":""/experiment/purple_similar/image_07517.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""8HwktFXyNF6iFJLCm""},""purple_6"":{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""Ytje2QHEbkHRTjguF""},""purple_12"":{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""zjzAXhKpQGgJSzWoH""}}",4,1,10,3,"{""text"":null,""playerId"":""Ytje2QHEbkHRTjguF"",""type"":""selectionAlert"",""time"":1629486797073},{""text"":null,""playerId"":""zjzAXhKpQGgJSzWoH"",""type"":""selectionAlert"",""time"":1629486797145},{""text"":null,""playerId"":""8HwktFXyNF6iFJLCm"",""type"":""selectionAlert"",""time"":1629486798521}",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,purple_12,4183,10,purple_4,2736,2,purple_4,2809,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NxSgwe4Bk695Ym7QJ,11,"yaxASrLvWBp9a2iTR,MwtyFo63obdxxDkad",SrbcmDCchRdr9pMhc,2021-08-20T19:11:13Z,"{""purple_8"":{""label"":""purple_8"",""location"":""/experiment/purple_similar/image_05639.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""8HwktFXyNF6iFJLCm""},""purple_6"":{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""Ytje2QHEbkHRTjguF""},""purple_10"":{""label"":""purple_10"",""location"":""/experiment/purple_similar/image_07320.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png"",""blinded"":""zjzAXhKpQGgJSzWoH""},""purple_2"":{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""8HwktFXyNF6iFJLCm""},""purple_7"":{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""Ytje2QHEbkHRTjguF""},""purple_4"":{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""zjzAXhKpQGgJSzWoH""}}",5,1,11,3,"{""text"":null,""playerId"":""8HwktFXyNF6iFJLCm"",""type"":""selectionAlert"",""time"":1629486807216},{""text"":null,""playerId"":""zjzAXhKpQGgJSzWoH"",""type"":""selectionAlert"",""time"":1629486808149},{""text"":null,""playerId"":""Ytje2QHEbkHRTjguF"",""type"":""selectionAlert"",""time"":1629486808506}",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,purple_4,2851,10,purple_7,4142,6,purple_10,3784,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7zXS7PrTD2r9nLEH7,12,"Kq9gRfkd9yQqupSrg,mKYbaWEw5i4Jqcn7Q",SrbcmDCchRdr9pMhc,2021-08-20T19:11:13Z,"{""purple_9"":{""label"":""purple_9"",""location"":""/experiment/purple_similar/image_06714.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""8HwktFXyNF6iFJLCm""},""purple_10"":{""label"":""purple_10"",""location"":""/experiment/purple_similar/image_07320.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""Ytje2QHEbkHRTjguF""},""purple_6"":{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""zjzAXhKpQGgJSzWoH""},""purple_3"":{""label"":""purple_3"",""location"":""/experiment/purple_similar/image_03085.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""8HwktFXyNF6iFJLCm""},""purple_4"":{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png"",""blinded"":""Ytje2QHEbkHRTjguF""},""purple_7"":{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png"",""blinded"":""zjzAXhKpQGgJSzWoH""}}",0,2,12,3,"{""text"":null,""playerId"":""8HwktFXyNF6iFJLCm"",""type"":""selectionAlert"",""time"":1629486818670},{""text"":null,""playerId"":""Ytje2QHEbkHRTjguF"",""type"":""selectionAlert"",""time"":1629486818771},{""text"":null,""playerId"":""zjzAXhKpQGgJSzWoH"",""type"":""selectionAlert"",""time"":1629486819168}",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,purple_4,3280,12,purple_6,3382,8,purple_10,3778,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W8Euqo6NwezsESRdG,13,"fLHWNaaRmBKKJpQnf,vuponNXWkQi4pgoRn",SrbcmDCchRdr9pMhc,2021-08-20T19:11:13Z,"{""purple_1"":{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""8HwktFXyNF6iFJLCm""},""purple_6"":{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""Ytje2QHEbkHRTjguF""},""purple_9"":{""label"":""purple_9"",""location"":""/experiment/purple_similar/image_06714.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""zjzAXhKpQGgJSzWoH""},""purple_5"":{""label"":""purple_5"",""location"":""/experiment/purple_similar/image_04335.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""8HwktFXyNF6iFJLCm""},""purple_12"":{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png"",""blinded"":""Ytje2QHEbkHRTjguF""},""purple_3"":{""label"":""purple_3"",""location"":""/experiment/purple_similar/image_03085.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""zjzAXhKpQGgJSzWoH""}}",1,2,13,3,"{""text"":null,""playerId"":""Ytje2QHEbkHRTjguF"",""type"":""selectionAlert"",""time"":1629486828122},{""text"":null,""playerId"":""8HwktFXyNF6iFJLCm"",""type"":""selectionAlert"",""time"":1629486828523},{""text"":null,""playerId"":""zjzAXhKpQGgJSzWoH"",""type"":""selectionAlert"",""time"":1629486828873}",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,purple_12,2854,11,purple_3,2453,9,purple_1,3204,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZXBf8g7mB7hw3P5cz,14,"apTCeXH7iNfhAEKuQ,nBHCCsAFt5koyPMkz",SrbcmDCchRdr9pMhc,2021-08-20T19:11:13Z,"{""purple_2"":{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png"",""blinded"":""8HwktFXyNF6iFJLCm""},""purple_6"":{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""Ytje2QHEbkHRTjguF""},""purple_1"":{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""zjzAXhKpQGgJSzWoH""},""purple_10"":{""label"":""purple_10"",""location"":""/experiment/purple_similar/image_07320.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png"",""blinded"":""8HwktFXyNF6iFJLCm""},""purple_8"":{""label"":""purple_8"",""location"":""/experiment/purple_similar/image_05639.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""Ytje2QHEbkHRTjguF""},""purple_3"":{""label"":""purple_3"",""location"":""/experiment/purple_similar/image_03085.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""zjzAXhKpQGgJSzWoH""}}",2,2,14,3,"{""text"":null,""playerId"":""8HwktFXyNF6iFJLCm"",""type"":""selectionAlert"",""time"":1629486838056},{""text"":null,""playerId"":""Ytje2QHEbkHRTjguF"",""type"":""selectionAlert"",""time"":1629486838859},{""text"":null,""playerId"":""zjzAXhKpQGgJSzWoH"",""type"":""selectionAlert"",""time"":1629486841622}",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,purple_8,2692,8,purple_6,3495,7,purple_1,6258,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8eaXx6YAzjM82G94M,15,"YyAqMmoipbtDEx8r9,gyQd3ZoQ33R4HnTjk",SrbcmDCchRdr9pMhc,2021-08-20T19:11:13Z,"{""purple_5"":{""label"":""purple_5"",""location"":""/experiment/purple_similar/image_04335.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""8HwktFXyNF6iFJLCm""},""purple_3"":{""label"":""purple_3"",""location"":""/experiment/purple_similar/image_03085.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""Ytje2QHEbkHRTjguF""},""purple_9"":{""label"":""purple_9"",""location"":""/experiment/purple_similar/image_06714.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png"",""blinded"":""zjzAXhKpQGgJSzWoH""},""purple_6"":{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png"",""blinded"":""8HwktFXyNF6iFJLCm""},""purple_1"":{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""Ytje2QHEbkHRTjguF""},""purple_12"":{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""zjzAXhKpQGgJSzWoH""}}",3,2,15,3,"{""text"":null,""playerId"":""8HwktFXyNF6iFJLCm"",""type"":""selectionAlert"",""time"":1629486850267},{""text"":null,""playerId"":""zjzAXhKpQGgJSzWoH"",""type"":""selectionAlert"",""time"":1629486850458},{""text"":null,""playerId"":""Ytje2QHEbkHRTjguF"",""type"":""selectionAlert"",""time"":1629486851206}",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,purple_9,1876,2,purple_9,2815,2,purple_5,2067,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jo3HgmAnq5jT4Ze2B,16,"SZEXpk7BvDg8k5ytc,57kXP8b8EhNbcHFCj",SrbcmDCchRdr9pMhc,2021-08-20T19:11:13Z,"{""purple_3"":{""label"":""purple_3"",""location"":""/experiment/purple_similar/image_03085.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png"",""blinded"":""8HwktFXyNF6iFJLCm""},""purple_10"":{""label"":""purple_10"",""location"":""/experiment/purple_similar/image_07320.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""Ytje2QHEbkHRTjguF""},""purple_11"":{""label"":""purple_11"",""location"":""/experiment/purple_similar/image_07517.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""zjzAXhKpQGgJSzWoH""},""purple_6"":{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""8HwktFXyNF6iFJLCm""},""purple_4"":{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""Ytje2QHEbkHRTjguF""},""purple_8"":{""label"":""purple_8"",""location"":""/experiment/purple_similar/image_05639.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png"",""blinded"":""zjzAXhKpQGgJSzWoH""}}",4,2,16,3,"{""text"":null,""playerId"":""zjzAXhKpQGgJSzWoH"",""type"":""selectionAlert"",""time"":1629486859073},{""text"":null,""playerId"":""8HwktFXyNF6iFJLCm"",""type"":""selectionAlert"",""time"":1629486860024},{""text"":null,""playerId"":""Ytje2QHEbkHRTjguF"",""type"":""selectionAlert"",""time"":1629486860086}",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,purple_11,2639,10,purple_10,2701,2,purple_10,1689,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
