_id,bot,readyAt,timeoutStartedAt,timeoutWaitCount,exitStepsDone,exitAt,exitStatus,exitReason,retiredAt,retiredReason,createdAt,data.nParticipants,data.imageCount,data.pictures,data.timeAmount,data.timeOut,data.knowledge,data.collision,data.selection,data.name,data.avatar,data.nameColor,data.bonus,data.flower_labels,data.flowers,data.otherflowers,data.otherflower_labels,data.p1,data.p2,data.clicked,data.timeClick,data.scoreIncrement,data.clickLength,data.rawScore,data.imageOrder,data.exitTimeoutId
p73W5jhdLXh8spSrS,,,,,,2021-08-20T19:17:12Z,gameFull,,2021-08-20T18:56:56Z,custom,2021-08-20T18:53:59Z,,,,,,,,,,,,,,,,,,,,,,,,,
yRskEZBoPGNuYjB6L,,,,,,2021-08-20T19:17:12Z,gameFull,,2021-08-20T18:56:57Z,custom,2021-08-20T18:53:59Z,,,,,,,,,,,,,,,,,,,,,,,,,
u69dpwTeRNdS4nDht,,,,,,2021-08-20T19:17:12Z,gameFull,,2021-08-20T18:56:57Z,custom,2021-08-20T18:53:59Z,,,,,,,,,,,,,,,,,,,,,,,,,
GuB9GnvomFGPf6syh,,,,,,2021-08-20T19:17:12Z,gameFull,,2021-08-20T18:56:57Z,custom,2021-08-20T18:54:00Z,,,,,,,,,,,,,,,,,,,,,,,,,
ycj4PiQ6ewPCGJ6XP,,,,,,2021-08-20T19:17:12Z,gameFull,,2021-08-20T18:56:58Z,custom,2021-08-20T18:54:27Z,,,,,,,,,,,,,,,,,,,,,,,,,
LKcz3u3hXKh6DWA8X,,2021-08-20T19:03:44Z,2021-08-20T19:03:44Z,1,instructions,2021-08-20T19:10:44Z,finished,,,,2021-08-20T18:58:23Z,3,6,different,3,0,everyplayersomeflower,clover,E,Repi,/avatars/jdenticon/Samuel,#8138A8,2.516,"{""white_1"":"""",""white_2"":"""",""white_3"":"""",""white_4"":"""",""white_5"":"""",""white_6"":"""",""white_7"":"""",""white_8"":"""",""white_9"":"""",""white_10"":"""",""white_11"":"""",""white_12"":""""}","{""label"":""white_12"",""location"":""/experiment/white_similar/image_08131.jpg""},{""label"":""white_6"",""location"":""/experiment/white_similar/image_05280.jpg""},{""label"":""white_9"",""location"":""/experiment/white_similar/image_06003.jpg""},{""label"":""white_8"",""location"":""/experiment/white_similar/image_05846.jpg""},{""label"":""white_10"",""location"":""/experiment/white_similar/image_07057.jpg""},{""label"":""white_2"",""location"":""/experiment/white_similar/image_01448.jpg""},{""label"":""white_11"",""location"":""/experiment/white_similar/image_07463.jpg""},{""label"":""white_7"",""location"":""/experiment/white_similar/image_05493.jpg""},{""label"":""white_4"",""location"":""/experiment/white_similar/image_03710.jpg""},{""label"":""white_1"",""location"":""/experiment/white_similar/image_00006.jpg""},{""label"":""white_3"",""location"":""/experiment/white_similar/image_03139.jpg""},{""label"":""white_5"",""location"":""/experiment/white_similar/image_04849.jpg""}","{""label"":""red_6"",""location"":""/experiment/red_similar/image_03162.jpg""},{""label"":""red_11"",""location"":""/experiment/red_similar/image_07641.jpg""},{""label"":""red_1"",""location"":""/experiment/red_similar/image_00757.jpg""},{""label"":""red_10"",""location"":""/experiment/red_similar/image_06859.jpg""}","{""red_6"":"""",""red_11"":"""",""red_1"":"""",""red_10"":""""}",Minu,Laju,false,false,false,false,false,"white_7,white_6,white_12,white_5,white_11,white_3",
44NPsFeeBd4vCXTKd,,2021-08-20T19:04:09Z,2021-08-20T19:04:09Z,1,"instructions,othercolortest,ExitSurvey",2021-08-20T19:08:20Z,finished,,,,2021-08-20T18:58:23Z,3,6,different,3,0,everyplayersomeflower,clover,D,Repi,/avatars/jdenticon/Samuel,#8138A8,1.4790000000000003,"{""purple_1"":"""",""purple_2"":"""",""purple_3"":"""",""purple_4"":"""",""purple_5"":"""",""purple_6"":"""",""purple_7"":"""",""purple_8"":"""",""purple_9"":"""",""purple_10"":"""",""purple_11"":"""",""purple_12"":""""}","{""label"":""purple_10"",""location"":""/experiment/purple_similar/image_07320.jpg""},{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg""},{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg""},{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg""},{""label"":""purple_11"",""location"":""/experiment/purple_similar/image_07517.jpg""},{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg""},{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg""},{""label"":""purple_8"",""location"":""/experiment/purple_similar/image_05639.jpg""},{""label"":""purple_9"",""location"":""/experiment/purple_similar/image_06714.jpg""},{""label"":""purple_5"",""location"":""/experiment/purple_similar/image_04335.jpg""},{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg""},{""label"":""purple_3"",""location"":""/experiment/purple_similar/image_03085.jpg""}","{""label"":""red_11"",""location"":""/experiment/red_similar/image_07641.jpg""},{""label"":""red_12"",""location"":""/experiment/red_similar/image_07931.jpg""},{""label"":""red_9"",""location"":""/experiment/red_similar/image_06787.jpg""},{""label"":""red_2"",""location"":""/experiment/red_similar/image_01583.jpg""}","{""red_11"":""a red flower with yellow finials and delicate deep pink red petals layered on top of each other, is or very similar to a poppy"",""red_12"":""a sun shaped flower with red cigar shaped petals with tips ablaze in bright cadmium yellow blazing yellow at the tip like a sun setting in reverse. The center is a fuzzy ball of yellow blooming center encased in vibrant red."",""red_9"":""An exotic flower with yellow and red ribbons of petals curling up to the sky with its antha like curious mantises reaching out away from the vibrant fingers of petals."",""red_2"":""The celebratory flower of winter magic with hardy leaf like petals of candy red, its sparkling gold antha bursing foward like a Christmas crown.""}",Minu,Laju,purple_6,1526,0.102,1,6,"purple_2,purple_4,purple_6,purple_1,purple_5,purple_7",
EzjNcKdaF8rEss7Zv,,2021-08-20T19:02:55Z,2021-08-20T19:02:55Z,1,"instructions,othercolortest,ExitSurvey",2021-08-20T19:06:57Z,finished,,,,2021-08-20T18:58:26Z,3,6,different,3,0,everyplayersomeflower,clover,D,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.1760000000000006,"{""yellow_1"":"""",""yellow_2"":"""",""yellow_3"":"""",""yellow_4"":"""",""yellow_5"":"""",""yellow_6"":"""",""yellow_7"":"""",""yellow_8"":"""",""yellow_9"":"""",""yellow_10"":"""",""yellow_11"":"""",""yellow_12"":""""}","{""label"":""yellow_5"",""location"":""/experiment/yellow_similar/image_04078.jpg""},{""label"":""yellow_4"",""location"":""/experiment/yellow_similar/image_03709.jpg""},{""label"":""yellow_11"",""location"":""/experiment/yellow_similar/image_06354.jpg""},{""label"":""yellow_8"",""location"":""/experiment/yellow_similar/image_04982.jpg""},{""label"":""yellow_12"",""location"":""/experiment/yellow_similar/image_06676.jpg""},{""label"":""yellow_1"",""location"":""/experiment/yellow_similar/image_01220.jpg""},{""label"":""yellow_10"",""location"":""/experiment/yellow_similar/image_06298.jpg""},{""label"":""yellow_7"",""location"":""/experiment/yellow_similar/image_04667.jpg""},{""label"":""yellow_9"",""location"":""/experiment/yellow_similar/image_05700.jpg""},{""label"":""yellow_3"",""location"":""/experiment/yellow_similar/image_02295.jpg""},{""label"":""yellow_6"",""location"":""/experiment/yellow_similar/image_04425.jpg""},{""label"":""yellow_2"",""location"":""/experiment/yellow_similar/image_01753.jpg""}","{""label"":""white_2"",""location"":""/experiment/white_similar/image_01448.jpg""},{""label"":""white_12"",""location"":""/experiment/white_similar/image_08131.jpg""},{""label"":""white_3"",""location"":""/experiment/white_similar/image_03139.jpg""},{""label"":""white_5"",""location"":""/experiment/white_similar/image_04849.jpg""}","{""white_2"":""opening white flowers with yellow in the middle"",""white_12"":""four petal white flower with sprouts coming out "",""white_3"":""white flower growing off the stem"",""white_5"":""beautiful white flower with green in the middle""}",Repi,Laju,yellow_9,1884,0.136,1,8,"yellow_3,yellow_2,yellow_4,yellow_9,yellow_1,yellow_11",
GnFQtx3d8goxbppug,,2021-08-20T19:01:52Z,2021-08-20T19:01:52Z,1,"instructions,othercolortest,ExitSurvey",2021-08-20T19:05:43Z,finished,,,,2021-08-20T18:58:28Z,3,6,different,3,0,everyplayersomeflower,clover,E,Minu,/avatars/jdenticon/Alaina,#7ACC66,1.5639999999999998,"{""white_1"":"""",""white_2"":"""",""white_3"":"""",""white_4"":"""",""white_5"":"""",""white_6"":"""",""white_7"":"""",""white_8"":"""",""white_9"":"""",""white_10"":"""",""white_11"":"""",""white_12"":""""}","{""label"":""white_3"",""location"":""/experiment/white_similar/image_03139.jpg""},{""label"":""white_12"",""location"":""/experiment/white_similar/image_08131.jpg""},{""label"":""white_6"",""location"":""/experiment/white_similar/image_05280.jpg""},{""label"":""white_10"",""location"":""/experiment/white_similar/image_07057.jpg""},{""label"":""white_7"",""location"":""/experiment/white_similar/image_05493.jpg""},{""label"":""white_4"",""location"":""/experiment/white_similar/image_03710.jpg""},{""label"":""white_2"",""location"":""/experiment/white_similar/image_01448.jpg""},{""label"":""white_1"",""location"":""/experiment/white_similar/image_00006.jpg""},{""label"":""white_8"",""location"":""/experiment/white_similar/image_05846.jpg""},{""label"":""white_11"",""location"":""/experiment/white_similar/image_07463.jpg""},{""label"":""white_9"",""location"":""/experiment/white_similar/image_06003.jpg""},{""label"":""white_5"",""location"":""/experiment/white_similar/image_04849.jpg""}","{""label"":""purple_9"",""location"":""/experiment/purple_similar/image_06714.jpg""},{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg""},{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg""},{""label"":""purple_10"",""location"":""/experiment/purple_similar/image_07320.jpg""}","{""purple_9"":""Purple orchid"",""purple_4"":""Purple ball flower"",""purple_6"":""Purple pinwheel flower"",""purple_10"":""Purple bell flower""}",Repi,Laju,white_8,879,0.034,2,2,"white_9,white_2,white_3,white_1,white_11,white_8",
DcFGZXX2uqjnZ2g8i,,2021-08-20T19:01:20Z,2021-08-20T19:01:20Z,1,"instructions,othercolortest,ExitSurvey",2021-08-20T19:05:43Z,finished,,,,2021-08-20T18:58:30Z,3,6,different,3,0,everyplayersomeflower,clover,E,Repi,/avatars/jdenticon/Samuel,#8138A8,2.2950000000000004,"{""white_1"":"""",""white_2"":"""",""white_3"":"""",""white_4"":"""",""white_5"":"""",""white_6"":"""",""white_7"":"""",""white_8"":"""",""white_9"":"""",""white_10"":"""",""white_11"":"""",""white_12"":""""}","{""label"":""white_2"",""location"":""/experiment/white_similar/image_01448.jpg""},{""label"":""white_1"",""location"":""/experiment/white_similar/image_00006.jpg""},{""label"":""white_8"",""location"":""/experiment/white_similar/image_05846.jpg""},{""label"":""white_4"",""location"":""/experiment/white_similar/image_03710.jpg""},{""label"":""white_12"",""location"":""/experiment/white_similar/image_08131.jpg""},{""label"":""white_5"",""location"":""/experiment/white_similar/image_04849.jpg""},{""label"":""white_11"",""location"":""/experiment/white_similar/image_07463.jpg""},{""label"":""white_3"",""location"":""/experiment/white_similar/image_03139.jpg""},{""label"":""white_9"",""location"":""/experiment/white_similar/image_06003.jpg""},{""label"":""white_7"",""location"":""/experiment/white_similar/image_05493.jpg""},{""label"":""white_10"",""location"":""/experiment/white_similar/image_07057.jpg""},{""label"":""white_6"",""location"":""/experiment/white_similar/image_05280.jpg""}","{""label"":""purple_11"",""location"":""/experiment/purple_similar/image_07517.jpg""},{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg""},{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg""},{""label"":""purple_9"",""location"":""/experiment/purple_similar/image_06714.jpg""}","{""purple_11"":""Purple and split"",""purple_4"":""Purple and point"",""purple_12"":""Purple and a wrinkled bloom"",""purple_9"":""Purple Starfish look alike""}",Minu,Laju,white_8,1599,0.034,2,2,"white_1,white_3,white_11,white_9,white_8,white_2",
