_id,index,assignment,full,runningAt,finishedAt,status,gameIds,gameLobbyIds,createdAt,archivedAt
k6Dgic2J2JCtEuXf4,1,simple,true,2021-08-20T18:53:58Z,2021-08-20T19:05:43Z,finished,,TkAYES9iNiAnFtJFM,2021-08-20T18:53:49Z,
jxvFunPSbHjADNnPQ,2,simple,true,2021-08-20T18:53:59Z,2021-08-20T19:06:51Z,finished,,YQjzeQBYnWzMTSx3o,2021-08-20T18:53:50Z,
aicj48DXjsc3sxRmt,3,simple,true,2021-08-20T18:54:00Z,2021-08-20T19:09:11Z,finished,,A7S5dEqJH4NNczDXo,2021-08-20T18:53:51Z,
EvDLWaHYJ84Hcy4BT,4,simple,true,2021-08-20T18:54:00Z,2021-08-20T19:06:57Z,finished,,ZLTdtZohjzacKrzwi,2021-08-20T18:53:52Z,
SB9z8skbRbd7wktWt,5,simple,true,2021-08-20T18:54:01Z,2021-08-20T19:07:43Z,finished,,T7Pb2SjMb6HmQE2FC,2021-08-20T18:53:52Z,
zeSvwYdXpb5oPAfGb,6,simple,true,2021-08-20T18:54:02Z,2021-08-20T19:10:44Z,finished,,ji8xdTANq6LeircHa,2021-08-20T18:53:53Z,
rNukKyeuqZJcH7fuS,7,simple,true,2021-08-20T18:54:02Z,2021-08-20T19:08:20Z,finished,,dcDzPNFskQjTjHmmj,2021-08-20T18:53:53Z,
DoQA4ELPi5QbJjP3r,8,simple,true,2021-08-20T18:54:03Z,2021-08-20T19:10:14Z,finished,,nvAqmqvChBRjPx5Gy,2021-08-20T18:53:54Z,
NBoY8wYHSCqkrpnxa,9,simple,true,2021-08-20T18:54:03Z,2021-08-20T19:10:29Z,finished,,3FWWt63LvpHJrdPDf,2021-08-20T18:53:54Z,
84QcuerbMn25M5cCY,10,simple,true,2021-08-20T18:54:04Z,2021-08-20T19:15:33Z,finished,,SrbcmDCchRdr9pMhc,2021-08-20T18:53:55Z,
PpWgScQEnnRsqG5to,11,simple,true,2021-08-20T18:54:04Z,2021-08-20T19:17:45Z,finished,,Pzd8Z7nEbkh2x39YE,2021-08-20T18:53:55Z,
TuGnAuHW4idg7vYDW,12,simple,true,2021-08-20T18:54:04Z,2021-08-20T19:17:04Z,finished,,p2kTCcty5EB2qCePM,2021-08-20T18:53:56Z,
MSm56Bi7JgrtY54gE,13,simple,true,2021-08-20T18:54:05Z,2021-08-20T19:18:55Z,finished,,D7S2PvNWatkJXtS2g,2021-08-20T18:53:56Z,
2gHaumNfsPphhB5Yd,14,simple,true,2021-08-20T18:54:05Z,2021-08-20T19:20:21Z,finished,,bRmSi7SgPJeF78W9k,2021-08-20T18:53:57Z,
XjkrueGp43xrXBn4d,15,simple,true,2021-08-20T18:54:06Z,2021-08-20T19:21:41Z,finished,,9LN65X7AwvC48Se3c,2021-08-20T18:53:57Z,
