_id,playerId,gameId,createdAt,data.age,data.gender,data.language,data.raceWhite,data.raceBlack,data.raceAsian,data.raceNative,data.raceIslander,data.raceHispanic,data.education,data.correctness,data.human,data.workedWell,data.fair,data.chatUseful,data.feedback,data.time
b8Nqdbv6ocR3mdf53,P5RE77g8pm2dtqawA,iq5rfhiAyYcCuotiP,2021-06-29T15:43:21Z,21,Female,English,true,,true,,,,bachelor,yes,no,agree,Yes,Yes,No,Yes-More than enough
AMBkyxTvZDgKJZHgF,pC3zCwiFyCFD6siWo,iq5rfhiAyYcCuotiP,2021-06-29T15:43:35Z,35,Female,English,true,,,,,,someCollege,yes,yes,agree,yes,yes,no,yes
wyaHTKBCujcvDDLQf,qGZ6HcXYeYgshiPmH,KGzHLWpxZmZgGxzm5,2021-06-29T15:44:32Z,25,Male,Polish,true,,,,,,highSchool,yes,yes,stronglyAgree,Yes.,"Very useful, impossible to do this without it. ","One player was frozen for 2 rounds, but otherwise perfect.",More than enough time. 
2x5ELZdkWS8wxHRYJ,HeXYRpJ7znQZ6BP6v,KGzHLWpxZmZgGxzm5,2021-06-29T15:44:44Z,33,Female,English,true,,,,,,master,yes,yes,stronglyAgree,Yes,It was very easy,I had a problem where it froze halfway through but when i reopened the study it went back to where i was,Plenty of time
pSbpZNQ8pEPSkHYz8,kdsKqKyWdXwmeE6WR,KGzHLWpxZmZgGxzm5,2021-06-29T15:45:41Z,39,Male,English,,,,,true,,someCollege,yes,yes,agree,"Yes, was fun.",Yes.,One of the partners was disconnected for a couple of them. Everything else was fine. Sounds were a little annoying if being picky.,Yes plenty.
cJFbdLPX2MfzMmAKf,YEiw6MqCWovNFp4Bq,iq5rfhiAyYcCuotiP,2021-06-29T15:47:07Z,44,Male,English,true,,,,,,bachelor,yes,yes,neutral,"Yes.  We appointed a leader who probably took the best bonus, but they had to work for it by doing all the descriptions/typing.","Yes, no issues  - once we started talking!  Wasted too many rounds being selfish and not acting as a team.  I had to step in and say something.","One 'participant' didn't engage at all, and made a few poor choices, almost as if they didn't care or weren't paying attention.  Spoiled the study for us a bit.","Yes, plenty of time.  2 minutes would have been more than sufficient."
wKm3g3bdeR4MaNouu,tCeuNLPHtpWrzutp9,66vT9mE6yqptQDdXG,2021-06-29T15:47:43Z,31,Male,English,true,,,,,,bachelor,yes,yes,agree,Yes. ,Yes.,None at all. ,Defintely.
EBKHzPq2n8YRa4npm,8tuNKShzayef5Ysjb,66vT9mE6yqptQDdXG,2021-06-29T15:47:55Z,35,Female,English,true,,,,,,bachelor,yes,yes,stronglyAgree,Yes the pay was fair.,Yes it was very easy to use.,I didn't notice any problems.,Yes we had enough time.
inv3mtuQLtiWvvapW,9EbggWY5eJWruGqJG,66vT9mE6yqptQDdXG,2021-06-29T15:48:43Z,20,Male,English ,,true,,false,,,someCollege,yes,yes,agree,yes,Yes,No,"Yes, was good"
nvo7za4PygndKATqA,uc4ByKKGRrb7R7ARW,6o4WJuZBT3QSNRQRq,2021-06-29T15:53:14Z,25,Female,English,true,,,,,,bachelor,yes,yes,stronglyAgree,Yes,yes very,none,yes too much time even
gTL9fEgi7Qj8Daxg5,oTkbdCgvWKvaCqQb7,6o4WJuZBT3QSNRQRq,2021-06-29T15:53:14Z,30,Male,English,true,,,,,,someCollege,yes,yes,agree,Yes,Yes,None,Yes
fb6cZmSJsa9EmPBWM,bTQTvtfRHrBMramdR,6o4WJuZBT3QSNRQRq,2021-06-29T15:54:08Z,52,Female,English,true,,,,,,highSchool,yes,yes,agree,yes,yes very easy ,N/A,Yes there was enough
cnkCy4kvFENp4JvuP,pjA4f6As8cAmCxWap,S7SBYP8ab6RFccN9u,2021-06-29T15:55:50Z,29,Male,English,true,,,,,,someCollege,yes,yes,neutral,I feel the pay is fair,Yes,No issues,Yes
zLzpyzwPqYzs8hems,PaLwLpZj4Zvfsn7gN,S7SBYP8ab6RFccN9u,2021-06-29T15:55:56Z,25,Male,English,,,true,,,,bachelor,yes,yes,agree,Yes,Yes,No issues,Yes
W4qZi9d4yiFqBh4En,SKWQPkZ2HtvFefYTK,S7SBYP8ab6RFccN9u,2021-06-29T15:59:00Z,40,male,Yoruba,,true,,,,,bachelor,yes,yes,agree,Yes the pay was fair.,The in-game chat feature easy to use.,Well I notice there was a problem at the beginning of the study but it was resolved somehow along the way.,Yes we had enough time on each round.
PRnEhd7WbNk6NE9CQ,W5Rugu8ZJ3ezTAgvy,8B8kmeMWWri8xpL4k,2021-06-29T16:36:09Z,42,female,UK English,true,,,,,,master,yes,yes,stronglyAgree,Yes,Yes,The first year was harder because I think it took us a while to realise the same flowers would get repeated throughout the trials,Yes
pZjJFtuBqoT4oT76i,dGZRCmnE7qCJsuwYP,8B8kmeMWWri8xpL4k,2021-06-29T16:36:24Z,22,Female,English,true,,,,,,bachelor,yes,yes,stronglyAgree,Yes.,Very.,No.,Plenty.
zTih7vsZfw7c4XTog,rSdBjHwfmWwz3Zwxq,8B8kmeMWWri8xpL4k,2021-06-29T16:37:04Z,31,male,English,true,,,,,,bachelor,yes,yes,stronglyAgree,Yes and No. The study took longer than advertised by something like 15-30 minutes. The pay was fair if the added duration is compensated for.,"Yes, very.",We resolved to focus on a strategy that tended to exploit erratic background features to avoid having to describe the actual flowers.,Yes. Comfortable.
mLizjE2dKXoAnDRfK,nFqTBtKEKpFBGNMXC,SihDfEzMcyhNqCP46,2021-06-30T17:45:07Z,30,male,english,true,,,,,,highSchool,yes,yes,stronglyAgree,sure,noises were annoying,no,yeah
eThyRTWcE9Wes93wT,BiKzWfhjXPp2RcaMv,SihDfEzMcyhNqCP46,2021-06-30T17:45:39Z,24,Male,English,,,true,,,,bachelor,yes,no,stronglyAgree,Yeah,Yeah ,none,Yeah 
K6R3LoGHh2BbiEtof,Cm5auRoPbDGaDN5QP,SihDfEzMcyhNqCP46,2021-06-30T17:46:06Z,61,male,English,true,,,,,,someCollege,yes,yes,agree,probably,yup - if you can type,bit of a wait at first,yes
SxoWr7eJBoQw6xu5k,nMzWar2T9QiwnZuhh,Srn7AwTSi5u2Fcxfw,2021-06-30T17:50:26Z,32,Male,,true,,,,,,someCollege,yes,yes,stronglyAgree,Yeah I cant complain.,Very,"Some of the images were smaller than I'd like to describe details to the others, but not many.",Yeah plenty.
fsQmrNPLvfz8FaYzD,kSEJFwmMYWRn3uDHA,Srn7AwTSi5u2Fcxfw,2021-06-30T17:52:00Z,37,Female,English,true,,,,,,bachelor,yes,yes,stronglyAgree,"I think so, we worked well as a team and the payment and bonus are good",Really simple and easy to use,"When I started the questions page to check my understanding, the page appeared to refresh and clear my answers so I had to fill it in again before I submitted.",Definitely
ubkipWDxoWj4NmhCA,DP6g2ZQPajwv9TXJ7,Srn7AwTSi5u2Fcxfw,2021-06-30T17:52:02Z,49,Male,English,true,,,,,,highSchool,yes,yes,stronglyAgree,"Including the bonus, yes. Otherwise the base rate is below min wage for me.",It would have been better if the cursor focused to the text box when each screen appeared instead of having to manually click there to start typing.,No.,More than enough.
Jh3rM7BYktEjCGLYK,zRL7hYXxLcaoujEz7,RdwHWS6HrfwADiadN,2021-06-30T17:57:06Z,36,Male,English,true,,,,,,highSchool,yes,yes,stronglyAgree,Yes,Yes,No,Yes
c6Cup3mhAv6MnfDMN,Tzjy5uRGtmccXQEeM,RdwHWS6HrfwADiadN,2021-06-30T17:57:31Z,46,female,english,true,,,,,,someCollege,yes,yes,stronglyAgree,it was very fair,very easy to use,none and the survey was fun,yes
9mKDxfaDgXWLMgcSR,d8werCbpR65GLFEJP,RdwHWS6HrfwADiadN,2021-06-30T17:58:43Z,38,female,english,true,,,,,,bachelor,yes,yes,stronglyAgree,"yes, it was fun",yes,"Thought it was great fun, no real issues. it was a little flashy at times",yes
KiT6YPicsquD4cT5o,TTX3BhByCsjDdKQo6,dTQ4ShjHCzgL6QoGk,2021-06-30T17:59:20Z,34,Male,English,true,,,,,,bachelor,yes,yes,stronglyAgree,Yes I did,Yes it was,No,Yes
qTxkiZFabXgYwvJRw,4FwqwuBg8THopjzYt,dTQ4ShjHCzgL6QoGk,2021-06-30T17:59:34Z,30,Female,English,true,,,,,,someCollege,yes,yes,agree,Yes,Yes,No,Yes more than enough
uEwvQxWF6Q4msETDj,4WPuaCAupZXaSurmk,dTQ4ShjHCzgL6QoGk,2021-06-30T18:01:42Z,38,female,english,true,,,,,,master,yes,yes,disagree,yes,yes,"The only problem I had was right at the start when I had to answer the questions to show I understood the instructions - it kept resetting before I could fill it all in.  On my 3rd attempt i went faster and managed to get it submitted on time.  Other than that, it was all good.  Good luck with your study.",plenty
7M8iDBBpputvK5au4,qG2BmuCtmxTekrzeK,cmcBZeDvYQ8rAXmYS,2021-06-30T18:13:17Z,22,Male,English,true,true,,,,,bachelor,yes,yes,agree,Yes,Yes,No,Yes more than enough
dfbMGKmCJ4tHzjRnB,FDE9gAmRjJRkPkPwo,cmcBZeDvYQ8rAXmYS,2021-06-30T18:13:37Z,41,Female,English,true,,,,,,someCollege,yes,yes,stronglyAgree,Yeah considering we get a fee for completing the study anyway.,Yes,It was fun to play,More than enough
a38onXKSbJmf62mcz,yXKwWWj2Euz4Bp7Ak,cmcBZeDvYQ8rAXmYS,2021-06-30T18:14:20Z,73,female,English,true,,,,,,master,yes,yes,stronglyAgree,yep,yep,A long wait - over 20 minutes in lobby - this could have been identified in instructions.,yep
