_id,index,stageIds,gameId,createdAt,data.context,data.targetNum,data.blockNum,data.repNum,data.trialNum,data.numPlayers,data.chat,data.submitted,data.player_7HJYhZpJ86FEXBTiL_response,data.player_7HJYhZpJ86FEXBTiL_time,data.player_DgHvsMothZmmKKwa6_response,data.player_DgHvsMothZmmKKwa6_time,data.player_vFbMfknsc7TsNLYpz_response,data.player_vFbMfknsc7TsNLYpz_time,data.player_9YH6DC3edJhccJpfK_response,data.player_9YH6DC3edJhccJpfK_time,data.player_Rti7y8gxpRxbkx3Cy_response,data.player_Rti7y8gxpRxbkx3Cy_time,data.player_eEJnhwWLwa3AMG46M_response,data.player_eEJnhwWLwa3AMG46M_time
TR3ux6244uNPgDaWL,20,"mWqNfsuWgJRCwfNT3,Yqqdd4LsKqhikDBQZ",dze8j8adozpxbehCk,2021-05-27T01:08:24Z,"{""red_3"":{""label"":""red_3"",""location"":""/experiment/red_similar/image_01973.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""7HJYhZpJ86FEXBTiL""},""red_1"":{""label"":""red_1"",""location"":""/experiment/red_similar/image_00757.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png"",""blinded"":""DgHvsMothZmmKKwa6""},""red_7"":{""label"":""red_7"",""location"":""/experiment/red_similar/image_04769.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""vFbMfknsc7TsNLYpz""},""red_5"":{""label"":""red_5"",""location"":""/experiment/red_similar/image_02561.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""7HJYhZpJ86FEXBTiL""},""red_8"":{""label"":""red_8"",""location"":""/experiment/red_similar/image_06490.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png"",""blinded"":""DgHvsMothZmmKKwa6""},""red_10"":{""label"":""red_10"",""location"":""/experiment/red_similar/image_06859.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""vFbMfknsc7TsNLYpz""}}",,1,8,20,3,"{""text"":""now poppies"",""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""message""},{""text"":""wow ive earned a whole 6.45"",""playerId"":""DgHvsMothZmmKKwa6"",""type"":""message""},{""text"":""same"",""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""message""},{""text"":""crumple top wide bottom"",""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""message""},{""text"":""white middle is my best"",""playerId"":""DgHvsMothZmmKKwa6"",""type"":""message""},{""text"":""poppies is 95"",""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""message""},{""text"":""are poppies better"",""playerId"":""DgHvsMothZmmKKwa6"",""type"":""message""},{""text"":""okay"",""playerId"":""DgHvsMothZmmKKwa6"",""type"":""message""},{""text"":""no"",""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""message""},{""text"":null,""playerId"":""DgHvsMothZmmKKwa6"",""type"":""alert""},{""text"":""poppies"",""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""message""},{""text"":null,""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""alert""},{""text"":""AAAHHHHH"",""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""message""},{""text"":null,""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""alert""},{""text"":""lol"",""playerId"":""DgHvsMothZmmKKwa6"",""type"":""message""}",FALSE,red_8,31504,red_8,25254,red_8,27300,,,,,,
7ZwK7B3tCsFZK3N6E,21,"ky3opMHuDdJ9e8QdP,RwF95ExZpQ5PNd3gT",dze8j8adozpxbehCk,2021-05-27T01:08:24Z,"{""red_5"":{""label"":""red_5"",""location"":""/experiment/red_similar/image_02561.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png"",""blinded"":""7HJYhZpJ86FEXBTiL""},""red_7"":{""label"":""red_7"",""location"":""/experiment/red_similar/image_04769.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""DgHvsMothZmmKKwa6""},""red_2"":{""label"":""red_2"",""location"":""/experiment/red_similar/image_01583.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""vFbMfknsc7TsNLYpz""},""red_10"":{""label"":""red_10"",""location"":""/experiment/red_similar/image_06859.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""7HJYhZpJ86FEXBTiL""},""red_12"":{""label"":""red_12"",""location"":""/experiment/red_similar/image_07931.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""DgHvsMothZmmKKwa6""},""red_8"":{""label"":""red_8"",""location"":""/experiment/red_similar/image_06490.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png"",""blinded"":""vFbMfknsc7TsNLYpz""}}",,1,9,21,3,"{""text"":""okay now white center is good"",""playerId"":""DgHvsMothZmmKKwa6"",""type"":""message""},{""text"":""white petals 90"",""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""message""},{""text"":null,""playerId"":""DgHvsMothZmmKKwa6"",""type"":""alert""},{""text"":""ok"",""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""message""},{""text"":null,""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""alert""},{""text"":null,""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""alert""}",FALSE,red_5,15337,red_5,13113,red_5,16631,,,,,,
Phn6T8bwD3CgNR9qb,22,"Ndebr3ySauMDEmYK3,7AFkkiW74ZJvFNbXZ",dze8j8adozpxbehCk,2021-05-27T01:08:24Z,"{""red_6"":{""label"":""red_6"",""location"":""/experiment/red_similar/image_03162.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png"",""blinded"":""7HJYhZpJ86FEXBTiL""},""red_4"":{""label"":""red_4"",""location"":""/experiment/red_similar/image_02269.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""DgHvsMothZmmKKwa6""},""red_1"":{""label"":""red_1"",""location"":""/experiment/red_similar/image_00757.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""vFbMfknsc7TsNLYpz""},""red_5"":{""label"":""red_5"",""location"":""/experiment/red_similar/image_02561.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""7HJYhZpJ86FEXBTiL""},""red_12"":{""label"":""red_12"",""location"":""/experiment/red_similar/image_07931.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png"",""blinded"":""DgHvsMothZmmKKwa6""},""red_9"":{""label"":""red_9"",""location"":""/experiment/red_similar/image_06787.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""vFbMfknsc7TsNLYpz""}}",,1,10,22,3,"{""text"":""yellow tips 90"",""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""message""},{""text"":""yellow tips 90"",""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""message""},{""text"":""all mine are in the middle not great"",""playerId"":""DgHvsMothZmmKKwa6"",""type"":""message""},{""text"":""okay"",""playerId"":""DgHvsMothZmmKKwa6"",""type"":""message""},{""text"":null,""playerId"":""DgHvsMothZmmKKwa6"",""type"":""alert""},{""text"":null,""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""alert""},{""text"":""yess we're converging lol"",""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""message""},{""text"":null,""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""alert""}",FALSE,red_12,12618,red_12,11004,red_12,15731,,,,,,
YFhoHaLCtSDf54Ykm,23,"dnFkLroyBAi58PyYq,G7HY9E7mc48qPgqLD",dze8j8adozpxbehCk,2021-05-27T01:08:24Z,"{""red_8"":{""label"":""red_8"",""location"":""/experiment/red_similar/image_06490.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""7HJYhZpJ86FEXBTiL""},""red_9"":{""label"":""red_9"",""location"":""/experiment/red_similar/image_06787.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png"",""blinded"":""DgHvsMothZmmKKwa6""},""red_6"":{""label"":""red_6"",""location"":""/experiment/red_similar/image_03162.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""vFbMfknsc7TsNLYpz""},""red_3"":{""label"":""red_3"",""location"":""/experiment/red_similar/image_01973.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""7HJYhZpJ86FEXBTiL""},""red_12"":{""label"":""red_12"",""location"":""/experiment/red_similar/image_07931.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""DgHvsMothZmmKKwa6""},""red_1"":{""label"":""red_1"",""location"":""/experiment/red_similar/image_00757.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png"",""blinded"":""vFbMfknsc7TsNLYpz""}}",,1,11,23,3,"{""text"":""alien"",""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""message""},{""text"":null,""playerId"":""DgHvsMothZmmKKwa6"",""type"":""alert""},{""text"":""oooh the weird crimpy yellow one"",""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""message""},{""text"":""yes"",""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""message""},{""text"":null,""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""alert""},{""text"":null,""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""alert""}",FALSE,red_9,15858,red_9,8217,red_9,17492,,,,,,
R82rTWiXjafPo3HDA,24,"zEFCkzmziivFLcfMx,R6dhcu8uSeDekanqQ",dze8j8adozpxbehCk,2021-05-27T01:08:24Z,"{""white_12"":{""label"":""white_12"",""location"":""/experiment/white_similar/image_08131.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""7HJYhZpJ86FEXBTiL""},""white_6"":{""label"":""white_6"",""location"":""/experiment/white_similar/image_05280.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""DgHvsMothZmmKKwa6""},""white_7"":{""label"":""white_7"",""location"":""/experiment/white_similar/image_05493.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""vFbMfknsc7TsNLYpz""},""white_8"":{""label"":""white_8"",""location"":""/experiment/white_similar/image_05846.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png"",""blinded"":""7HJYhZpJ86FEXBTiL""},""white_11"":{""label"":""white_11"",""location"":""/experiment/white_similar/image_07463.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png"",""blinded"":""DgHvsMothZmmKKwa6""},""white_3"":{""label"":""white_3"",""location"":""/experiment/white_similar/image_03139.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""vFbMfknsc7TsNLYpz""}}",,2,0,24,3,"{""text"":""every dang time"",""playerId"":""DgHvsMothZmmKKwa6"",""type"":""message""},{""text"":""crumply"",""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""message""},{""text"":""oh nooooo"",""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""message""},{""text"":""theres one dumb flower"",""playerId"":""DgHvsMothZmmKKwa6"",""type"":""message""},{""text"":""all the talls"",""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""message""},{""text"":""oh no"",""playerId"":""DgHvsMothZmmKKwa6"",""type"":""message""},{""text"":""I think the pinkish one is better than crumply"",""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""message""},{""text"":""looks like used tissue"",""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""message""},{""text"":""lol i will fix this"",""playerId"":""DgHvsMothZmmKKwa6"",""type"":""message""},{""text"":""90"",""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""message""},{""text"":null,""playerId"":""DgHvsMothZmmKKwa6"",""type"":""alert""},{""text"":""it is"",""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""message""},{""text"":null,""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""alert""},{""text"":null,""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""alert""},{""text"":""oh"",""playerId"":""DgHvsMothZmmKKwa6"",""type"":""message""}",FALSE,white_8,35030,white_6,29655,white_8,36090,,,,,,
EzzSkcPQRDyam7GTw,25,"YW3A5qiqWcKqLwAun,kkNgdrrd54zp9MDsR",dze8j8adozpxbehCk,2021-05-27T01:08:24Z,"{""white_4"":{""label"":""white_4"",""location"":""/experiment/white_similar/image_03710.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""7HJYhZpJ86FEXBTiL""},""white_5"":{""label"":""white_5"",""location"":""/experiment/white_similar/image_04849.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png"",""blinded"":""DgHvsMothZmmKKwa6""},""white_11"":{""label"":""white_11"",""location"":""/experiment/white_similar/image_07463.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png"",""blinded"":""vFbMfknsc7TsNLYpz""},""white_9"":{""label"":""white_9"",""location"":""/experiment/white_similar/image_06003.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png"",""blinded"":""7HJYhZpJ86FEXBTiL""},""white_2"":{""label"":""white_2"",""location"":""/experiment/white_similar/image_01448.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""DgHvsMothZmmKKwa6""},""white_7"":{""label"":""white_7"",""location"":""/experiment/white_similar/image_05493.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""vFbMfknsc7TsNLYpz""}}",,2,1,25,3,"{""text"":""the 3 pretty ones"",""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""message""},{""text"":""gray backround"",""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""message""},{""text"":""its got pink in the center"",""playerId"":""DgHvsMothZmmKKwa6"",""type"":""message""},{""text"":""gray better?"",""playerId"":""DgHvsMothZmmKKwa6"",""type"":""message""},{""text"":""wait no there aren't 3"",""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""message""},{""text"":null,""playerId"":""DgHvsMothZmmKKwa6"",""type"":""alert""},{""text"":null,""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""alert""},{""text"":null,""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""alert""}",FALSE,white_5,19149,white_5,15901,white_5,30859,,,,,,
uMSmdss4ewQLNomyY,26,"MPCWqQjGbP6hYCdod,jLPnQWPHXTex2ux3G",dze8j8adozpxbehCk,2021-05-27T01:08:24Z,"{""white_2"":{""label"":""white_2"",""location"":""/experiment/white_similar/image_01448.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""7HJYhZpJ86FEXBTiL""},""white_7"":{""label"":""white_7"",""location"":""/experiment/white_similar/image_05493.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png"",""blinded"":""DgHvsMothZmmKKwa6""},""white_4"":{""label"":""white_4"",""location"":""/experiment/white_similar/image_03710.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png"",""blinded"":""vFbMfknsc7TsNLYpz""},""white_5"":{""label"":""white_5"",""location"":""/experiment/white_similar/image_04849.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""7HJYhZpJ86FEXBTiL""},""white_12"":{""label"":""white_12"",""location"":""/experiment/white_similar/image_08131.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""DgHvsMothZmmKKwa6""},""white_6"":{""label"":""white_6"",""location"":""/experiment/white_similar/image_05280.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""vFbMfknsc7TsNLYpz""}}",,2,2,26,3,"{""text"":""pink middle"",""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""message""},{""text"":""there are two"",""playerId"":""DgHvsMothZmmKKwa6"",""type"":""message""},{""text"":""pink center"",""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""message""},{""text"":""oh"",""playerId"":""DgHvsMothZmmKKwa6"",""type"":""message""},{""text"":null,""playerId"":""DgHvsMothZmmKKwa6"",""type"":""alert""},{""text"":""98"",""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""message""},{""text"":""pink > 2"",""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""message""},{""text"":null,""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""alert""},{""text"":null,""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""alert""}",FALSE,white_7,16565,white_7,11010,white_7,14325,,,,,,
nXt3aDpsfWKBFmGbD,27,"no8dpvH5Yz9qLSZZ2,nJeWBH3tW3GJF2bg8",dze8j8adozpxbehCk,2021-05-27T01:08:24Z,"{""white_8"":{""label"":""white_8"",""location"":""/experiment/white_similar/image_05846.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""7HJYhZpJ86FEXBTiL""},""white_7"":{""label"":""white_7"",""location"":""/experiment/white_similar/image_05493.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png"",""blinded"":""DgHvsMothZmmKKwa6""},""white_12"":{""label"":""white_12"",""location"":""/experiment/white_similar/image_08131.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""vFbMfknsc7TsNLYpz""},""white_10"":{""label"":""white_10"",""location"":""/experiment/white_similar/image_07057.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""7HJYhZpJ86FEXBTiL""},""white_9"":{""label"":""white_9"",""location"":""/experiment/white_similar/image_06003.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""DgHvsMothZmmKKwa6""},""white_5"":{""label"":""white_5"",""location"":""/experiment/white_similar/image_04849.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""vFbMfknsc7TsNLYpz""}}",,2,3,27,3,"{""text"":""green"",""playerId"":""DgHvsMothZmmKKwa6"",""type"":""message""},{""text"":""pink middle for me"",""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""message""},{""text"":""95%"",""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""message""},{""text"":""im SO mad about these tall ass flowers"",""playerId"":""DgHvsMothZmmKKwa6"",""type"":""message""},{""text"":null,""playerId"":""DgHvsMothZmmKKwa6"",""type"":""alert""},{""text"":""lol"",""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""message""},{""text"":null,""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""alert""},{""text"":""pink is fine"",""playerId"":""DgHvsMothZmmKKwa6"",""type"":""message""},{""text"":null,""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""alert""}",FALSE,white_7,20393,white_7,17971,white_7,22529,,,,,,
Qg4tH3BEqtHi8DhpQ,28,"JpAhokHSHgNyrXXTG,eB7LETEuvbhvSTz2w",dze8j8adozpxbehCk,2021-05-27T01:08:24Z,"{""white_9"":{""label"":""white_9"",""location"":""/experiment/white_similar/image_06003.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""7HJYhZpJ86FEXBTiL""},""white_12"":{""label"":""white_12"",""location"":""/experiment/white_similar/image_08131.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""DgHvsMothZmmKKwa6""},""white_3"":{""label"":""white_3"",""location"":""/experiment/white_similar/image_03139.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""vFbMfknsc7TsNLYpz""},""white_11"":{""label"":""white_11"",""location"":""/experiment/white_similar/image_07463.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png"",""blinded"":""7HJYhZpJ86FEXBTiL""},""white_4"":{""label"":""white_4"",""location"":""/experiment/white_similar/image_03710.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""DgHvsMothZmmKKwa6""},""white_5"":{""label"":""white_5"",""location"":""/experiment/white_similar/image_04849.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""vFbMfknsc7TsNLYpz""}}",,2,4,28,3,"{""text"":""3 yellows is ok"",""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""message""},{""text"":""but 2 tall I can't see :("",""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""message""},{""text"":""is it 3 or 4"",""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""message""},{""text"":""heart shaped petals?"",""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""message""},{""text"":""3 with yellow middles"",""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""message""},{""text"":""<3 yeah"",""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""message""},{""text"":null,""playerId"":""DgHvsMothZmmKKwa6"",""type"":""alert""},{""text"":""not on a vine, right?"",""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""message""},{""text"":""right no vine (I don't see bar for that one)"",""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""message""},{""text"":null,""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""alert""},{""text"":""ok"",""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""message""},{""text"":""(might be better for all I know)"",""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""message""},{""text"":""no vine is worse"",""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""message""},{""text"":""ill rotate the vertical flowers after this"",""playerId"":""DgHvsMothZmmKKwa6"",""type"":""message""},{""text"":null,""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""alert""}",FALSE,white_4,65587,white_4,49412,white_4,78933,,,,,,
G84KnciXDgTmjZJdy,29,"GRgoxpapLhKNiBvDP,WixfHvBNwMPMnurfw",dze8j8adozpxbehCk,2021-05-27T01:08:24Z,"{""white_10"":{""label"":""white_10"",""location"":""/experiment/white_similar/image_07057.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""7HJYhZpJ86FEXBTiL""},""white_6"":{""label"":""white_6"",""location"":""/experiment/white_similar/image_05280.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""DgHvsMothZmmKKwa6""},""white_7"":{""label"":""white_7"",""location"":""/experiment/white_similar/image_05493.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""vFbMfknsc7TsNLYpz""},""white_9"":{""label"":""white_9"",""location"":""/experiment/white_similar/image_06003.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""7HJYhZpJ86FEXBTiL""},""white_3"":{""label"":""white_3"",""location"":""/experiment/white_similar/image_03139.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png"",""blinded"":""DgHvsMothZmmKKwa6""},""white_2"":{""label"":""white_2"",""location"":""/experiment/white_similar/image_01448.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png"",""blinded"":""vFbMfknsc7TsNLYpz""}}",,2,5,29,3,"{""text"":""tissue!"",""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""message""},{""text"":""vine good now"",""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""message""},{""text"":""no!"",""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""message""},{""text"":""wait do either of you want to try the competative version"",""playerId"":""DgHvsMothZmmKKwa6"",""type"":""message""},{""text"":""vine > tissue"",""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""message""},{""text"":""vine!"",""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""message""},{""text"":null,""playerId"":""DgHvsMothZmmKKwa6"",""type"":""alert""},{""text"":null,""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""alert""},{""text"":null,""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""alert""}",FALSE,white_3,17564,white_3,14810,white_3,17057,,,,,,
8HBZ8kZwxLr5m99HF,30,"jmbEhvRgaPXKFtWa3,FxGX754eynBPhRgce",dze8j8adozpxbehCk,2021-05-27T01:08:24Z,"{""white_5"":{""label"":""white_5"",""location"":""/experiment/white_similar/image_04849.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""7HJYhZpJ86FEXBTiL""},""white_11"":{""label"":""white_11"",""location"":""/experiment/white_similar/image_07463.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png"",""blinded"":""DgHvsMothZmmKKwa6""},""white_10"":{""label"":""white_10"",""location"":""/experiment/white_similar/image_07057.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""vFbMfknsc7TsNLYpz""},""white_3"":{""label"":""white_3"",""location"":""/experiment/white_similar/image_03139.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""7HJYhZpJ86FEXBTiL""},""white_9"":{""label"":""white_9"",""location"":""/experiment/white_similar/image_06003.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png"",""blinded"":""DgHvsMothZmmKKwa6""},""white_2"":{""label"":""white_2"",""location"":""/experiment/white_similar/image_01448.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png"",""blinded"":""vFbMfknsc7TsNLYpz""}}",,2,6,30,3,"{""text"":""6 petals"",""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""message""},{""text"":""1 star yellow center 95"",""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""message""},{""text"":null,""playerId"":""DgHvsMothZmmKKwa6"",""type"":""alert""},{""text"":""almost full"",""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""message""},{""text"":null,""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""alert""},{""text"":null,""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""alert""}",FALSE,white_9,18769,white_9,11900,white_9,15451,,,,,,
QSbqBYoCpQXLGk6tp,31,"JWczoJxpAfuGxfLPA,YpQjQuJmf5d5f3KgG",dze8j8adozpxbehCk,2021-05-27T01:08:24Z,"{""white_10"":{""label"":""white_10"",""location"":""/experiment/white_similar/image_07057.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""7HJYhZpJ86FEXBTiL""},""white_3"":{""label"":""white_3"",""location"":""/experiment/white_similar/image_03139.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png"",""blinded"":""DgHvsMothZmmKKwa6""},""white_7"":{""label"":""white_7"",""location"":""/experiment/white_similar/image_05493.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""vFbMfknsc7TsNLYpz""},""white_5"":{""label"":""white_5"",""location"":""/experiment/white_similar/image_04849.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png"",""blinded"":""7HJYhZpJ86FEXBTiL""},""white_6"":{""label"":""white_6"",""location"":""/experiment/white_similar/image_05280.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""DgHvsMothZmmKKwa6""},""white_2"":{""label"":""white_2"",""location"":""/experiment/white_similar/image_01448.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png"",""blinded"":""vFbMfknsc7TsNLYpz""}}",,2,7,31,3,"{""text"":""2"",""playerId"":""DgHvsMothZmmKKwa6"",""type"":""message""},{""text"":""2 flowers"",""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""message""},{""text"":null,""playerId"":""DgHvsMothZmmKKwa6"",""type"":""alert""},{""text"":null,""playerId"":""7HJYhZpJ86FEXBTiL"",""type"":""alert""},{""text"":null,""playerId"":""vFbMfknsc7TsNLYpz"",""type"":""alert""}",FALSE,white_2,9148,white_2,7714,white_2,10230,,,,,,
