gameId,createdAt,age,gender,language,raceWhite,raceBlack,raceAsian,raceNative,raceIslander,raceHispanic,education
RdwHWS6HrfwADiadN,2021-06-30T17:57:31Z,46,female,english,TRUE,NA,NA,NA,NA,NA,someCollege
RdwHWS6HrfwADiadN,2021-06-30T17:58:43Z,38,female,english,TRUE,NA,NA,NA,NA,NA,bachelor
dTQ4ShjHCzgL6QoGk,2021-06-30T17:59:20Z,34,Male,English,TRUE,NA,NA,NA,NA,NA,bachelor
dTQ4ShjHCzgL6QoGk,2021-06-30T17:59:34Z,30,Female,English,TRUE,NA,NA,NA,NA,NA,someCollege
dTQ4ShjHCzgL6QoGk,2021-06-30T18:01:42Z,38,female,english,TRUE,NA,NA,NA,NA,NA,master
cmcBZeDvYQ8rAXmYS,2021-06-30T18:13:17Z,22,Male,English,TRUE,TRUE,NA,NA,NA,NA,bachelor
cmcBZeDvYQ8rAXmYS,2021-06-30T18:13:37Z,41,Female,English,TRUE,NA,NA,NA,NA,NA,someCollege
cmcBZeDvYQ8rAXmYS,2021-06-30T18:14:20Z,73,female,English,TRUE,NA,NA,NA,NA,NA,master
6cWN32G7kFqz6XLFe,2021-06-30T18:58:44Z,27,Female,English,TRUE,NA,NA,NA,NA,NA,bachelor
6cWN32G7kFqz6XLFe,2021-06-30T18:58:44Z,18,Male,English,TRUE,NA,NA,NA,NA,NA,highSchool
6cWN32G7kFqz6XLFe,2021-06-30T18:59:31Z,28,Male,English,TRUE,NA,NA,NA,NA,NA,bachelor
8vp4iEWF9Subwe4jT,2021-06-30T18:59:35Z,22,Female,English,TRUE,NA,NA,NA,NA,NA,master
8vp4iEWF9Subwe4jT,2021-06-30T18:59:40Z,34,Male,English,TRUE,NA,NA,NA,NA,NA,someCollege
jwxQ8dDDmaHZHHAua,2021-06-30T19:02:42Z,37,Female,English,TRUE,NA,NA,NA,NA,NA,highSchool
jwxQ8dDDmaHZHHAua,2021-06-30T19:03:06Z,46,Male,English,TRUE,NA,NA,NA,NA,NA,master
8vp4iEWF9Subwe4jT,2021-06-30T19:03:17Z,35,Male,English,TRUE,NA,TRUE,NA,NA,NA,highSchool
jwxQ8dDDmaHZHHAua,2021-06-30T19:06:54Z,19,Female,English,NA,NA,TRUE,NA,NA,NA,highSchool
oSkTdT3gtJ3bYJjfy,2021-06-30T19:21:45Z,48,female,English,TRUE,NA,NA,NA,NA,NA,bachelor
oSkTdT3gtJ3bYJjfy,2021-06-30T19:22:17Z,35,Male,English,TRUE,NA,NA,NA,NA,NA,master
oSkTdT3gtJ3bYJjfy,2021-06-30T19:22:23Z,20,Female,England,TRUE,NA,NA,NA,NA,NA,highSchool
WHQBGnm4d7f99N8pB,2021-06-30T20:26:48Z,46,Male,English,TRUE,NA,NA,NA,NA,NA,someCollege
WHQBGnm4d7f99N8pB,2021-06-30T20:28:04Z,47,female,English,TRUE,NA,NA,NA,NA,NA,master
WHQBGnm4d7f99N8pB,2021-06-30T20:29:33Z,28,Male,English,TRUE,NA,NA,NA,NA,NA,bachelor
faYzLxN4fYDihLiSp,2021-07-02T17:14:46Z,31,Male,English,TRUE,NA,NA,NA,NA,NA,highSchool
faYzLxN4fYDihLiSp,2021-07-02T17:14:48Z,20,Female,English,TRUE,NA,NA,NA,NA,NA,highSchool
faYzLxN4fYDihLiSp,2021-07-02T17:16:31Z,35,Male,English,TRUE,NA,NA,NA,NA,NA,bachelor
Bfdr3Nye34WeYuodA,2021-07-02T17:16:56Z,26,Female,English,TRUE,NA,NA,NA,NA,NA,someCollege
Bfdr3Nye34WeYuodA,2021-07-02T17:17:28Z,42,female,English,TRUE,NA,NA,NA,NA,NA,bachelor
Bfdr3Nye34WeYuodA,2021-07-02T17:17:39Z,28,female,english,TRUE,NA,NA,NA,NA,NA,bachelor
x8qovfKBgsRQ5Shbf,2021-07-02T17:19:31Z,44,Male,English,TRUE,NA,NA,NA,NA,NA,bachelor
x8qovfKBgsRQ5Shbf,2021-07-02T17:19:47Z,51,Female,English,TRUE,NA,NA,NA,NA,NA,someCollege
x8qovfKBgsRQ5Shbf,2021-07-02T17:20:18Z,27,female,English,TRUE,FALSE,NA,NA,NA,NA,highSchool
yZRc7n9CNAk5Fu64B,2021-07-02T17:25:17Z,37,m,eng,TRUE,NA,NA,NA,NA,NA,bachelor
yZRc7n9CNAk5Fu64B,2021-07-02T17:25:23Z,32,FEMALE,english,TRUE,NA,NA,NA,NA,NA,someCollege
tktYnjcWXZA5nDn5H,2021-07-02T17:25:55Z,18,femal,english,TRUE,NA,NA,NA,NA,NA,highSchool
tktYnjcWXZA5nDn5H,2021-07-02T17:26:10Z,42,female,english,TRUE,NA,NA,NA,NA,NA,master
yZRc7n9CNAk5Fu64B,2021-07-02T17:26:22Z,27,male,English,NA,NA,TRUE,NA,NA,NA,someCollege
tktYnjcWXZA5nDn5H,2021-07-02T17:29:39Z,39,Male,English,TRUE,NA,NA,NA,NA,TRUE,bachelor
g2oSTg8tWPsLs8oez,2021-07-02T20:57:16Z,22,female,English,NA,NA,TRUE,NA,NA,NA,someCollege
g2oSTg8tWPsLs8oez,2021-07-02T20:57:17Z,42,male,english,FALSE,NA,NA,NA,NA,NA,bachelor
g2oSTg8tWPsLs8oez,2021-07-02T20:57:31Z,35,Male,English,NA,TRUE,NA,NA,NA,NA,someCollege
bX7uRAJmFEYZuB7Kn,2021-07-02T21:02:03Z,30,Male,English,TRUE,NA,NA,NA,NA,NA,someCollege
bX7uRAJmFEYZuB7Kn,2021-07-02T21:02:50Z,40,Male,English,TRUE,NA,NA,NA,NA,NA,bachelor
NbGRLF6NaB5p3vRrL,2021-07-02T21:03:21Z,39,nake,english,TRUE,NA,NA,NA,NA,NA,someCollege
NbGRLF6NaB5p3vRrL,2021-07-02T21:04:04Z,53,Male,English,TRUE,NA,NA,NA,NA,NA,master
NbGRLF6NaB5p3vRrL,2021-07-02T21:04:07Z,33,female,english,FALSE,NA,NA,NA,NA,NA,someCollege
bX7uRAJmFEYZuB7Kn,2021-07-02T21:04:25Z,26,Female,English,NA,NA,TRUE,NA,NA,NA,bachelor
fFT83z8T8Stu29BHd,2021-07-02T21:12:55Z,46,female,british,TRUE,NA,NA,NA,NA,NA,someCollege
fFT83z8T8Stu29BHd,2021-07-02T21:13:23Z,30,Male,English,TRUE,NA,NA,NA,NA,NA,someCollege
fFT83z8T8Stu29BHd,2021-07-02T21:14:03Z,59,Female,English,TRUE,NA,NA,NA,NA,NA,highSchool
FmBxZWicDppYMujb8,2021-07-02T21:15:03Z,22,female,english,TRUE,NA,NA,NA,NA,NA,bachelor
FmBxZWicDppYMujb8,2021-07-02T21:15:27Z,34,Male,English,TRUE,NA,NA,NA,NA,NA,highSchool
FmBxZWicDppYMujb8,2021-07-02T21:19:18Z,50,Female,English,TRUE,NA,NA,NA,NA,NA,highSchool
