gameId,createdAt,age,gender,language,raceWhite,raceBlack,raceAsian,raceNative,raceIslander,raceHispanic,education
iq5rfhiAyYcCuotiP,2021-06-29T15:43:21Z,21,Female,English,TRUE,NA,TRUE,NA,NA,NA,bachelor
iq5rfhiAyYcCuotiP,2021-06-29T15:43:35Z,35,Female,English,TRUE,NA,NA,NA,NA,NA,someCollege
KGzHLWpxZmZgGxzm5,2021-06-29T15:44:32Z,25,Male,Polish,TRUE,NA,NA,NA,NA,NA,highSchool
KGzHLWpxZmZgGxzm5,2021-06-29T15:44:44Z,33,Female,English,TRUE,NA,NA,NA,NA,NA,master
KGzHLWpxZmZgGxzm5,2021-06-29T15:45:41Z,39,Male,English,NA,NA,NA,NA,TRUE,NA,someCollege
iq5rfhiAyYcCuotiP,2021-06-29T15:47:07Z,44,Male,English,TRUE,NA,NA,NA,NA,NA,bachelor
66vT9mE6yqptQDdXG,2021-06-29T15:47:43Z,31,Male,English,TRUE,NA,NA,NA,NA,NA,bachelor
66vT9mE6yqptQDdXG,2021-06-29T15:47:55Z,35,Female,English,TRUE,NA,NA,NA,NA,NA,bachelor
66vT9mE6yqptQDdXG,2021-06-29T15:48:43Z,20,Male,English,NA,TRUE,NA,FALSE,NA,NA,someCollege
6o4WJuZBT3QSNRQRq,2021-06-29T15:53:14Z,25,Female,English,TRUE,NA,NA,NA,NA,NA,bachelor
6o4WJuZBT3QSNRQRq,2021-06-29T15:53:14Z,30,Male,English,TRUE,NA,NA,NA,NA,NA,someCollege
6o4WJuZBT3QSNRQRq,2021-06-29T15:54:08Z,52,Female,English,TRUE,NA,NA,NA,NA,NA,highSchool
S7SBYP8ab6RFccN9u,2021-06-29T15:55:50Z,29,Male,English,TRUE,NA,NA,NA,NA,NA,someCollege
S7SBYP8ab6RFccN9u,2021-06-29T15:55:56Z,25,Male,English,NA,NA,TRUE,NA,NA,NA,bachelor
S7SBYP8ab6RFccN9u,2021-06-29T15:59:00Z,40,male,Yoruba,NA,TRUE,NA,NA,NA,NA,bachelor
8B8kmeMWWri8xpL4k,2021-06-29T16:36:09Z,42,female,UK English,TRUE,NA,NA,NA,NA,NA,master
8B8kmeMWWri8xpL4k,2021-06-29T16:36:24Z,22,Female,English,TRUE,NA,NA,NA,NA,NA,bachelor
8B8kmeMWWri8xpL4k,2021-06-29T16:37:04Z,31,male,English,TRUE,NA,NA,NA,NA,NA,bachelor
SihDfEzMcyhNqCP46,2021-06-30T17:45:07Z,30,male,english,TRUE,NA,NA,NA,NA,NA,highSchool
SihDfEzMcyhNqCP46,2021-06-30T17:45:39Z,24,Male,English,NA,NA,TRUE,NA,NA,NA,bachelor
SihDfEzMcyhNqCP46,2021-06-30T17:46:06Z,61,male,English,TRUE,NA,NA,NA,NA,NA,someCollege
Srn7AwTSi5u2Fcxfw,2021-06-30T17:50:26Z,32,Male,NA,TRUE,NA,NA,NA,NA,NA,someCollege
Srn7AwTSi5u2Fcxfw,2021-06-30T17:52:00Z,37,Female,English,TRUE,NA,NA,NA,NA,NA,bachelor
Srn7AwTSi5u2Fcxfw,2021-06-30T17:52:02Z,49,Male,English,TRUE,NA,NA,NA,NA,NA,highSchool
RdwHWS6HrfwADiadN,2021-06-30T17:57:06Z,36,Male,English,TRUE,NA,NA,NA,NA,NA,highSchool
