roundID,index,gameId,createdAt,repNum,blockNum,trialNum,numPlayers,text,playerId,type,time,submitted
ipQdvfcJqHCtdwiZQ,0,TkAYES9iNiAnFtJFM,2021-08-20T19:01:56Z,0,0,0,3,NA,h3BnPjtKpH25c4rJJ,selectionAlert,1629486121.981,FALSE
ipQdvfcJqHCtdwiZQ,0,TkAYES9iNiAnFtJFM,2021-08-20T19:01:56Z,0,0,0,3,NA,GnFQtx3d8goxbppug,selectionAlert,1629486125.087,FALSE
ipQdvfcJqHCtdwiZQ,0,TkAYES9iNiAnFtJFM,2021-08-20T19:01:56Z,0,0,0,3,NA,DcFGZXX2uqjnZ2g8i,selectionAlert,1629486131.871,FALSE
a6oeYewcDC3DnvdTG,1,TkAYES9iNiAnFtJFM,2021-08-20T19:01:56Z,1,0,1,3,NA,GnFQtx3d8goxbppug,selectionAlert,1629486140.107,FALSE
a6oeYewcDC3DnvdTG,1,TkAYES9iNiAnFtJFM,2021-08-20T19:01:56Z,1,0,1,3,NA,DcFGZXX2uqjnZ2g8i,selectionAlert,1629486142.492,FALSE
a6oeYewcDC3DnvdTG,1,TkAYES9iNiAnFtJFM,2021-08-20T19:01:56Z,1,0,1,3,NA,h3BnPjtKpH25c4rJJ,selectionAlert,1629486143.188,FALSE
KDNDjGeugvHyuq7ff,2,TkAYES9iNiAnFtJFM,2021-08-20T19:01:56Z,2,0,2,3,NA,h3BnPjtKpH25c4rJJ,selectionAlert,1629486151.75,FALSE
KDNDjGeugvHyuq7ff,2,TkAYES9iNiAnFtJFM,2021-08-20T19:01:56Z,2,0,2,3,NA,GnFQtx3d8goxbppug,selectionAlert,1629486151.491,FALSE
KDNDjGeugvHyuq7ff,2,TkAYES9iNiAnFtJFM,2021-08-20T19:01:56Z,2,0,2,3,NA,DcFGZXX2uqjnZ2g8i,selectionAlert,1629486151.848,FALSE
vj2oRy6LXGncvLpSn,3,TkAYES9iNiAnFtJFM,2021-08-20T19:01:56Z,3,0,3,3,NA,h3BnPjtKpH25c4rJJ,selectionAlert,1629486159.867,FALSE
vj2oRy6LXGncvLpSn,3,TkAYES9iNiAnFtJFM,2021-08-20T19:01:56Z,3,0,3,3,NA,DcFGZXX2uqjnZ2g8i,selectionAlert,1629486160.403,FALSE
vj2oRy6LXGncvLpSn,3,TkAYES9iNiAnFtJFM,2021-08-20T19:01:56Z,3,0,3,3,NA,GnFQtx3d8goxbppug,selectionAlert,1629486160.933,FALSE
tpJJZL5zYq6XwfcHL,4,TkAYES9iNiAnFtJFM,2021-08-20T19:01:56Z,4,0,4,3,NA,h3BnPjtKpH25c4rJJ,selectionAlert,1629486169.632,FALSE
tpJJZL5zYq6XwfcHL,4,TkAYES9iNiAnFtJFM,2021-08-20T19:01:56Z,4,0,4,3,NA,DcFGZXX2uqjnZ2g8i,selectionAlert,1629486169.559,FALSE
tpJJZL5zYq6XwfcHL,4,TkAYES9iNiAnFtJFM,2021-08-20T19:01:56Z,4,0,4,3,NA,GnFQtx3d8goxbppug,selectionAlert,1629486171.056,FALSE
DisF8YJpwfEp96pHE,5,TkAYES9iNiAnFtJFM,2021-08-20T19:01:56Z,5,0,5,3,NA,h3BnPjtKpH25c4rJJ,selectionAlert,1629486179.904,FALSE
DisF8YJpwfEp96pHE,5,TkAYES9iNiAnFtJFM,2021-08-20T19:01:56Z,5,0,5,3,NA,DcFGZXX2uqjnZ2g8i,selectionAlert,1629486180.027,FALSE
DisF8YJpwfEp96pHE,5,TkAYES9iNiAnFtJFM,2021-08-20T19:01:56Z,5,0,5,3,NA,GnFQtx3d8goxbppug,selectionAlert,1629486180.421,FALSE
fT5xj8gP2h3kjRN3q,6,TkAYES9iNiAnFtJFM,2021-08-20T19:01:56Z,0,1,6,3,NA,DcFGZXX2uqjnZ2g8i,selectionAlert,1629486187.973,FALSE
fT5xj8gP2h3kjRN3q,6,TkAYES9iNiAnFtJFM,2021-08-20T19:01:56Z,0,1,6,3,NA,h3BnPjtKpH25c4rJJ,selectionAlert,1629486188.786,FALSE
fT5xj8gP2h3kjRN3q,6,TkAYES9iNiAnFtJFM,2021-08-20T19:01:56Z,0,1,6,3,NA,GnFQtx3d8goxbppug,selectionAlert,1629486190.729,FALSE
YLfNsX46ZipD94Lga,7,TkAYES9iNiAnFtJFM,2021-08-20T19:01:56Z,1,1,7,3,NA,DcFGZXX2uqjnZ2g8i,selectionAlert,1629486198.757,FALSE
YLfNsX46ZipD94Lga,7,TkAYES9iNiAnFtJFM,2021-08-20T19:01:56Z,1,1,7,3,NA,h3BnPjtKpH25c4rJJ,selectionAlert,1629486200.465,FALSE
YLfNsX46ZipD94Lga,7,TkAYES9iNiAnFtJFM,2021-08-20T19:01:56Z,1,1,7,3,NA,GnFQtx3d8goxbppug,selectionAlert,1629486202.175,FALSE
