_id,name,timeoutType,timeoutInSeconds,timeoutStrategy,timeoutBots,extendCount,createdAt,archivedAt
HDHtPfs2ocQZ5bRDq,,lobby,300,fail,,,2021-04-07T01:08:22Z,
