playerId,gameId,createdAt,age,gender,language,raceWhite,raceBlack,raceAsian,raceNative,raceIslander,raceHispanic,education
ajXrM4MRpEmaP8h5S,KiTSXqszi96DogyRN,2021-08-19T19:14:27Z,25,Female,English,TRUE,NA,NA,NA,NA,NA,bachelor
DE8LiqDxXyMDTs3K7,KiTSXqszi96DogyRN,2021-08-19T19:14:34Z,21,Female,English,TRUE,NA,NA,NA,NA,NA,someCollege
HETvsnvE6HKdv5mER,KiTSXqszi96DogyRN,2021-08-19T19:16:45Z,42,male,English,TRUE,NA,NA,NA,NA,NA,someCollege
GsXazheEWLkYZLQqv,LrRSukRse3aB9xuSM,2021-08-19T19:20:36Z,27,Female,English,TRUE,NA,NA,NA,NA,NA,bachelor
ehFS23PQxCCDHHxyf,LrRSukRse3aB9xuSM,2021-08-19T19:21:22Z,37,Female,English,TRUE,NA,NA,NA,NA,NA,master
WADiGpeAEgWDqGFda,LrRSukRse3aB9xuSM,2021-08-19T19:22:12Z,29,female,English,TRUE,NA,NA,NA,NA,NA,bachelor
7mbrv5hEFhfJjjB9e,3S6bXnp5NWyGgmBxD,2021-08-19T19:23:04Z,25,Female,English,TRUE,NA,NA,NA,NA,NA,bachelor
fqKx97dXcBN6zt8gp,3S6bXnp5NWyGgmBxD,2021-08-19T19:23:46Z,60,female,english,TRUE,NA,NA,NA,NA,NA,highSchool
Sz4iGenvGrCK8kEtT,Rq47E8uzWFKm4CBPJ,2021-08-19T19:25:48Z,19,female,English,TRUE,NA,NA,NA,NA,NA,someCollege
uxoyB5wDdjQuWKiq3,gPR99kfXeccf8PeGF,2021-08-19T19:25:50Z,33,Male,English,TRUE,NA,NA,NA,NA,NA,bachelor
ab6Htv2wyBH9h4u9G,gPR99kfXeccf8PeGF,2021-08-19T19:26:18Z,21,female,english,TRUE,NA,NA,NA,NA,NA,someCollege
EZhiHuDJHXZoSLhDe,3S6bXnp5NWyGgmBxD,2021-08-19T19:26:19Z,30,Female,English,TRUE,NA,NA,NA,NA,NA,bachelor
6tfvgNd3nKd8e8LPT,gPR99kfXeccf8PeGF,2021-08-19T19:26:35Z,27,Female,English,TRUE,NA,NA,NA,NA,NA,master
R2b3MuhDjL7XNdsbx,Rq47E8uzWFKm4CBPJ,2021-08-19T19:27:51Z,20,Male,english,TRUE,NA,NA,NA,NA,NA,lessHighSchool
9spSSdtfY5HoAAzpA,Rq47E8uzWFKm4CBPJ,2021-08-19T19:28:50Z,32,Female,English,TRUE,NA,NA,NA,NA,NA,bachelor
cGXc9yZzKxhhprpcL,7JSk79tktXw77agpS,2021-08-19T19:30:13Z,34,f,english,TRUE,NA,NA,NA,NA,NA,someCollege
MA8mGcu88T7QesRGb,NA,2021-08-19T19:30:13Z,34,Female,English,TRUE,NA,NA,NA,NA,NA,master
5zTMxxhPBMzcECJ7s,NA,2021-08-19T19:30:14Z,25,Female,English,TRUE,NA,NA,NA,NA,NA,bachelor
78C7NB5i8EqKfRZpD,NA,2021-08-19T19:30:23Z,31,Male,English,TRUE,NA,NA,NA,NA,NA,master
4B6Jh337dmfKfHQad,NA,2021-08-19T19:30:29Z,34,female,english,TRUE,NA,NA,NA,NA,NA,someCollege
a9uEd3jBBrfdy8Ecy,NA,2021-08-19T19:30:53Z,29,Male,English,NA,TRUE,NA,NA,NA,NA,highSchool
XyoaZD2sgvPot8BT9,7JSk79tktXw77agpS,2021-08-19T19:31:37Z,22,female,english,TRUE,NA,NA,NA,NA,NA,bachelor
Hfg3rsfN9JC4LoySh,LmhxB2Dp9tRd9dujK,2021-08-19T19:32:22Z,23,Female,English,TRUE,NA,NA,NA,NA,NA,master
2yjpexnFBBfEDFJ3y,LmhxB2Dp9tRd9dujK,2021-08-19T19:33:13Z,NA,NA,Englis,TRUE,NA,NA,NA,NA,TRUE,highSchool
LLD4Kq4pp6qMYpkhK,NA,2021-08-19T19:33:47Z,24,Male,English,TRUE,NA,NA,NA,NA,NA,bachelor
5mMzhKiwfTuooEoMa,LmhxB2Dp9tRd9dujK,2021-08-19T19:33:49Z,58,Female,English,TRUE,NA,NA,NA,NA,NA,bachelor
gdE8d8jXh7DSEeNnd,XjkgbtJsRqw72Efv8,2021-08-19T19:33:51Z,56,female,English,TRUE,NA,NA,NA,NA,NA,someCollege
XewWJxxCdCLzyRgWG,7JSk79tktXw77agpS,2021-08-19T19:34:00Z,28,male,English,TRUE,NA,NA,NA,NA,NA,someCollege
