playerId,bot,readyAt,timeoutStartedAt,timeoutWaitCount,exitStepsDone,exitAt,exitStatus,exitReason,retiredAt,retiredReason,createdAt,nParticipants,imageCount,pictures,timeAmount,timeOut,knowledge,collision,selection,name,avatar,nameColor,bonus,flower_labels,flowers,otherflowers,otherflower_labels,p1,p2,rawScore,imageOrder,exitTimeoutId,exited
3sGEPvgqksWm4ZooS,NA,NA,NA,NA,NA,2021-08-19T19:29:02Z,gameFull,NA,NA,NA,2021-08-19T19:01:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47p4qpDcFCne62YZJ,NA,NA,NA,NA,NA,2021-08-19T19:29:02Z,gameFull,NA,NA,NA,2021-08-19T19:02:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WADiGpeAEgWDqGFda,NA,2021-08-19T19:07:45Z,2021-08-19T19:07:45Z,1,"instructions,owncolortest,othercolortest,ExitSurvey",2021-08-19T19:18:04Z,finished,NA,NA,NA,2021-08-19T19:03:50Z,3,6,different,3,0,everyplayersomeflower,clover,E,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.555,"{""purple_1"":""Pink fading to purple"",""purple_2"":""big double"",""purple_3"":""frilly"",""purple_4"":""frilly/fuzzy"",""purple_5"":""triple with dark purple"",""purple_6"":""small double"",""purple_7"":""multiple small flowers"",""purple_8"":""I tried to avoid this flower - i would say \""see through petals\"""",""purple_9"":""speckled"",""purple_10"":""My team members referred to this one as \""tall\"""",""purple_11"":""I said yellow smaller flowers"",""purple_12"":""whilted""}","{""label"":""purple_8"",""location"":""/experiment/purple_similar/image_05639.jpg""},{""label"":""purple_10"",""location"":""/experiment/purple_similar/image_07320.jpg""},{""label"":""purple_11"",""location"":""/experiment/purple_similar/image_07517.jpg""},{""label"":""purple_5"",""location"":""/experiment/purple_similar/image_04335.jpg""},{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg""},{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg""},{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg""},{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg""},{""label"":""purple_3"",""location"":""/experiment/purple_similar/image_03085.jpg""},{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg""},{""label"":""purple_9"",""location"":""/experiment/purple_similar/image_06714.jpg""},{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg""}","{""label"":""yellow_12"",""location"":""/experiment/yellow_similar/image_06676.jpg""},{""label"":""yellow_9"",""location"":""/experiment/yellow_similar/image_05700.jpg""},{""label"":""yellow_7"",""location"":""/experiment/yellow_similar/image_04667.jpg""},{""label"":""yellow_2"",""location"":""/experiment/yellow_similar/image_01753.jpg""}","{""yellow_12"":""visible pollen"",""yellow_9"":""big cenger"",""yellow_7"":""daisy-esque"",""yellow_2"":""red center""}",Repi,Laju,5.333333333333334,"purple_12,purple_5,purple_3,purple_6,purple_2,purple_11",NA,NA
Sz4iGenvGrCK8kEtT,NA,2021-08-19T19:09:17Z,2021-08-19T19:09:17Z,1,"instructions,owncolortest,othercolortest,ExitSurvey",2021-08-19T19:23:24Z,finished,NA,NA,NA,2021-08-19T19:03:51Z,3,6,different,3,0,everyplayersomeflower,clover,E,Laju,/avatars/jdenticon/Katherine,#3D45B7,3.0949999999999998,"{""yellow_1"":""orange tips"",""yellow_2"":""red center"",""yellow_3"":""brown center"",""yellow_4"":""cluster"",""yellow_5"":""three flowers"",""yellow_6"":""orange spotted center"",""yellow_7"":""exposed stem"",""yellow_8"":""four flowers"",""yellow_9"":""daffodil"",""yellow_10"":""dandelion"",""yellow_11"":""droopy"",""yellow_12"":""seeds in middle""}","{""label"":""yellow_2"",""location"":""/experiment/yellow_similar/image_01753.jpg""},{""label"":""yellow_12"",""location"":""/experiment/yellow_similar/image_06676.jpg""},{""label"":""yellow_5"",""location"":""/experiment/yellow_similar/image_04078.jpg""},{""label"":""yellow_6"",""location"":""/experiment/yellow_similar/image_04425.jpg""},{""label"":""yellow_1"",""location"":""/experiment/yellow_similar/image_01220.jpg""},{""label"":""yellow_4"",""location"":""/experiment/yellow_similar/image_03709.jpg""},{""label"":""yellow_7"",""location"":""/experiment/yellow_similar/image_04667.jpg""},{""label"":""yellow_3"",""location"":""/experiment/yellow_similar/image_02295.jpg""},{""label"":""yellow_9"",""location"":""/experiment/yellow_similar/image_05700.jpg""},{""label"":""yellow_10"",""location"":""/experiment/yellow_similar/image_06298.jpg""},{""label"":""yellow_8"",""location"":""/experiment/yellow_similar/image_04982.jpg""},{""label"":""yellow_11"",""location"":""/experiment/yellow_similar/image_06354.jpg""}","{""label"":""white_12"",""location"":""/experiment/white_similar/image_08131.jpg""},{""label"":""white_2"",""location"":""/experiment/white_similar/image_01448.jpg""},{""label"":""white_3"",""location"":""/experiment/white_similar/image_03139.jpg""},{""label"":""white_1"",""location"":""/experiment/white_similar/image_00006.jpg""}","{""white_12"":""four petals"",""white_2"":""two flowers"",""white_3"":""vine"",""white_1"":""purple center""}",Repi,Minu,8.333333333333334,"yellow_12,yellow_8,yellow_7,yellow_6,yellow_5,yellow_9",NA,NA
HETvsnvE6HKdv5mER,NA,2021-08-19T19:11:57Z,2021-08-19T19:11:57Z,1,"Sorry,ExitSurvey",2021-08-19T19:12:16Z,custom,It looks like one of your partners disconnected before you could finish the experiment!,NA,NA,2021-08-19T19:03:53Z,3,6,different,3,0,everyplayersomeflower,clover,E,Minu,/avatars/jdenticon/Alaina,#7ACC66,0,"{""white_1"":"""",""white_2"":"""",""white_3"":"""",""white_4"":"""",""white_5"":"""",""white_6"":"""",""white_7"":"""",""white_8"":"""",""white_9"":"""",""white_10"":"""",""white_11"":"""",""white_12"":""""}","{""label"":""white_10"",""location"":""/experiment/white_similar/image_07057.jpg""},{""label"":""white_2"",""location"":""/experiment/white_similar/image_01448.jpg""},{""label"":""white_1"",""location"":""/experiment/white_similar/image_00006.jpg""},{""label"":""white_3"",""location"":""/experiment/white_similar/image_03139.jpg""},{""label"":""white_8"",""location"":""/experiment/white_similar/image_05846.jpg""},{""label"":""white_9"",""location"":""/experiment/white_similar/image_06003.jpg""},{""label"":""white_4"",""location"":""/experiment/white_similar/image_03710.jpg""},{""label"":""white_11"",""location"":""/experiment/white_similar/image_07463.jpg""},{""label"":""white_12"",""location"":""/experiment/white_similar/image_08131.jpg""},{""label"":""white_7"",""location"":""/experiment/white_similar/image_05493.jpg""},{""label"":""white_6"",""location"":""/experiment/white_similar/image_05280.jpg""},{""label"":""white_5"",""location"":""/experiment/white_similar/image_04849.jpg""}","{""label"":""yellow_6"",""location"":""/experiment/yellow_similar/image_04425.jpg""},{""label"":""yellow_1"",""location"":""/experiment/yellow_similar/image_01220.jpg""},{""label"":""yellow_5"",""location"":""/experiment/yellow_similar/image_04078.jpg""},{""label"":""yellow_9"",""location"":""/experiment/yellow_similar/image_05700.jpg""}","{""yellow_6"":"""",""yellow_1"":"""",""yellow_5"":"""",""yellow_9"":""""}",Repi,Laju,NA,"white_6,white_4,white_1,white_2,white_10,white_5",14892,TRUE
uxoyB5wDdjQuWKiq3,NA,2021-08-19T19:07:11Z,2021-08-19T19:07:11Z,1,"Sorry,ExitSurvey",2021-08-19T19:25:00Z,custom,It looks like one of your partners disconnected before you could finish the experiment!,NA,NA,2021-08-19T19:03:55Z,3,6,different,3,0,everyplayersomeflower,clover,E,Laju,/avatars/jdenticon/Katherine,#3D45B7,2.2650000000000006,"{""purple_1"":"""",""purple_2"":"""",""purple_3"":"""",""purple_4"":"""",""purple_5"":"""",""purple_6"":"""",""purple_7"":"""",""purple_8"":"""",""purple_9"":"""",""purple_10"":"""",""purple_11"":"""",""purple_12"":""""}","{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg""},{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg""},{""label"":""purple_3"",""location"":""/experiment/purple_similar/image_03085.jpg""},{""label"":""purple_5"",""location"":""/experiment/purple_similar/image_04335.jpg""},{""label"":""purple_8"",""location"":""/experiment/purple_similar/image_05639.jpg""},{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg""},{""label"":""purple_9"",""location"":""/experiment/purple_similar/image_06714.jpg""},{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg""},{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg""},{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg""},{""label"":""purple_10"",""location"":""/experiment/purple_similar/image_07320.jpg""},{""label"":""purple_11"",""location"":""/experiment/purple_similar/image_07517.jpg""}","{""label"":""white_3"",""location"":""/experiment/white_similar/image_03139.jpg""},{""label"":""white_9"",""location"":""/experiment/white_similar/image_06003.jpg""},{""label"":""white_7"",""location"":""/experiment/white_similar/image_05493.jpg""},{""label"":""white_5"",""location"":""/experiment/white_similar/image_04849.jpg""}","{""white_3"":"""",""white_9"":"""",""white_7"":"""",""white_5"":""""}",Repi,Minu,9,"purple_4,purple_7,purple_10,purple_3,purple_6,purple_11",17631,TRUE
ajXrM4MRpEmaP8h5S,NA,2021-08-19T19:12:01Z,2021-08-19T19:12:01Z,1,"Sorry,ExitSurvey",2021-08-19T19:12:16Z,custom,It looks like one of your partners disconnected before you could finish the experiment!,NA,NA,2021-08-19T19:03:55Z,3,6,different,3,0,everyplayersomeflower,clover,E,Laju,/avatars/jdenticon/Katherine,#3D45B7,0,"{""white_1"":"""",""white_2"":"""",""white_3"":"""",""white_4"":"""",""white_5"":"""",""white_6"":"""",""white_7"":"""",""white_8"":"""",""white_9"":"""",""white_10"":"""",""white_11"":"""",""white_12"":""""}","{""label"":""white_1"",""location"":""/experiment/white_similar/image_00006.jpg""},{""label"":""white_2"",""location"":""/experiment/white_similar/image_01448.jpg""},{""label"":""white_12"",""location"":""/experiment/white_similar/image_08131.jpg""},{""label"":""white_5"",""location"":""/experiment/white_similar/image_04849.jpg""},{""label"":""white_8"",""location"":""/experiment/white_similar/image_05846.jpg""},{""label"":""white_9"",""location"":""/experiment/white_similar/image_06003.jpg""},{""label"":""white_4"",""location"":""/experiment/white_similar/image_03710.jpg""},{""label"":""white_10"",""location"":""/experiment/white_similar/image_07057.jpg""},{""label"":""white_7"",""location"":""/experiment/white_similar/image_05493.jpg""},{""label"":""white_3"",""location"":""/experiment/white_similar/image_03139.jpg""},{""label"":""white_6"",""location"":""/experiment/white_similar/image_05280.jpg""},{""label"":""white_11"",""location"":""/experiment/white_similar/image_07463.jpg""}","{""label"":""yellow_11"",""location"":""/experiment/yellow_similar/image_06354.jpg""},{""label"":""yellow_9"",""location"":""/experiment/yellow_similar/image_05700.jpg""},{""label"":""yellow_5"",""location"":""/experiment/yellow_similar/image_04078.jpg""},{""label"":""yellow_1"",""location"":""/experiment/yellow_similar/image_01220.jpg""}","{""yellow_11"":"""",""yellow_9"":"""",""yellow_5"":"""",""yellow_1"":""""}",Repi,Minu,NA,"white_5,white_1,white_6,white_4,white_10,white_2",9171,TRUE
3oP3ry5WPXEWtjziv,NA,2021-08-19T19:11:49Z,2021-08-19T19:11:49Z,1,"instructions,owncolortest,othercolortest,ExitSurvey",2021-08-19T19:30:04Z,finished,NA,NA,NA,2021-08-19T19:03:56Z,3,6,different,3,0,everyplayersomeflower,clover,E,Repi,/avatars/jdenticon/Samuel,#8138A8,2.7450000000000006,"{""yellow_1"":""orange tips"",""yellow_2"":""orange centre"",""yellow_3"":""sunflower"",""yellow_4"":""8 flowers"",""yellow_5"":""3 dandelions"",""yellow_6"":""orange specks"",""yellow_7"":""buttercup 8 petals"",""yellow_8"":""4 flowers"",""yellow_9"":""2 daffodils"",""yellow_10"":""single dandelion"",""yellow_11"":""wilted"",""yellow_12"":""big one droopy petals""}","{""label"":""yellow_3"",""location"":""/experiment/yellow_similar/image_02295.jpg""},{""label"":""yellow_9"",""location"":""/experiment/yellow_similar/image_05700.jpg""},{""label"":""yellow_2"",""location"":""/experiment/yellow_similar/image_01753.jpg""},{""label"":""yellow_12"",""location"":""/experiment/yellow_similar/image_06676.jpg""},{""label"":""yellow_7"",""location"":""/experiment/yellow_similar/image_04667.jpg""},{""label"":""yellow_1"",""location"":""/experiment/yellow_similar/image_01220.jpg""},{""label"":""yellow_11"",""location"":""/experiment/yellow_similar/image_06354.jpg""},{""label"":""yellow_6"",""location"":""/experiment/yellow_similar/image_04425.jpg""},{""label"":""yellow_10"",""location"":""/experiment/yellow_similar/image_06298.jpg""},{""label"":""yellow_8"",""location"":""/experiment/yellow_similar/image_04982.jpg""},{""label"":""yellow_5"",""location"":""/experiment/yellow_similar/image_04078.jpg""},{""label"":""yellow_4"",""location"":""/experiment/yellow_similar/image_03709.jpg""}","{""label"":""red_8"",""location"":""/experiment/red_similar/image_06490.jpg""},{""label"":""red_6"",""location"":""/experiment/red_similar/image_03162.jpg""},{""label"":""red_11"",""location"":""/experiment/red_similar/image_07641.jpg""},{""label"":""red_4"",""location"":""/experiment/red_similar/image_02269.jpg""}","{""red_8"":""image hasn't loaded"",""red_6"":""image hasn't loaded"",""red_11"":""image hasn't loaded"",""red_4"":""image hasn't loaded""}",Minu,Laju,9.666666666666668,"yellow_9,yellow_12,yellow_1,yellow_11,yellow_5,yellow_6",NA,NA
wtSBhqBLz3ijnMjLj,NA,2021-08-19T19:08:12Z,2021-08-19T19:08:12Z,1,"instructions,owncolortest,othercolortest,ExitSurvey",2021-08-19T19:37:37Z,finished,NA,NA,NA,2021-08-19T19:03:56Z,3,6,different,3,0,everyplayersomeflower,clover,E,Laju,/avatars/jdenticon/Katherine,#3D45B7,3.02,"{""yellow_1"":""Flower with orange tips"",""yellow_2"":""Flower with red middle/red centre"",""yellow_3"":""Sunflower"",""yellow_4"":""Bundle of flowers/group of flowers"",""yellow_5"":""The 3 small flowers"",""yellow_6"":""Flower with faint orange middle"",""yellow_7"":""Flower with 7 petals"",""yellow_8"":""4 balls/4 circles"",""yellow_9"":""Flower with spike in the middle"",""yellow_10"":""Dandelion"",""yellow_11"":""Floppy flower"",""yellow_12"":""Flower with \""weird middle\""""}","{""label"":""yellow_3"",""location"":""/experiment/yellow_similar/image_02295.jpg""},{""label"":""yellow_2"",""location"":""/experiment/yellow_similar/image_01753.jpg""},{""label"":""yellow_12"",""location"":""/experiment/yellow_similar/image_06676.jpg""},{""label"":""yellow_4"",""location"":""/experiment/yellow_similar/image_03709.jpg""},{""label"":""yellow_9"",""location"":""/experiment/yellow_similar/image_05700.jpg""},{""label"":""yellow_8"",""location"":""/experiment/yellow_similar/image_04982.jpg""},{""label"":""yellow_5"",""location"":""/experiment/yellow_similar/image_04078.jpg""},{""label"":""yellow_6"",""location"":""/experiment/yellow_similar/image_04425.jpg""},{""label"":""yellow_1"",""location"":""/experiment/yellow_similar/image_01220.jpg""},{""label"":""yellow_11"",""location"":""/experiment/yellow_similar/image_06354.jpg""},{""label"":""yellow_7"",""location"":""/experiment/yellow_similar/image_04667.jpg""},{""label"":""yellow_10"",""location"":""/experiment/yellow_similar/image_06298.jpg""}","{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg""},{""label"":""purple_11"",""location"":""/experiment/purple_similar/image_07517.jpg""},{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg""},{""label"":""purple_10"",""location"":""/experiment/purple_similar/image_07320.jpg""}","{""purple_7"":""Flower that looks like it has rice in the middle"",""purple_11"":""Leaf looking flower"",""purple_1"":""Upwards pointing petals with purple base"",""purple_10"":""Foxglove or flower that has multiple holes""}",Repi,Minu,9.333333333333334,"yellow_11,yellow_4,yellow_6,yellow_5,yellow_10,yellow_8",NA,NA
Xb5rMN2cFgGjbxf7u,NA,2021-08-19T19:11:08Z,2021-08-19T19:11:08Z,1,"instructions,owncolortest,othercolortest,ExitSurvey",2021-08-19T19:30:04Z,finished,NA,NA,NA,2021-08-19T19:03:56Z,3,6,different,3,0,everyplayersomeflower,clover,E,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.7450000000000006,"{""yellow_1"":""bright orange tips"",""yellow_2"":""Single flower with bright orange centre"",""yellow_3"":""sunflower"",""yellow_4"":""cluster of 8 flowers"",""yellow_5"":""3 flowers in one image"",""yellow_6"":""orange speckled centre"",""yellow_7"":""sbuttercup full bloom"",""yellow_8"":""4 flowers, chrysanths"",""yellow_9"":""2 daffodils"",""yellow_10"":""full bloom dandelion"",""yellow_11"":""wilted flower"",""yellow_12"":""single full bloom flower""}","{""label"":""yellow_2"",""location"":""/experiment/yellow_similar/image_01753.jpg""},{""label"":""yellow_9"",""location"":""/experiment/yellow_similar/image_05700.jpg""},{""label"":""yellow_6"",""location"":""/experiment/yellow_similar/image_04425.jpg""},{""label"":""yellow_8"",""location"":""/experiment/yellow_similar/image_04982.jpg""},{""label"":""yellow_7"",""location"":""/experiment/yellow_similar/image_04667.jpg""},{""label"":""yellow_1"",""location"":""/experiment/yellow_similar/image_01220.jpg""},{""label"":""yellow_11"",""location"":""/experiment/yellow_similar/image_06354.jpg""},{""label"":""yellow_10"",""location"":""/experiment/yellow_similar/image_06298.jpg""},{""label"":""yellow_5"",""location"":""/experiment/yellow_similar/image_04078.jpg""},{""label"":""yellow_12"",""location"":""/experiment/yellow_similar/image_06676.jpg""},{""label"":""yellow_4"",""location"":""/experiment/yellow_similar/image_03709.jpg""},{""label"":""yellow_3"",""location"":""/experiment/yellow_similar/image_02295.jpg""}","{""label"":""red_11"",""location"":""/experiment/red_similar/image_07641.jpg""},{""label"":""red_7"",""location"":""/experiment/red_similar/image_04769.jpg""},{""label"":""red_2"",""location"":""/experiment/red_similar/image_01583.jpg""},{""label"":""red_8"",""location"":""/experiment/red_similar/image_06490.jpg""}","{""red_11"":""1full red flower and 2 hidden "",""red_7"":""6 flowers"",""red_2"":""large petals, Xmas plant flower"",""red_8"":""3 poppies""}",Repi,Laju,9.666666666666668,"yellow_6,yellow_12,yellow_9,yellow_1,yellow_11,yellow_5",NA,NA
