alignment,ba,bna,category,dnmalignment,nba,nbna,replierId,speakerId
0.4418327522790393,1,0,with,0.05952380952380952,6,5,XewWJxxCdCLzyRgWG,cGXc9yZzKxhhprpcL
0.4054651081081644,0,1,ye,-0.08333333333333333,2,9,XewWJxxCdCLzyRgWG,cGXc9yZzKxhhprpcL
1.466337068793427,0,0,you,0.0,1,11,XewWJxxCdCLzyRgWG,cGXc9yZzKxhhprpcL
0.5108256237659907,4,1,a,0.16666666666666663,0,1,XyoaZD2sgvPot8BT9,XewWJxxCdCLzyRgWG
0.8472978603872037,0,0,again,0.0,1,5,XyoaZD2sgvPot8BT9,XewWJxxCdCLzyRgWG
0.8472978603872037,0,0,am,0.0,1,5,XyoaZD2sgvPot8BT9,XewWJxxCdCLzyRgWG
0.15415067982725827,0,1,back,-0.16666666666666666,1,4,XyoaZD2sgvPot8BT9,XewWJxxCdCLzyRgWG
0.15415067982725827,0,1,be,-0.16666666666666666,1,4,XyoaZD2sgvPot8BT9,XewWJxxCdCLzyRgWG
0.5108256237659907,4,1,er,0.16666666666666663,0,1,XyoaZD2sgvPot8BT9,XewWJxxCdCLzyRgWG
0.2513144282809061,5,1,i,0.0,0,0,XyoaZD2sgvPot8BT9,XewWJxxCdCLzyRgWG
0.0,2,2,in,0.0,1,1,XyoaZD2sgvPot8BT9,XewWJxxCdCLzyRgWG
0.8472978603872037,0,0,lot,0.0,1,5,XyoaZD2sgvPot8BT9,XewWJxxCdCLzyRgWG
0.8472978603872037,0,0,lots,0.0,1,5,XyoaZD2sgvPot8BT9,XewWJxxCdCLzyRgWG
0.8472978603872037,0,0,me,0.0,1,5,XyoaZD2sgvPot8BT9,XewWJxxCdCLzyRgWG
0.8472978603872037,0,0,near,0.0,1,5,XyoaZD2sgvPot8BT9,XewWJxxCdCLzyRgWG
0.8472978603872037,0,0,nearly,0.0,1,5,XyoaZD2sgvPot8BT9,XewWJxxCdCLzyRgWG
0.15415067982725827,0,1,of,-0.16666666666666666,1,4,XyoaZD2sgvPot8BT9,XewWJxxCdCLzyRgWG
0.15415067982725827,0,1,ok,-0.16666666666666666,1,4,XyoaZD2sgvPot8BT9,XewWJxxCdCLzyRgWG
0.0,1,1,on,0.0,2,2,XyoaZD2sgvPot8BT9,XewWJxxCdCLzyRgWG
0.0,1,1,one,0.0,2,2,XyoaZD2sgvPot8BT9,XewWJxxCdCLzyRgWG
0.8472978603872037,0,0,same,0.0,1,5,XyoaZD2sgvPot8BT9,XewWJxxCdCLzyRgWG
0.2513144282809061,5,1,the,0.0,0,0,XyoaZD2sgvPot8BT9,XewWJxxCdCLzyRgWG
0.4054651081081644,0,0,three,0.0,2,4,XyoaZD2sgvPot8BT9,XewWJxxCdCLzyRgWG
0.287682072451781,3,2,we,0.16666666666666663,0,1,XyoaZD2sgvPot8BT9,XewWJxxCdCLzyRgWG
0.14310084364067333,8,2,a,0.012987012987012991,3,1,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
0.9162907318741549,0,1,again,-0.07142857142857142,1,12,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
1.6094379124341003,0,0,agree,0.0,1,13,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
1.2527629684953683,0,0,all,0.0,2,12,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
0.5108256237659905,0,2,am,-0.14285714285714285,1,11,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
1.3862943611198906,3,1,an,0.4642857142857143,1,9,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
0.9162907318741549,0,1,and,-0.07142857142857142,1,12,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
1.2527629684953683,0,0,are,0.0,2,12,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
1.6582280766035327,2,1,as,0.7857142857142857,0,11,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
0.6931471805599454,0,0,at,0.0,4,10,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
0.5596157879354229,0,1,back,-0.07142857142857142,2,11,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
1.9459101490553135,1,0,be,0.4285714285714286,1,12,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
1.6094379124341003,0,0,before,0.0,1,13,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
1.6094379124341003,0,0,can,0.0,1,13,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
1.6094379124341003,0,0,did,0.0,1,13,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
1.9459101490553135,1,0,do,0.4285714285714286,1,12,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
2.3025850929940455,1,0,does,0.9285714285714286,0,13,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
1.6094379124341003,0,0,doing,0.0,1,13,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
0.22314355131420985,9,3,er,0.04285714285714293,1,1,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
1.6094379124341003,0,0,for,0.0,1,13,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
1.791759469228055,2,0,ha,0.35714285714285715,2,10,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
0.11778303565638354,8,3,he,0.014285714285714346,2,1,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
0.5596157879354229,0,1,if,-0.07142857142857142,2,11,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
0.0,3,1,in,0.01428571428571429,7,3,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
1.6094379124341003,0,0,inside,0.0,1,13,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
0.33647223662121284,6,3,it,0.1071428571428571,2,3,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
1.6094379124341003,0,0,just,0.0,1,13,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
1.2527629684953683,0,0,like,0.0,2,12,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
1.6094379124341003,0,0,lol,0.0,1,13,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
1.252762968495368,2,2,me,0.7142857142857143,0,10,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
1.6094379124341003,0,0,mine,0.0,1,13,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
1.6094379124341003,0,0,no,0.0,1,13,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
1.6094379124341003,0,0,not,0.0,1,13,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
1.6094379124341003,0,0,of,0.0,1,13,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
1.9459101490553135,1,0,ok,0.4285714285714286,1,12,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
0.2288415724288474,3,4,on,0.09999999999999998,2,5,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
1.2527629684953683,0,0,or,0.0,2,12,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
1.9459101490553135,1,0,our,0.4285714285714286,1,12,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
0.5108256237659905,0,2,same,-0.14285714285714285,1,11,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
2.3025850929940455,1,0,so,0.9285714285714286,0,13,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
2.3025850929940455,1,0,soon,0.9285714285714286,0,13,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
0.5108256237659905,0,2,ten,-0.14285714285714285,1,11,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
1.6094379124341003,0,0,than,0.0,1,13,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
0.11778303565638354,8,3,the,0.014285714285714346,2,1,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
0.5596157879354229,0,1,to,-0.07142857142857142,2,11,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
1.6094379124341003,0,0,up,0.0,1,13,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
1.2527629684953683,0,0,us,0.0,2,12,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
-0.5108256237659907,5,4,we,-0.1428571428571429,5,0,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
0.6931471805599454,0,0,what,0.0,4,10,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
-0.13353139262452252,0,3,will,-0.21428571428571427,2,9,XyoaZD2sgvPot8BT9,cGXc9yZzKxhhprpcL
