_id,bot,readyAt,timeoutStartedAt,timeoutWaitCount,exitStepsDone,exitAt,exitStatus,exitReason,retiredAt,retiredReason,createdAt,data.nParticipants,data.imageCount,data.pictures,data.timeAmount,data.timeOut,data.knowledge,data.collision,data.selection,data.name,data.avatar,data.nameColor,data.bonus,data.flower_labels,data.flowers,data.otherflowers,data.otherflower_labels,data.p1,data.p2,data.clicked,data.timeClick,data.scoreIncrement,data.clickLength,data.rawScore,data.imageOrder,data.exitTimeoutId,data.exited
3anrrcdtZ5d4PyStT,,2021-08-20T17:15:27Z,2021-08-20T17:15:27Z,1,"instructions,othercolortest,ExitSurvey",2021-08-20T17:19:58Z,finished,,,,2021-08-20T17:11:30Z,3,6,different,3,0,everyplayersomeflower,clover,D,Repi,/avatars/jdenticon/Samuel,#8138A8,2.414142,"{""yellow_1"":"""",""yellow_2"":"""",""yellow_3"":"""",""yellow_4"":"""",""yellow_5"":"""",""yellow_6"":"""",""yellow_7"":"""",""yellow_8"":"""",""yellow_9"":"""",""yellow_10"":"""",""yellow_11"":"""",""yellow_12"":""""}","{""label"":""yellow_12"",""location"":""/experiment/yellow_similar/image_06676.jpg""},{""label"":""yellow_8"",""location"":""/experiment/yellow_similar/image_04982.jpg""},{""label"":""yellow_1"",""location"":""/experiment/yellow_similar/image_01220.jpg""},{""label"":""yellow_5"",""location"":""/experiment/yellow_similar/image_04078.jpg""},{""label"":""yellow_7"",""location"":""/experiment/yellow_similar/image_04667.jpg""},{""label"":""yellow_3"",""location"":""/experiment/yellow_similar/image_02295.jpg""},{""label"":""yellow_9"",""location"":""/experiment/yellow_similar/image_05700.jpg""},{""label"":""yellow_11"",""location"":""/experiment/yellow_similar/image_06354.jpg""},{""label"":""yellow_10"",""location"":""/experiment/yellow_similar/image_06298.jpg""},{""label"":""yellow_6"",""location"":""/experiment/yellow_similar/image_04425.jpg""},{""label"":""yellow_2"",""location"":""/experiment/yellow_similar/image_01753.jpg""},{""label"":""yellow_4"",""location"":""/experiment/yellow_similar/image_03709.jpg""}","{""label"":""purple_8"",""location"":""/experiment/purple_similar/image_05639.jpg""},{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg""},{""label"":""purple_9"",""location"":""/experiment/purple_similar/image_06714.jpg""},{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg""}","{""purple_8"":""A small group of light purple flowers."",""purple_4"":""A dandelion that looks purple instead of white."",""purple_9"":""A weird looking purple flower."",""purple_1"":""An elegant looking purple flower.""}",Minu,Laju,yellow_1,2152,0.130341,1,7.666666666666667,"yellow_9,yellow_4,yellow_10,yellow_5,yellow_8,yellow_1",,
aGof5GaMDuQM25xSc,,2021-08-20T17:16:06Z,2021-08-20T17:16:06Z,1,"instructions,othercolortest,ExitSurvey",2021-08-20T17:23:00Z,finished,,,,2021-08-20T17:11:34Z,3,6,different,3,0,everyplayersomeflower,clover,E,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.017452,"{""yellow_1"":"""",""yellow_2"":"""",""yellow_3"":"""",""yellow_4"":"""",""yellow_5"":"""",""yellow_6"":"""",""yellow_7"":"""",""yellow_8"":"""",""yellow_9"":"""",""yellow_10"":"""",""yellow_11"":"""",""yellow_12"":""""}","{""label"":""yellow_11"",""location"":""/experiment/yellow_similar/image_06354.jpg""},{""label"":""yellow_10"",""location"":""/experiment/yellow_similar/image_06298.jpg""},{""label"":""yellow_8"",""location"":""/experiment/yellow_similar/image_04982.jpg""},{""label"":""yellow_2"",""location"":""/experiment/yellow_similar/image_01753.jpg""},{""label"":""yellow_9"",""location"":""/experiment/yellow_similar/image_05700.jpg""},{""label"":""yellow_3"",""location"":""/experiment/yellow_similar/image_02295.jpg""},{""label"":""yellow_1"",""location"":""/experiment/yellow_similar/image_01220.jpg""},{""label"":""yellow_12"",""location"":""/experiment/yellow_similar/image_06676.jpg""},{""label"":""yellow_4"",""location"":""/experiment/yellow_similar/image_03709.jpg""},{""label"":""yellow_6"",""location"":""/experiment/yellow_similar/image_04425.jpg""},{""label"":""yellow_5"",""location"":""/experiment/yellow_similar/image_04078.jpg""},{""label"":""yellow_7"",""location"":""/experiment/yellow_similar/image_04667.jpg""}","{""label"":""red_5"",""location"":""/experiment/red_similar/image_02561.jpg""},{""label"":""red_1"",""location"":""/experiment/red_similar/image_00757.jpg""},{""label"":""red_8"",""location"":""/experiment/red_similar/image_06490.jpg""},{""label"":""red_11"",""location"":""/experiment/red_similar/image_07641.jpg""}","{""red_5"":""A pink and red full bloomed lily"",""red_1"":""a wilted pansy looking flower"",""red_8"":""poppies or carnations"",""red_11"":""fully bloomed with pollen red flower""}",Repi,Laju,yellow_1,3285,0.051003,2,3,"yellow_6,yellow_10,yellow_1,yellow_4,yellow_12,yellow_3",,
ibLuXBkRAXPSqC7y6,,2021-08-20T17:15:17Z,2021-08-20T17:15:17Z,1,"instructions,othercolortest,ExitSurvey",2021-08-20T17:18:59Z,finished,,,,2021-08-20T17:11:37Z,3,6,different,3,0,everyplayersomeflower,clover,D,Laju,/avatars/jdenticon/Katherine,#3D45B7,2.4934799999999995,"{""red_1"":"""",""red_2"":"""",""red_3"":"""",""red_4"":"""",""red_5"":"""",""red_6"":"""",""red_7"":"""",""red_8"":"""",""red_9"":"""",""red_10"":"""",""red_11"":"""",""red_12"":""""}","{""label"":""red_7"",""location"":""/experiment/red_similar/image_04769.jpg""},{""label"":""red_4"",""location"":""/experiment/red_similar/image_02269.jpg""},{""label"":""red_11"",""location"":""/experiment/red_similar/image_07641.jpg""},{""label"":""red_10"",""location"":""/experiment/red_similar/image_06859.jpg""},{""label"":""red_5"",""location"":""/experiment/red_similar/image_02561.jpg""},{""label"":""red_1"",""location"":""/experiment/red_similar/image_00757.jpg""},{""label"":""red_9"",""location"":""/experiment/red_similar/image_06787.jpg""},{""label"":""red_8"",""location"":""/experiment/red_similar/image_06490.jpg""},{""label"":""red_2"",""location"":""/experiment/red_similar/image_01583.jpg""},{""label"":""red_12"",""location"":""/experiment/red_similar/image_07931.jpg""},{""label"":""red_3"",""location"":""/experiment/red_similar/image_01973.jpg""},{""label"":""red_6"",""location"":""/experiment/red_similar/image_03162.jpg""}","{""label"":""white_1"",""location"":""/experiment/white_similar/image_00006.jpg""},{""label"":""white_5"",""location"":""/experiment/white_similar/image_04849.jpg""},{""label"":""white_11"",""location"":""/experiment/white_similar/image_07463.jpg""},{""label"":""white_2"",""location"":""/experiment/white_similar/image_01448.jpg""}","{""white_1"":""Large white flower with purple cebtre "",""white_5"":""White with a green centre"",""white_11"":""White tubes"",""white_2"":""Frilly white""}",Repi,Minu,red_5,5422,0.068004,2,4,"red_5,red_10,red_1,red_3,red_4,red_6",,
rdy8pn4MpwgznGpRK,,2021-08-20T17:15:51Z,2021-08-20T17:15:51Z,1,"instructions,othercolortest,ExitSurvey",2021-08-20T17:23:00Z,finished,,,,2021-08-20T17:11:37Z,3,6,different,3,0,everyplayersomeflower,clover,D,Laju,/avatars/jdenticon/Katherine,#3D45B7,2.017452,"{""yellow_1"":"""",""yellow_2"":"""",""yellow_3"":"""",""yellow_4"":"""",""yellow_5"":"""",""yellow_6"":"""",""yellow_7"":"""",""yellow_8"":"""",""yellow_9"":"""",""yellow_10"":"""",""yellow_11"":"""",""yellow_12"":""""}","{""label"":""yellow_7"",""location"":""/experiment/yellow_similar/image_04667.jpg""},{""label"":""yellow_5"",""location"":""/experiment/yellow_similar/image_04078.jpg""},{""label"":""yellow_11"",""location"":""/experiment/yellow_similar/image_06354.jpg""},{""label"":""yellow_6"",""location"":""/experiment/yellow_similar/image_04425.jpg""},{""label"":""yellow_12"",""location"":""/experiment/yellow_similar/image_06676.jpg""},{""label"":""yellow_10"",""location"":""/experiment/yellow_similar/image_06298.jpg""},{""label"":""yellow_8"",""location"":""/experiment/yellow_similar/image_04982.jpg""},{""label"":""yellow_3"",""location"":""/experiment/yellow_similar/image_02295.jpg""},{""label"":""yellow_9"",""location"":""/experiment/yellow_similar/image_05700.jpg""},{""label"":""yellow_1"",""location"":""/experiment/yellow_similar/image_01220.jpg""},{""label"":""yellow_2"",""location"":""/experiment/yellow_similar/image_01753.jpg""},{""label"":""yellow_4"",""location"":""/experiment/yellow_similar/image_03709.jpg""}","{""label"":""red_9"",""location"":""/experiment/red_similar/image_06787.jpg""},{""label"":""red_6"",""location"":""/experiment/red_similar/image_03162.jpg""},{""label"":""red_11"",""location"":""/experiment/red_similar/image_07641.jpg""},{""label"":""red_8"",""location"":""/experiment/red_similar/image_06490.jpg""}","{""red_9"":""red and fire looking"",""red_6"":""pink"",""red_11"":""pink big and round"",""red_8"":""red and round""}",Repi,Minu,yellow_1,2161,0.051003,2,3,"yellow_10,yellow_1,yellow_12,yellow_3,yellow_4,yellow_6",,
68Tew82Qq7SXmNPZT,,2021-08-20T17:15:56Z,2021-08-20T17:15:56Z,1,"instructions,othercolortest,ExitSurvey",2021-08-20T17:23:00Z,finished,,,,2021-08-20T17:11:45Z,3,6,different,3,0,everyplayersomeflower,clover,D,Repi,/avatars/jdenticon/Samuel,#8138A8,2.017452,"{""yellow_1"":"""",""yellow_2"":"""",""yellow_3"":"""",""yellow_4"":"""",""yellow_5"":"""",""yellow_6"":"""",""yellow_7"":"""",""yellow_8"":"""",""yellow_9"":"""",""yellow_10"":"""",""yellow_11"":"""",""yellow_12"":""""}","{""label"":""yellow_9"",""location"":""/experiment/yellow_similar/image_05700.jpg""},{""label"":""yellow_8"",""location"":""/experiment/yellow_similar/image_04982.jpg""},{""label"":""yellow_11"",""location"":""/experiment/yellow_similar/image_06354.jpg""},{""label"":""yellow_4"",""location"":""/experiment/yellow_similar/image_03709.jpg""},{""label"":""yellow_2"",""location"":""/experiment/yellow_similar/image_01753.jpg""},{""label"":""yellow_5"",""location"":""/experiment/yellow_similar/image_04078.jpg""},{""label"":""yellow_6"",""location"":""/experiment/yellow_similar/image_04425.jpg""},{""label"":""yellow_10"",""location"":""/experiment/yellow_similar/image_06298.jpg""},{""label"":""yellow_7"",""location"":""/experiment/yellow_similar/image_04667.jpg""},{""label"":""yellow_3"",""location"":""/experiment/yellow_similar/image_02295.jpg""},{""label"":""yellow_12"",""location"":""/experiment/yellow_similar/image_06676.jpg""},{""label"":""yellow_1"",""location"":""/experiment/yellow_similar/image_01220.jpg""}","{""label"":""red_1"",""location"":""/experiment/red_similar/image_00757.jpg""},{""label"":""red_5"",""location"":""/experiment/red_similar/image_02561.jpg""},{""label"":""red_10"",""location"":""/experiment/red_similar/image_06859.jpg""},{""label"":""red_8"",""location"":""/experiment/red_similar/image_06490.jpg""}","{""red_1"":""Red little round flower with yellow under the petals"",""red_5"":""star shaped red flower with pink petals in the middle in a round shape "",""red_10"":""red spiky looking more like a bush than a flower it grows up"",""red_8"":""round red flower with black in the center""}",Minu,Laju,yellow_4,15884,0.051003,2,3,"yellow_10,yellow_3,yellow_6,yellow_1,yellow_4,yellow_12",,
rJfqdnPq2hfdwWdLL,,2021-08-20T17:16:56Z,2021-08-20T17:16:56Z,1,"instructions,othercolortest,ExitSurvey",2021-08-20T17:21:56Z,finished,,,,2021-08-20T17:11:47Z,3,6,different,3,0,everyplayersomeflower,clover,D,Laju,/avatars/jdenticon/Katherine,#3D45B7,1.938114,"{""white_1"":"""",""white_2"":"""",""white_3"":"""",""white_4"":"""",""white_5"":"""",""white_6"":"""",""white_7"":"""",""white_8"":"""",""white_9"":"""",""white_10"":"""",""white_11"":"""",""white_12"":""""}","{""label"":""white_10"",""location"":""/experiment/white_similar/image_07057.jpg""},{""label"":""white_6"",""location"":""/experiment/white_similar/image_05280.jpg""},{""label"":""white_9"",""location"":""/experiment/white_similar/image_06003.jpg""},{""label"":""white_1"",""location"":""/experiment/white_similar/image_00006.jpg""},{""label"":""white_12"",""location"":""/experiment/white_similar/image_08131.jpg""},{""label"":""white_3"",""location"":""/experiment/white_similar/image_03139.jpg""},{""label"":""white_11"",""location"":""/experiment/white_similar/image_07463.jpg""},{""label"":""white_7"",""location"":""/experiment/white_similar/image_05493.jpg""},{""label"":""white_4"",""location"":""/experiment/white_similar/image_03710.jpg""},{""label"":""white_5"",""location"":""/experiment/white_similar/image_04849.jpg""},{""label"":""white_8"",""location"":""/experiment/white_similar/image_05846.jpg""},{""label"":""white_2"",""location"":""/experiment/white_similar/image_01448.jpg""}","{""label"":""yellow_10"",""location"":""/experiment/yellow_similar/image_06298.jpg""},{""label"":""yellow_8"",""location"":""/experiment/yellow_similar/image_04982.jpg""},{""label"":""yellow_5"",""location"":""/experiment/yellow_similar/image_04078.jpg""},{""label"":""yellow_12"",""location"":""/experiment/yellow_similar/image_06676.jpg""}","{""yellow_10"":""single dandelion"",""yellow_8"":""4 flowers with a bee on left flower"",""yellow_5"":""3 yellow daisies"",""yellow_12"":""1 yellow with big petals ""}",Repi,Minu,white_2,3831,0.068004,2,4,"white_2,white_1,white_10,white_4,white_9,white_8",,
Pi9atkCehFgDr8aYN,,2021-08-20T17:17:02Z,2021-08-20T17:17:02Z,1,"instructions,othercolortest,ExitSurvey",2021-08-20T17:21:56Z,finished,,,,2021-08-20T17:11:52Z,3,6,different,3,0,everyplayersomeflower,clover,D,Repi,/avatars/jdenticon/Samuel,#8138A8,1.938114,"{""white_1"":"""",""white_2"":"""",""white_3"":"""",""white_4"":"""",""white_5"":"""",""white_6"":"""",""white_7"":"""",""white_8"":"""",""white_9"":"""",""white_10"":"""",""white_11"":"""",""white_12"":""""}","{""label"":""white_12"",""location"":""/experiment/white_similar/image_08131.jpg""},{""label"":""white_1"",""location"":""/experiment/white_similar/image_00006.jpg""},{""label"":""white_6"",""location"":""/experiment/white_similar/image_05280.jpg""},{""label"":""white_2"",""location"":""/experiment/white_similar/image_01448.jpg""},{""label"":""white_4"",""location"":""/experiment/white_similar/image_03710.jpg""},{""label"":""white_9"",""location"":""/experiment/white_similar/image_06003.jpg""},{""label"":""white_10"",""location"":""/experiment/white_similar/image_07057.jpg""},{""label"":""white_7"",""location"":""/experiment/white_similar/image_05493.jpg""},{""label"":""white_5"",""location"":""/experiment/white_similar/image_04849.jpg""},{""label"":""white_11"",""location"":""/experiment/white_similar/image_07463.jpg""},{""label"":""white_8"",""location"":""/experiment/white_similar/image_05846.jpg""},{""label"":""white_3"",""location"":""/experiment/white_similar/image_03139.jpg""}","{""label"":""yellow_2"",""location"":""/experiment/yellow_similar/image_01753.jpg""},{""label"":""yellow_4"",""location"":""/experiment/yellow_similar/image_03709.jpg""},{""label"":""yellow_12"",""location"":""/experiment/yellow_similar/image_06676.jpg""},{""label"":""yellow_11"",""location"":""/experiment/yellow_similar/image_06354.jpg""}","{""yellow_2"":""yellow flower, six petals"",""yellow_4"":""bunh of yellow flowers on stemc"",""yellow_12"":""rose looking flower, yellow"",""yellow_11"":""yellow orchid type""}",Minu,Laju,white_2,-4668,0.068004,2,4,"white_2,white_1,white_10,white_4,white_9,white_8",,
eS5mAJEzJ27pyBKeH,,,,,,2021-08-20T17:19:01Z,gameFull,,,,2021-08-20T17:12:20Z,,,,,,,,,,,,,,,,,,,,,,,,,,
Z4kfRmvwLM6cr47LT,,2021-08-20T17:18:53Z,2021-08-20T17:18:53Z,1,"Sorry,ExitSurvey",2021-08-20T17:20:42Z,custom,It looks like one of your partners disconnected before you could finish the experiment!,,,2021-08-20T17:13:22Z,3,6,different,3,0,everyplayersomeflower,clover,D,Laju,/avatars/jdenticon/Katherine,#3D45B7,0.6063689999999999,"{""white_1"":"""",""white_2"":"""",""white_3"":"""",""white_4"":"""",""white_5"":"""",""white_6"":"""",""white_7"":"""",""white_8"":"""",""white_9"":"""",""white_10"":"""",""white_11"":"""",""white_12"":""""}","{""label"":""white_6"",""location"":""/experiment/white_similar/image_05280.jpg""},{""label"":""white_11"",""location"":""/experiment/white_similar/image_07463.jpg""},{""label"":""white_7"",""location"":""/experiment/white_similar/image_05493.jpg""},{""label"":""white_1"",""location"":""/experiment/white_similar/image_00006.jpg""},{""label"":""white_5"",""location"":""/experiment/white_similar/image_04849.jpg""},{""label"":""white_9"",""location"":""/experiment/white_similar/image_06003.jpg""},{""label"":""white_10"",""location"":""/experiment/white_similar/image_07057.jpg""},{""label"":""white_8"",""location"":""/experiment/white_similar/image_05846.jpg""},{""label"":""white_12"",""location"":""/experiment/white_similar/image_08131.jpg""},{""label"":""white_2"",""location"":""/experiment/white_similar/image_01448.jpg""},{""label"":""white_3"",""location"":""/experiment/white_similar/image_03139.jpg""},{""label"":""white_4"",""location"":""/experiment/white_similar/image_03710.jpg""}","{""label"":""red_4"",""location"":""/experiment/red_similar/image_02269.jpg""},{""label"":""red_1"",""location"":""/experiment/red_similar/image_00757.jpg""},{""label"":""red_10"",""location"":""/experiment/red_similar/image_06859.jpg""},{""label"":""red_5"",""location"":""/experiment/red_similar/image_02561.jpg""}","{""red_4"":"""",""red_1"":"""",""red_10"":"""",""red_5"":""""}",Repi,Minu,white_8,3249,0.090672,2,5.333333333333333,"white_8,white_10,white_4,white_1,white_3,white_12",5994,true
DsmzPsys378ouAig3,,,,,"Sorry,ExitSurvey",2021-08-20T17:19:01Z,gameFull,,,,2021-08-20T17:14:14Z,3,6,different,3,0,everyplayersomeflower,clover,,,,,,,,,,,,,,,,,,,
JvGLovcH3Aa4yGbQQ,,,,,"Sorry,ExitSurvey",2021-08-20T17:19:01Z,gameFull,,,,2021-08-20T17:18:38Z,,,,,,,,,,,,,,,,,,,,,,,,,,
BbPxrartCRi9MsNi5,,,,,,2021-08-20T17:44:07Z,gameFull,,,,2021-08-20T17:35:04Z,,,,,,,,,,,,,,,,,,,,,,,,,,
xP8T3Xi4L7dTxcnyk,,,,,,2021-08-20T17:44:07Z,gameFull,,,,2021-08-20T17:35:32Z,3,6,different,3,0,,,,,,,,,,,,,,,,,,,,,
iuk2qFzsK3koaLZuh,,,,,,2021-08-20T17:44:07Z,gameFull,,,,2021-08-20T17:37:48Z,,,,,,,,,,,,,,,,,,,,,,,,,,
GjboTxjwCnTi4WEWM,,2021-08-20T17:41:29Z,2021-08-20T17:41:29Z,1,"instructions,othercolortest,ExitSurvey",2021-08-20T17:45:43Z,finished,,,,2021-08-20T17:37:50Z,3,6,different,3,0,everyplayersomeflower,clover,D,Laju,/avatars/jdenticon/Katherine,#3D45B7,2.6519999999999992,"{""purple_1"":"""",""purple_2"":"""",""purple_3"":"""",""purple_4"":"""",""purple_5"":"""",""purple_6"":"""",""purple_7"":"""",""purple_8"":"""",""purple_9"":"""",""purple_10"":"""",""purple_11"":"""",""purple_12"":""""}","{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg""},{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg""},{""label"":""purple_3"",""location"":""/experiment/purple_similar/image_03085.jpg""},{""label"":""purple_5"",""location"":""/experiment/purple_similar/image_04335.jpg""},{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg""},{""label"":""purple_8"",""location"":""/experiment/purple_similar/image_05639.jpg""},{""label"":""purple_10"",""location"":""/experiment/purple_similar/image_07320.jpg""},{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg""},{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg""},{""label"":""purple_9"",""location"":""/experiment/purple_similar/image_06714.jpg""},{""label"":""purple_11"",""location"":""/experiment/purple_similar/image_07517.jpg""},{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg""}","{""label"":""yellow_12"",""location"":""/experiment/yellow_similar/image_06676.jpg""},{""label"":""yellow_11"",""location"":""/experiment/yellow_similar/image_06354.jpg""},{""label"":""yellow_6"",""location"":""/experiment/yellow_similar/image_04425.jpg""},{""label"":""yellow_3"",""location"":""/experiment/yellow_similar/image_02295.jpg""}","{""yellow_12"":""Its petals curl inwards"",""yellow_11"":""It looks wilted"",""yellow_6"":""Orange spots in the middle"",""yellow_3"":""Has a dark centre""}",Repi,Minu,purple_5,1412,0.034,2,2,"purple_8,purple_12,purple_5,purple_2,purple_7,purple_3",,
3wbhiiwAHAxz8z5EL,,,,,"Sorry,ExitSurvey",2021-08-20T17:44:07Z,gameFull,,,,2021-08-20T17:37:55Z,3,6,different,3,0,,,,,,,,,,,,,,,,,,,,,
GcddPKwivL4JFWX6r,,2021-08-20T17:41:39Z,2021-08-20T17:41:39Z,1,"instructions,othercolortest,ExitSurvey",2021-08-20T17:45:43Z,finished,,,,2021-08-20T17:37:58Z,3,6,different,3,0,everyplayersomeflower,clover,D,Minu,/avatars/jdenticon/Alaina,#7ACC66,1.9040000000000004,"{""purple_1"":"""",""purple_2"":"""",""purple_3"":"""",""purple_4"":"""",""purple_5"":"""",""purple_6"":"""",""purple_7"":"""",""purple_8"":"""",""purple_9"":"""",""purple_10"":"""",""purple_11"":"""",""purple_12"":""""}","{""label"":""purple_3"",""location"":""/experiment/purple_similar/image_03085.jpg""},{""label"":""purple_9"",""location"":""/experiment/purple_similar/image_06714.jpg""},{""label"":""purple_8"",""location"":""/experiment/purple_similar/image_05639.jpg""},{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg""},{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg""},{""label"":""purple_11"",""location"":""/experiment/purple_similar/image_07517.jpg""},{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg""},{""label"":""purple_10"",""location"":""/experiment/purple_similar/image_07320.jpg""},{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg""},{""label"":""purple_5"",""location"":""/experiment/purple_similar/image_04335.jpg""},{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg""},{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg""}","{""label"":""yellow_12"",""location"":""/experiment/yellow_similar/image_06676.jpg""},{""label"":""yellow_1"",""location"":""/experiment/yellow_similar/image_01220.jpg""},{""label"":""yellow_3"",""location"":""/experiment/yellow_similar/image_02295.jpg""},{""label"":""yellow_9"",""location"":""/experiment/yellow_similar/image_05700.jpg""}","{""yellow_12"":""A flower with yellow petals with green grass to the left of the flower and gray rocks to the right."",""yellow_1"":""A flower with yellow petals that has red on the outside of the petals.  The flower has green leaves surrounding it."",""yellow_3"":""A large sunflower with yellow petals and a dark brown and black center."",""yellow_9"":""Two yellow flowers sit on green stems near the ground.  The center of the flower has a slender portion that is pointing out of the flower.""}",Repi,Laju,purple_3,2428,0.11900000000000001,1,7,"purple_5,purple_3,purple_12,purple_8,purple_2,purple_7",,
YRXAcJsKMD4NrXF4h,,2021-08-20T17:42:24Z,2021-08-20T17:42:24Z,1,"instructions,othercolortest,ExitSurvey",2021-08-20T17:47:38Z,finished,,,,2021-08-20T17:37:58Z,3,6,different,3,0,everyplayersomeflower,clover,D,Laju,/avatars/jdenticon/Katherine,#3D45B7,2.0400000000000005,"{""purple_1"":"""",""purple_2"":"""",""purple_3"":"""",""purple_4"":"""",""purple_5"":"""",""purple_6"":"""",""purple_7"":"""",""purple_8"":"""",""purple_9"":"""",""purple_10"":"""",""purple_11"":"""",""purple_12"":""""}","{""label"":""purple_11"",""location"":""/experiment/purple_similar/image_07517.jpg""},{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg""},{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg""},{""label"":""purple_3"",""location"":""/experiment/purple_similar/image_03085.jpg""},{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg""},{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg""},{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg""},{""label"":""purple_8"",""location"":""/experiment/purple_similar/image_05639.jpg""},{""label"":""purple_10"",""location"":""/experiment/purple_similar/image_07320.jpg""},{""label"":""purple_9"",""location"":""/experiment/purple_similar/image_06714.jpg""},{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg""},{""label"":""purple_5"",""location"":""/experiment/purple_similar/image_04335.jpg""}","{""label"":""red_8"",""location"":""/experiment/red_similar/image_06490.jpg""},{""label"":""red_5"",""location"":""/experiment/red_similar/image_02561.jpg""},{""label"":""red_3"",""location"":""/experiment/red_similar/image_01973.jpg""},{""label"":""red_6"",""location"":""/experiment/red_similar/image_03162.jpg""}","{""red_8"":""These flowers are red with round leaves and a circular center. They look like poppies, maybe. "",""red_5"":""This flower is a reddish pink on the outside with elongated petals and white smaller petals on the inside that fade to pink toward the center. In the center there are small yellow stems with little yellow dots on the end. "",""red_3"":""This is a pinkish red flower, maybe like a lily. It is one large leaf with a pale yellow stem in the center."",""red_6"":""These are pink flowers clustered together on a green stem ""}",Repi,Minu,purple_11,3050,0.11900000000000001,1,7,"purple_11,purple_9,purple_10,purple_1,purple_3,purple_12",,
Qg8fwCc94DfFcenZy,,,,,,2021-08-20T17:44:07Z,gameFull,,,,2021-08-20T17:38:03Z,3,6,different,3,,,,,,,,,,,,,,,,,,,,,,
Q9bESc8hgPYqnzx2v,,2021-08-20T17:43:23Z,2021-08-20T17:43:23Z,1,"instructions,othercolortest,ExitSurvey",2021-08-20T17:47:30Z,finished,,,,2021-08-20T17:38:06Z,3,6,different,3,0,everyplayersomeflower,clover,E,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.1420000000000003,"{""white_1"":"""",""white_2"":"""",""white_3"":"""",""white_4"":"""",""white_5"":"""",""white_6"":"""",""white_7"":"""",""white_8"":"""",""white_9"":"""",""white_10"":"""",""white_11"":"""",""white_12"":""""}","{""label"":""white_12"",""location"":""/experiment/white_similar/image_08131.jpg""},{""label"":""white_6"",""location"":""/experiment/white_similar/image_05280.jpg""},{""label"":""white_10"",""location"":""/experiment/white_similar/image_07057.jpg""},{""label"":""white_7"",""location"":""/experiment/white_similar/image_05493.jpg""},{""label"":""white_5"",""location"":""/experiment/white_similar/image_04849.jpg""},{""label"":""white_8"",""location"":""/experiment/white_similar/image_05846.jpg""},{""label"":""white_3"",""location"":""/experiment/white_similar/image_03139.jpg""},{""label"":""white_4"",""location"":""/experiment/white_similar/image_03710.jpg""},{""label"":""white_2"",""location"":""/experiment/white_similar/image_01448.jpg""},{""label"":""white_11"",""location"":""/experiment/white_similar/image_07463.jpg""},{""label"":""white_9"",""location"":""/experiment/white_similar/image_06003.jpg""},{""label"":""white_1"",""location"":""/experiment/white_similar/image_00006.jpg""}","{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg""},{""label"":""purple_9"",""location"":""/experiment/purple_similar/image_06714.jpg""},{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg""},{""label"":""purple_11"",""location"":""/experiment/purple_similar/image_07517.jpg""}","{""purple_2"":""Purple daisy like flowers"",""purple_9"":""Some kind of orchid"",""purple_7"":""Not sure "",""purple_11"":""Unsure ""}",Repi,Laju,white_6,1955,0.11900000000000001,1,7,"white_11,white_2,white_7,white_9,white_5,white_6",,
