_id,index,stageIds,gameId,createdAt,data.context,data.repNum,data.blockNum,data.trialNum,data.numPlayers,data.chat,data.submitted,data.player_9MoiLRqn7HPwSqgrR_response,data.player_9MoiLRqn7HPwSqgrR_time,data.player_9MoiLRqn7HPwSqgrR_utility,data.player_Y7BwxwRbxbP6Rh8X2_response,data.player_Y7BwxwRbxbP6Rh8X2_time,data.player_Y7BwxwRbxbP6Rh8X2_utility,data.player_ibLuXBkRAXPSqC7y6_response,data.player_ibLuXBkRAXPSqC7y6_time,data.player_ibLuXBkRAXPSqC7y6_utility,data.player_3anrrcdtZ5d4PyStT_response,data.player_3anrrcdtZ5d4PyStT_time,data.player_3anrrcdtZ5d4PyStT_utility,data.player_SCnLaRWo7fh37cMg6_response,data.player_SCnLaRWo7fh37cMg6_time,data.player_SCnLaRWo7fh37cMg6_utility,data.player_aMMzXKuy8u6TmtYrN_response,data.player_aMMzXKuy8u6TmtYrN_time,data.player_aMMzXKuy8u6TmtYrN_utility,data.player_68Tew82Qq7SXmNPZT_response,data.player_68Tew82Qq7SXmNPZT_time,data.player_68Tew82Qq7SXmNPZT_utility,data.player_aGof5GaMDuQM25xSc_response,data.player_aGof5GaMDuQM25xSc_time,data.player_aGof5GaMDuQM25xSc_utility,data.player_rdy8pn4MpwgznGpRK_response,data.player_rdy8pn4MpwgznGpRK_time,data.player_rdy8pn4MpwgznGpRK_utility,data.player_Pi9atkCehFgDr8aYN_response,data.player_Pi9atkCehFgDr8aYN_time,data.player_Pi9atkCehFgDr8aYN_utility,data.player_aGBRxJQY2FY2k3vvR_response,data.player_aGBRxJQY2FY2k3vvR_time,data.player_aGBRxJQY2FY2k3vvR_utility,data.player_rJfqdnPq2hfdwWdLL_response,data.player_rJfqdnPq2hfdwWdLL_time,data.player_rJfqdnPq2hfdwWdLL_utility,data.player_AuDmJeBi8t7fuKPx7_response,data.player_AuDmJeBi8t7fuKPx7_time,data.player_AuDmJeBi8t7fuKPx7_utility,data.player_HwoMovMdHJmbAckv9_response,data.player_HwoMovMdHJmbAckv9_time,data.player_HwoMovMdHJmbAckv9_utility,data.player_Z4kfRmvwLM6cr47LT_response,data.player_Z4kfRmvwLM6cr47LT_time,data.player_Z4kfRmvwLM6cr47LT_utility,data.player_F9bv4zMkmYKaXyf9N_response,data.player_F9bv4zMkmYKaXyf9N_time,data.player_F9bv4zMkmYKaXyf9N_utility,data.player_GcddPKwivL4JFWX6r_response,data.player_GcddPKwivL4JFWX6r_time,data.player_GcddPKwivL4JFWX6r_utility,data.player_GjboTxjwCnTi4WEWM_response,data.player_GjboTxjwCnTi4WEWM_time,data.player_GjboTxjwCnTi4WEWM_utility,data.player_3ASftqExPSXeJJA23_response,data.player_3ASftqExPSXeJJA23_time,data.player_3ASftqExPSXeJJA23_utility,data.player_AAKp4BwY6iiD2nkBF_response,data.player_AAKp4BwY6iiD2nkBF_time,data.player_AAKp4BwY6iiD2nkBF_utility,data.player_YRXAcJsKMD4NrXF4h_response,data.player_YRXAcJsKMD4NrXF4h_time,data.player_YRXAcJsKMD4NrXF4h_utility,data.player_CS4GSXSEz58nvL3i7_response,data.player_CS4GSXSEz58nvL3i7_time,data.player_CS4GSXSEz58nvL3i7_utility,data.player_Jm4BKLLPKhhmWfeGh_response,data.player_Jm4BKLLPKhhmWfeGh_time,data.player_Jm4BKLLPKhhmWfeGh_utility,data.player_WFjQ5udMzgWg34aWz_response,data.player_WFjQ5udMzgWg34aWz_time,data.player_WFjQ5udMzgWg34aWz_utility,data.player_LobtN9LAFzJDcwYX3_response,data.player_LobtN9LAFzJDcwYX3_time,data.player_LobtN9LAFzJDcwYX3_utility,data.player_Q9bESc8hgPYqnzx2v_response,data.player_Q9bESc8hgPYqnzx2v_time,data.player_Q9bESc8hgPYqnzx2v_utility,data.player_ysMH6WmAmuTADCu5b_response,data.player_ysMH6WmAmuTADCu5b_time,data.player_ysMH6WmAmuTADCu5b_utility,data.player_DSWYfiXRWqEQM8SwB_response,data.player_DSWYfiXRWqEQM8SwB_time,data.player_DSWYfiXRWqEQM8SwB_utility,data.player_Pk2f6o9n4Pfqbuf6G_response,data.player_Pk2f6o9n4Pfqbuf6G_time,data.player_Pk2f6o9n4Pfqbuf6G_utility,data.player_eWmchrWjpfx42wxKm_response,data.player_eWmchrWjpfx42wxKm_time,data.player_eWmchrWjpfx42wxKm_utility
bauvcNYY6iKmuJgFo,20,"wEmXDJsrLCHBGmrjn,gujeuEJnFj6rBH5yD",2F7o2m2ZZj2T4EFzo,2021-08-20T17:15:28Z,"{""yellow_5"":{""label"":""yellow_5"",""location"":""/experiment/yellow_similar/image_04078.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""3anrrcdtZ5d4PyStT""},""yellow_2"":{""label"":""yellow_2"",""location"":""/experiment/yellow_similar/image_01753.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""SCnLaRWo7fh37cMg6""},""yellow_10"":{""label"":""yellow_10"",""location"":""/experiment/yellow_similar/image_06298.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png"",""blinded"":""aMMzXKuy8u6TmtYrN""},""yellow_1"":{""label"":""yellow_1"",""location"":""/experiment/yellow_similar/image_01220.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png"",""blinded"":""3anrrcdtZ5d4PyStT""},""yellow_12"":{""label"":""yellow_12"",""location"":""/experiment/yellow_similar/image_06676.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""SCnLaRWo7fh37cMg6""},""yellow_7"":{""label"":""yellow_7"",""location"":""/experiment/yellow_similar/image_04667.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png"",""blinded"":""aMMzXKuy8u6TmtYrN""}}",2,3,20,3,"{""text"":null,""playerId"":""3anrrcdtZ5d4PyStT"",""type"":""selectionAlert"",""time"":1629479962245},{""text"":null,""playerId"":""aMMzXKuy8u6TmtYrN"",""type"":""selectionAlert"",""time"":1629479962931},{""text"":null,""playerId"":""SCnLaRWo7fh37cMg6"",""type"":""selectionAlert"",""time"":1629479962800}",false,,,,,,,,,,yellow_10,1231,5,yellow_5,1787,5,yellow_5,1916,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iM5yojt6TwxueqjMQ,21,"f2nBtDotFDwjxCaP4,8rrck8peiuBZuEXvQ",2F7o2m2ZZj2T4EFzo,2021-08-20T17:15:28Z,"{""yellow_9"":{""label"":""yellow_9"",""location"":""/experiment/yellow_similar/image_05700.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""3anrrcdtZ5d4PyStT""},""yellow_7"":{""label"":""yellow_7"",""location"":""/experiment/yellow_similar/image_04667.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png"",""blinded"":""SCnLaRWo7fh37cMg6""},""yellow_2"":{""label"":""yellow_2"",""location"":""/experiment/yellow_similar/image_01753.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""aMMzXKuy8u6TmtYrN""},""yellow_12"":{""label"":""yellow_12"",""location"":""/experiment/yellow_similar/image_06676.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""3anrrcdtZ5d4PyStT""},""yellow_8"":{""label"":""yellow_8"",""location"":""/experiment/yellow_similar/image_04982.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png"",""blinded"":""SCnLaRWo7fh37cMg6""},""yellow_3"":{""label"":""yellow_3"",""location"":""/experiment/yellow_similar/image_02295.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""aMMzXKuy8u6TmtYrN""}}",3,3,21,3,"{""text"":null,""playerId"":""aMMzXKuy8u6TmtYrN"",""type"":""selectionAlert"",""time"":1629479972591},{""text"":null,""playerId"":""SCnLaRWo7fh37cMg6"",""type"":""selectionAlert"",""time"":1629479971752},{""text"":null,""playerId"":""3anrrcdtZ5d4PyStT"",""type"":""selectionAlert"",""time"":1629479973851}",false,,,,,,,,,,yellow_8,2840,6,yellow_2,742,6,yellow_7,1574,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3wZNDAqCYbDC8WG8d,22,"an7eMY2kQrq8RjzKk,K7qEFSanKhLhnj7kW",2F7o2m2ZZj2T4EFzo,2021-08-20T17:15:28Z,"{""yellow_9"":{""label"":""yellow_9"",""location"":""/experiment/yellow_similar/image_05700.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png"",""blinded"":""3anrrcdtZ5d4PyStT""},""yellow_11"":{""label"":""yellow_11"",""location"":""/experiment/yellow_similar/image_06354.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png"",""blinded"":""SCnLaRWo7fh37cMg6""},""yellow_4"":{""label"":""yellow_4"",""location"":""/experiment/yellow_similar/image_03709.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""aMMzXKuy8u6TmtYrN""},""yellow_3"":{""label"":""yellow_3"",""location"":""/experiment/yellow_similar/image_02295.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""3anrrcdtZ5d4PyStT""},""yellow_2"":{""label"":""yellow_2"",""location"":""/experiment/yellow_similar/image_01753.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""SCnLaRWo7fh37cMg6""},""yellow_12"":{""label"":""yellow_12"",""location"":""/experiment/yellow_similar/image_06676.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""aMMzXKuy8u6TmtYrN""}}",4,3,22,3,"{""text"":null,""playerId"":""aMMzXKuy8u6TmtYrN"",""type"":""selectionAlert"",""time"":1629479981540},{""text"":null,""playerId"":""SCnLaRWo7fh37cMg6"",""type"":""selectionAlert"",""time"":1629479980832},{""text"":null,""playerId"":""3anrrcdtZ5d4PyStT"",""type"":""selectionAlert"",""time"":1629479983360}",false,,,,,,,,,,yellow_2,3338,7.666666666666667,yellow_3,811,7.666666666666667,yellow_9,1514,7.666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zn8Z9tb4WtF6Hxx47,23,"2vLNwhjXzmziao7to,ptF7YQCDMRkncBrDs",2F7o2m2ZZj2T4EFzo,2021-08-20T17:15:28Z,"{""yellow_9"":{""label"":""yellow_9"",""location"":""/experiment/yellow_similar/image_05700.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""3anrrcdtZ5d4PyStT""},""yellow_10"":{""label"":""yellow_10"",""location"":""/experiment/yellow_similar/image_06298.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png"",""blinded"":""SCnLaRWo7fh37cMg6""},""yellow_8"":{""label"":""yellow_8"",""location"":""/experiment/yellow_similar/image_04982.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""aMMzXKuy8u6TmtYrN""},""yellow_5"":{""label"":""yellow_5"",""location"":""/experiment/yellow_similar/image_04078.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png"",""blinded"":""3anrrcdtZ5d4PyStT""},""yellow_4"":{""label"":""yellow_4"",""location"":""/experiment/yellow_similar/image_03709.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""SCnLaRWo7fh37cMg6""},""yellow_1"":{""label"":""yellow_1"",""location"":""/experiment/yellow_similar/image_01220.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""aMMzXKuy8u6TmtYrN""}}",5,3,23,3,"{""text"":null,""playerId"":""aMMzXKuy8u6TmtYrN"",""type"":""selectionAlert"",""time"":1629479991811},{""text"":null,""playerId"":""3anrrcdtZ5d4PyStT"",""type"":""selectionAlert"",""time"":1629479992189},{""text"":null,""playerId"":""SCnLaRWo7fh37cMg6"",""type"":""selectionAlert"",""time"":1629479990815}",false,,,,,,,,,,yellow_1,2152,7.666666666666667,yellow_9,782,7.666666666666667,yellow_5,1774,7.666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRbk8cP6iwwHkinSS,0,"ajNNLf53ZjjrAJRGe,LpJuWpp8Nm4hZPJfb",ixFj3nhkjNJj4db2i,2021-08-20T17:16:05Z,"{""yellow_9"":{""label"":""yellow_9"",""location"":""/experiment/yellow_similar/image_05700.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""68Tew82Qq7SXmNPZT""},""yellow_6"":{""label"":""yellow_6"",""location"":""/experiment/yellow_similar/image_04425.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""aGof5GaMDuQM25xSc""},""yellow_10"":{""label"":""yellow_10"",""location"":""/experiment/yellow_similar/image_06298.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""rdy8pn4MpwgznGpRK""},""yellow_5"":{""label"":""yellow_5"",""location"":""/experiment/yellow_similar/image_04078.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""68Tew82Qq7SXmNPZT""},""yellow_2"":{""label"":""yellow_2"",""location"":""/experiment/yellow_similar/image_01753.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png"",""blinded"":""aGof5GaMDuQM25xSc""},""yellow_3"":{""label"":""yellow_3"",""location"":""/experiment/yellow_similar/image_02295.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""rdy8pn4MpwgznGpRK""}}",0,0,0,3,"{""text"":null,""playerId"":""rdy8pn4MpwgznGpRK"",""type"":""selectionAlert"",""time"":1629479772110},{""text"":null,""playerId"":""aGof5GaMDuQM25xSc"",""type"":""selectionAlert"",""time"":1629479775939},{""text"":null,""playerId"":""68Tew82Qq7SXmNPZT"",""type"":""selectionAlert"",""time"":1629479793361}",false,,,,,,,,,,,,,,,,,,,yellow_6,26529,8.333333333333334,yellow_3,9103,8.333333333333334,yellow_2,5233,8.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FfjmqkwANRh7CxWZa,1,"Q64SQeqEHNTi3dbPw,zQEo6ythzSCpgQCAu",ixFj3nhkjNJj4db2i,2021-08-20T17:16:05Z,"{""yellow_8"":{""label"":""yellow_8"",""location"":""/experiment/yellow_similar/image_04982.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""68Tew82Qq7SXmNPZT""},""yellow_11"":{""label"":""yellow_11"",""location"":""/experiment/yellow_similar/image_06354.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""aGof5GaMDuQM25xSc""},""yellow_5"":{""label"":""yellow_5"",""location"":""/experiment/yellow_similar/image_04078.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""rdy8pn4MpwgznGpRK""},""yellow_7"":{""label"":""yellow_7"",""location"":""/experiment/yellow_similar/image_04667.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""68Tew82Qq7SXmNPZT""},""yellow_12"":{""label"":""yellow_12"",""location"":""/experiment/yellow_similar/image_06676.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""aGof5GaMDuQM25xSc""},""yellow_3"":{""label"":""yellow_3"",""location"":""/experiment/yellow_similar/image_02295.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""rdy8pn4MpwgznGpRK""}}",1,0,1,3,"{""text"":null,""playerId"":""rdy8pn4MpwgznGpRK"",""type"":""selectionAlert"",""time"":1629479791335},{""text"":null,""playerId"":""aGof5GaMDuQM25xSc"",""type"":""selectionAlert"",""time"":1629479793526},{""text"":null,""playerId"":""68Tew82Qq7SXmNPZT"",""type"":""selectionAlert"",""time"":1629479810970}",false,,,,,,,,,,,,,,,,,,,yellow_3,25057,9,yellow_12,7613,9,yellow_5,5413,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vDSyBrz2MrdifvjJ6,2,"w7rNYRueMfwNXqqq3,89XWq9Rk2MJK8mMBH",ixFj3nhkjNJj4db2i,2021-08-20T17:16:05Z,"{""yellow_9"":{""label"":""yellow_9"",""location"":""/experiment/yellow_similar/image_05700.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""68Tew82Qq7SXmNPZT""},""yellow_6"":{""label"":""yellow_6"",""location"":""/experiment/yellow_similar/image_04425.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png"",""blinded"":""aGof5GaMDuQM25xSc""},""yellow_1"":{""label"":""yellow_1"",""location"":""/experiment/yellow_similar/image_01220.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""rdy8pn4MpwgznGpRK""},""yellow_11"":{""label"":""yellow_11"",""location"":""/experiment/yellow_similar/image_06354.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""68Tew82Qq7SXmNPZT""},""yellow_4"":{""label"":""yellow_4"",""location"":""/experiment/yellow_similar/image_03709.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""aGof5GaMDuQM25xSc""},""yellow_8"":{""label"":""yellow_8"",""location"":""/experiment/yellow_similar/image_04982.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""rdy8pn4MpwgznGpRK""}}",2,0,2,3,"{""text"":null,""playerId"":""68Tew82Qq7SXmNPZT"",""type"":""selectionAlert"",""time"":1629479822940},{""text"":null,""playerId"":""rdy8pn4MpwgznGpRK"",""type"":""selectionAlert"",""time"":1629479809301},{""text"":null,""playerId"":""aGof5GaMDuQM25xSc"",""type"":""selectionAlert"",""time"":1629479809901}",false,,,,,,,,,,,,,,,,,,,yellow_4,20016,5.666666666666667,yellow_8,6977,5.666666666666667,yellow_9,6365,5.666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xMXDZcDhyNaKuLSNS,3,"oYpev6zpDa3E6r9LB,TFgb29u5JFvGbdTfq",ixFj3nhkjNJj4db2i,2021-08-20T17:16:05Z,"{""yellow_4"":{""label"":""yellow_4"",""location"":""/experiment/yellow_similar/image_03709.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""68Tew82Qq7SXmNPZT""},""yellow_10"":{""label"":""yellow_10"",""location"":""/experiment/yellow_similar/image_06298.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""aGof5GaMDuQM25xSc""},""yellow_5"":{""label"":""yellow_5"",""location"":""/experiment/yellow_similar/image_04078.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""rdy8pn4MpwgznGpRK""},""yellow_2"":{""label"":""yellow_2"",""location"":""/experiment/yellow_similar/image_01753.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""68Tew82Qq7SXmNPZT""},""yellow_9"":{""label"":""yellow_9"",""location"":""/experiment/yellow_similar/image_05700.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png"",""blinded"":""aGof5GaMDuQM25xSc""},""yellow_11"":{""label"":""yellow_11"",""location"":""/experiment/yellow_similar/image_06354.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""rdy8pn4MpwgznGpRK""}}",3,0,3,3,"{""text"":null,""playerId"":""68Tew82Qq7SXmNPZT"",""type"":""selectionAlert"",""time"":1629479833651},{""text"":null,""playerId"":""rdy8pn4MpwgznGpRK"",""type"":""selectionAlert"",""time"":1629479820149},{""text"":null,""playerId"":""aGof5GaMDuQM25xSc"",""type"":""selectionAlert"",""time"":1629479824714}",false,,,,,,,,,,,,,,,,,,,yellow_5,17738,8,yellow_2,8801,8,yellow_10,4225,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eFiMPftGZznomRCru,4,"rFLYyXxoiKSy4PnYX,kHjCTu9heP9oxPd4d",ixFj3nhkjNJj4db2i,2021-08-20T17:16:05Z,"{""yellow_1"":{""label"":""yellow_1"",""location"":""/experiment/yellow_similar/image_01220.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""68Tew82Qq7SXmNPZT""},""yellow_11"":{""label"":""yellow_11"",""location"":""/experiment/yellow_similar/image_06354.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""aGof5GaMDuQM25xSc""},""yellow_5"":{""label"":""yellow_5"",""location"":""/experiment/yellow_similar/image_04078.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png"",""blinded"":""rdy8pn4MpwgznGpRK""},""yellow_9"":{""label"":""yellow_9"",""location"":""/experiment/yellow_similar/image_05700.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""68Tew82Qq7SXmNPZT""},""yellow_7"":{""label"":""yellow_7"",""location"":""/experiment/yellow_similar/image_04667.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""aGof5GaMDuQM25xSc""},""yellow_8"":{""label"":""yellow_8"",""location"":""/experiment/yellow_similar/image_04982.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""rdy8pn4MpwgznGpRK""}}",4,0,4,3,"{""text"":null,""playerId"":""68Tew82Qq7SXmNPZT"",""type"":""selectionAlert"",""time"":1629479846661},{""text"":null,""playerId"":""rdy8pn4MpwgznGpRK"",""type"":""selectionAlert"",""time"":1629479834551},{""text"":null,""playerId"":""aGof5GaMDuQM25xSc"",""type"":""selectionAlert"",""time"":1629479835869}",false,,,,,,,,,,,,,,,,,,,yellow_7,15718,6,yellow_1,4926,6,yellow_8,3597,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sQuwPNasFzNAKit7z,5,"aZ5hTppCDmW4zXwsp,Cm8RvMhYrtBp83DTm",ixFj3nhkjNJj4db2i,2021-08-20T17:16:05Z,"{""yellow_7"":{""label"":""yellow_7"",""location"":""/experiment/yellow_similar/image_04667.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""68Tew82Qq7SXmNPZT""},""yellow_2"":{""label"":""yellow_2"",""location"":""/experiment/yellow_similar/image_01753.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""aGof5GaMDuQM25xSc""},""yellow_5"":{""label"":""yellow_5"",""location"":""/experiment/yellow_similar/image_04078.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""rdy8pn4MpwgznGpRK""},""yellow_4"":{""label"":""yellow_4"",""location"":""/experiment/yellow_similar/image_03709.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""68Tew82Qq7SXmNPZT""},""yellow_12"":{""label"":""yellow_12"",""location"":""/experiment/yellow_similar/image_06676.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png"",""blinded"":""aGof5GaMDuQM25xSc""},""yellow_10"":{""label"":""yellow_10"",""location"":""/experiment/yellow_similar/image_06298.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""rdy8pn4MpwgznGpRK""}}",5,0,5,3,"{""text"":null,""playerId"":""rdy8pn4MpwgznGpRK"",""type"":""selectionAlert"",""time"":1629479845447},{""text"":null,""playerId"":""68Tew82Qq7SXmNPZT"",""type"":""selectionAlert"",""time"":1629479859787},{""text"":null,""playerId"":""aGof5GaMDuQM25xSc"",""type"":""selectionAlert"",""time"":1629479849251}",false,,,,,,,,,,,,,,,,,,,yellow_10,17858,2.6666666666666665,yellow_12,7319,2.6666666666666665,yellow_10,3505,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPg5R7aR2ERMBfvsD,6,"r9d4jJRgojk2do8zv,kqfpageog5kesAj4T",ixFj3nhkjNJj4db2i,2021-08-20T17:16:05Z,"{""yellow_8"":{""label"":""yellow_8"",""location"":""/experiment/yellow_similar/image_04982.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""68Tew82Qq7SXmNPZT""},""yellow_4"":{""label"":""yellow_4"",""location"":""/experiment/yellow_similar/image_03709.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""aGof5GaMDuQM25xSc""},""yellow_11"":{""label"":""yellow_11"",""location"":""/experiment/yellow_similar/image_06354.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""rdy8pn4MpwgznGpRK""},""yellow_1"":{""label"":""yellow_1"",""location"":""/experiment/yellow_similar/image_01220.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""68Tew82Qq7SXmNPZT""},""yellow_2"":{""label"":""yellow_2"",""location"":""/experiment/yellow_similar/image_01753.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""aGof5GaMDuQM25xSc""},""yellow_7"":{""label"":""yellow_7"",""location"":""/experiment/yellow_similar/image_04667.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png"",""blinded"":""rdy8pn4MpwgznGpRK""}}",0,1,6,3,"{""text"":null,""playerId"":""68Tew82Qq7SXmNPZT"",""type"":""selectionAlert"",""time"":1629479872245},{""text"":null,""playerId"":""rdy8pn4MpwgznGpRK"",""type"":""selectionAlert"",""time"":1629479861150},{""text"":null,""playerId"":""aGof5GaMDuQM25xSc"",""type"":""selectionAlert"",""time"":1629479861512}",false,,,,,,,,,,,,,,,,,,,yellow_4,16061,3.6666666666666665,yellow_1,5327,3.6666666666666665,yellow_4,4959,3.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
