_id,name,factorIds,createdAt,archivedAt
XmX9qpuxFpNiCb9oy,Test,"xWQjpcmpuWmZXGA7P,pWeADdnYht6s2XmXy,8s4mWKpqFF83FP3X6,WPMyAs4AHQkRbejSw,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ,hsiunZ8b68hKxbnPM",2021-04-07T01:08:22Z,2021-03-31T21:24:06Z
v9AvaQ8bH8GPTgA9k,pilot,"xWQjpcmpuWmZXGA7P,pWeADdnYht6s2XmXy,8s4mWKpqFF83FP3X6,bMLyzSZu2NMqPxMp3,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ,hsiunZ8b68hKxbnPM",2021-04-07T01:08:22Z,2021-03-31T20:01:42Z
BEonKsJsgdM5g6yNp,Dyad,"xWQjpcmpuWmZXGA7Q,pWeADdnYht6s2XmXy,PhWBYRyqGv7hpZbKm,WPMyAs4AHQkRbejSw,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ,hsiunZ8b68hKxbnPM",2021-04-07T01:08:22Z,2021-03-31T21:24:07Z
3KYvSLwRcL38QLZSJ,Quad,"xWQjpcmpuWmZXGA7R,pWeADdnYht6s2XmXy,PhWBYRyqGv7hpZbKm,WPMyAs4AHQkRbejSw,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ,hsiunZ8b68hKxbnPM",2021-04-07T01:08:22Z,2021-03-31T21:24:07Z
Z6GaGWrtzzYotqJs7,Pair,"xWQjpcmpuWmZXGA7Q,pWeADdnYht6s2XmXy,PhWBYRyqGv7hpZbKm,bMLyzSZu2NMqPxMp3,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ",2021-04-07T01:08:22Z,2021-05-28T20:44:33Z
ZJ9ZHkfsCJ3eTgnfk,Triad,"xWQjpcmpuWmZXGA7P,pWeADdnYht6s2XmXy,PhWBYRyqGv7hpZbKm,bMLyzSZu2NMqPxMp3,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ",2021-04-07T01:08:22Z,2021-05-28T20:44:33Z
XQjPggJaBK2wyTNPm,Four,"xWQjpcmpuWmZXGA7R,pWeADdnYht6s2XmXy,PhWBYRyqGv7hpZbKm,bMLyzSZu2NMqPxMp3,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ",2021-04-07T01:08:22Z,2021-05-28T20:44:34Z
maYL8muxyNJzn7DgN,Twoplayer,"xWQjpcmpuWmZXGA7Q,pWeADdnYht6s2XmXy,N426gB4dWdJiZeyon,bMLyzSZu2NMqPxMp3,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ",2021-04-07T01:08:22Z,2021-05-28T20:44:35Z
JB3n5L3ddR97iyrtR,Fourplayer,"xWQjpcmpuWmZXGA7R,pWeADdnYht6s2XmXy,N426gB4dWdJiZeyon,bMLyzSZu2NMqPxMp3,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ",2021-04-07T01:08:22Z,2021-05-28T20:44:35Z
BtnLmvBidmcro397s,foobar,"xWQjpcmpuWmZXGA7Q,pWeADdnYht6s2XmXy,N426gB4dWdJiZeyon,bMLyzSZu2NMqPxMp3,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ",2021-04-07T01:14:03Z,2021-05-28T20:44:36Z
TYxoET426g4QNZn6j,testing,"xWQjpcmpuWmZXGA7Q,bMLyzSZu2NMqPxMp3,pWeADdnYht6s2XmXy,PhWBYRyqGv7hpZbKm,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ",2021-04-07T02:48:12Z,2021-05-28T20:44:36Z
