_id,index,assignment,full,runningAt,finishedAt,status,gameIds,gameLobbyIds,createdAt,archivedAt
39ijXM6iZsGZDCPLt,1,simple,true,2021-08-20T18:12:33Z,2021-08-20T18:23:25Z,finished,,5XZ8cFNsh6dk6tw9s,2021-08-20T18:12:16Z,
omi5Tfg65f9uDDunZ,2,simple,true,2021-08-20T18:12:34Z,2021-08-20T18:23:27Z,finished,,7fFMnLt83jGgAY9Bm,2021-08-20T18:12:18Z,
ZSLdqqERT5ZKBGjE3,3,simple,true,2021-08-20T18:12:35Z,2021-08-20T18:25:44Z,finished,,o7TPKiDqEP2tShaHL,2021-08-20T18:12:19Z,
E8aY38MZjdkRsq9Mp,4,simple,true,2021-08-20T18:12:35Z,2021-08-20T18:31:09Z,finished,,GqKKXvrGAtFLTc3LD,2021-08-20T18:12:20Z,
iniDkexohCoD5hjdM,5,simple,true,2021-08-20T18:12:35Z,2021-08-20T18:29:31Z,finished,,wrho6urXGD3HA4w3j,2021-08-20T18:12:20Z,
FoGJ33fvhBNb7LJBj,6,simple,true,2021-08-20T18:12:36Z,2021-08-20T18:29:23Z,finished,,NZtNNbta4jkJ43yrC,2021-08-20T18:12:21Z,
5H8kJeQ6FpCsMieif,7,simple,true,2021-08-20T18:12:37Z,2021-08-20T18:30:09Z,finished,,rTuQbv3HPttjvhn55,2021-08-20T18:12:22Z,
etyYy9LNcD6MGFDF9,8,simple,true,2021-08-20T18:12:37Z,2021-08-20T18:32:52Z,finished,,kcGt9ryDME5tBRzou,2021-08-20T18:12:23Z,
X2aMqRw8gPMLFpPJK,9,simple,true,2021-08-20T18:12:38Z,2021-08-20T18:33:59Z,finished,,anRAz6pMwiJoxqTYp,2021-08-20T18:12:23Z,
2iiP5cAzifvanviy3,10,simple,true,2021-08-20T18:12:38Z,2021-08-20T18:37:59Z,finished,,2JYf8Bb4Y3EcndcqM,2021-08-20T18:12:24Z,
kfhgLZjYJjNsjckFf,11,simple,true,2021-08-20T18:12:39Z,2021-08-20T18:35:56Z,finished,,Ge9jYXNirPMEY2i2K,2021-08-20T18:12:24Z,
eTCyhEfmSAAMvvjdF,12,simple,true,2021-08-20T18:12:39Z,2021-08-20T18:34:25Z,finished,,gRJRf37xPZyK72tFx,2021-08-20T18:12:26Z,
w5E5gNjpfeQrjWLba,13,simple,true,2021-08-20T18:12:40Z,2021-08-20T18:39:24Z,finished,,vH2YxEsDydYSdqwCv,2021-08-20T18:12:27Z,
nPmWCgY4ZP7P4DY5c,14,simple,true,2021-08-20T18:12:40Z,2021-08-20T18:38:34Z,finished,,bGFYiKFJxjpwZe4ok,2021-08-20T18:12:27Z,
TsGZJzkFF87hkSeBp,15,simple,true,2021-08-20T18:12:40Z,2021-08-20T18:40:36Z,finished,,SdC8pfniqJuvAjKS5,2021-08-20T18:12:28Z,
