_id,index,assignment,full,runningAt,finishedAt,status,gameIds,gameLobbyIds,createdAt,archivedAt
6ejZ6LTK3jtd88hLi,1,simple,false,2021-07-27T18:08:25Z,,cancelled,,QzPhMakjnKgpYM9S6,2021-07-27T18:08:12Z,2021-07-27T18:13:59Z
DLN9HAkwwYA4Titko,2,simple,false,2021-07-27T18:08:25Z,,cancelled,,h25CQ2paCKKx7DRWn,2021-07-27T18:08:15Z,2021-07-27T18:13:59Z
26MoDLMEYDvkmA5vT,3,simple,false,2021-07-27T18:08:25Z,,cancelled,,ANZTLczmpC8ZWgnEp,2021-07-27T18:08:15Z,2021-07-27T18:14:00Z
6qFcP7ziwydkze6tr,4,simple,false,2021-07-27T18:08:24Z,,cancelled,,uhCboJmpXE9Bxa6v4,2021-07-27T18:08:16Z,2021-07-27T18:15:23Z
c7hhWJ4brLyfotLE4,5,simple,false,2021-07-27T18:08:24Z,,cancelled,,xHasSxLe4nQy2c6jQ,2021-07-27T18:08:16Z,2021-07-27T18:14:00Z
nxoE7YcZf3z67nM7R,6,simple,false,2021-07-27T18:08:24Z,,cancelled,,nXRHisqCSNBd8fqhw,2021-07-27T18:08:16Z,2021-07-27T18:14:01Z
7tdgKtafQ8uhPcdvA,7,simple,false,2021-07-27T18:08:24Z,,cancelled,,rRRkfBmRK8yb9Qckj,2021-07-27T18:08:16Z,2021-07-27T18:14:01Z
o4tX3GdrWgLKboWgu,8,simple,false,2021-07-27T18:08:24Z,,cancelled,,S3juFnJeMFvZyK6nX,2021-07-27T18:08:17Z,2021-07-27T18:15:23Z
2Qgw5jWJdD2vpjM8B,9,simple,false,2021-07-27T18:08:24Z,,cancelled,,Gs57TAFfnqfQnpXZh,2021-07-27T18:08:17Z,2021-07-27T18:14:01Z
Da8jdhbnofKRZJyzY,10,simple,false,2021-07-27T18:08:24Z,,cancelled,,RJu6F7TySEdDXy9bP,2021-07-27T18:08:17Z,2021-07-27T18:14:02Z
QrMmcv7kWQ4CRSabA,11,simple,false,2021-07-27T18:08:23Z,,cancelled,,8k5pYbYdFed3HYjev,2021-07-27T18:08:18Z,2021-07-27T18:14:02Z
Dg6pjPhuDYFLtduRX,12,simple,false,2021-07-27T18:08:23Z,,cancelled,,f5K7HNdMFzGz7KvDJ,2021-07-27T18:08:19Z,2021-07-27T18:15:24Z
HTgcq5vbei9NTtn4A,13,simple,false,2021-07-27T18:08:23Z,,cancelled,,jjksfqcuw6sSkjtFL,2021-07-27T18:08:19Z,2021-07-27T18:14:02Z
QXMShbeJmmXuHLpj2,14,simple,false,2021-07-27T18:08:23Z,,cancelled,,94h6pcBRo8zghTFzn,2021-07-27T18:08:19Z,2021-07-27T18:14:09Z
QNrZmN3rCtMDfNupB,15,simple,false,2021-07-27T18:08:21Z,,cancelled,,bK4tLCMzhKLCPcoXC,2021-07-27T18:08:20Z,2021-07-27T18:15:24Z
yX24PCELr47e362jb,16,simple,true,2021-07-27T18:13:32Z,2021-07-27T18:26:31Z,finished,,bfkwKFJHE44AkQaWn,2021-07-27T18:13:31Z,
wxG8wWQ5f4ksSnsfJ,17,simple,true,2021-07-27T18:13:46Z,2021-07-27T18:27:34Z,finished,,i3n3urioeG2JtJNsP,2021-07-27T18:13:36Z,
gTAHfLZgu4a7uJw2K,18,simple,true,2021-07-27T18:13:47Z,2021-07-27T18:30:30Z,finished,,PyBw9P8PCeMfakMTf,2021-07-27T18:13:37Z,
sHTeoAyBjwpMsdjbc,19,simple,true,2021-07-27T18:13:47Z,2021-07-27T18:30:46Z,finished,,o44q8DFNvHdsMxSkA,2021-07-27T18:13:37Z,
K6A3m8ceHamcp7Azr,20,simple,true,2021-07-27T18:13:48Z,2021-07-27T18:33:27Z,finished,,3ARnBNQipsY5gyTFb,2021-07-27T18:13:37Z,
YAB7akCp4GqbTHtFu,21,simple,true,2021-07-27T18:13:48Z,2021-07-27T18:34:18Z,finished,,L5HEFdahZKeBJJG2F,2021-07-27T18:13:38Z,
byNX6tmLTRrTzu9F3,22,simple,true,2021-07-27T18:13:49Z,2021-07-27T18:37:49Z,finished,,NLiD4cCfrFssACEda,2021-07-27T18:13:38Z,
