_id,index,stageIds,gameId,createdAt,data.context,data.repNum,data.blockNum,data.trialNum,data.numPlayers,data.chat,data.submitted,data.player_7HtytSJTDSBpTjaKH_response,data.player_7HtytSJTDSBpTjaKH_time,data.player_7HtytSJTDSBpTjaKH_utility,data.player_NJ8HW4GSmaxgEcnGu_response,data.player_NJ8HW4GSmaxgEcnGu_time,data.player_NJ8HW4GSmaxgEcnGu_utility,data.player_gKpY28vekLf5eSpXv_response,data.player_gKpY28vekLf5eSpXv_time,data.player_gKpY28vekLf5eSpXv_utility,data.player_ACvXWPDuG8unQyFkQ_response,data.player_ACvXWPDuG8unQyFkQ_time,data.player_ACvXWPDuG8unQyFkQ_utility,data.player_AGfvxRLPSPqWmCrHm_response,data.player_AGfvxRLPSPqWmCrHm_time,data.player_AGfvxRLPSPqWmCrHm_utility,data.player_XNg2M7hMBBf8C5Da9_response,data.player_XNg2M7hMBBf8C5Da9_time,data.player_XNg2M7hMBBf8C5Da9_utility,data.player_FeRinagbznWpNiqxj_response,data.player_FeRinagbznWpNiqxj_time,data.player_FeRinagbznWpNiqxj_utility,data.player_cyKCepXszBZDraTkn_response,data.player_cyKCepXszBZDraTkn_time,data.player_cyKCepXszBZDraTkn_utility,data.player_dcJqwJm6ocXarHGBK_response,data.player_dcJqwJm6ocXarHGBK_time,data.player_dcJqwJm6ocXarHGBK_utility,data.player_FF7yDoD2WztvWBJXR_response,data.player_FF7yDoD2WztvWBJXR_time,data.player_FF7yDoD2WztvWBJXR_utility,data.player_X23NKx97hSCWAR5Cv_response,data.player_X23NKx97hSCWAR5Cv_time,data.player_X23NKx97hSCWAR5Cv_utility,data.player_ssKD7MAzdrtv5fFGH_response,data.player_ssKD7MAzdrtv5fFGH_time,data.player_ssKD7MAzdrtv5fFGH_utility,data.player_3QDnigJq3aDDNdvJM_response,data.player_3QDnigJq3aDDNdvJM_time,data.player_3QDnigJq3aDDNdvJM_utility,data.player_JJQQSQYsqpD2D87Pa_response,data.player_JJQQSQYsqpD2D87Pa_time,data.player_JJQQSQYsqpD2D87Pa_utility,data.player_dnB9hbBA6dmZago9h_response,data.player_dnB9hbBA6dmZago9h_time,data.player_dnB9hbBA6dmZago9h_utility,data.player_3Nnn8occqoCGmgaNs_response,data.player_3Nnn8occqoCGmgaNs_time,data.player_3Nnn8occqoCGmgaNs_utility,data.player_fjmDxSzZK8TzeuqET_response,data.player_fjmDxSzZK8TzeuqET_time,data.player_fjmDxSzZK8TzeuqET_utility,data.player_nK4mWHYFhSGTrNjR4_response,data.player_nK4mWHYFhSGTrNjR4_time,data.player_nK4mWHYFhSGTrNjR4_utility,data.player_3gwzGNe8M9GMt7epn_response,data.player_3gwzGNe8M9GMt7epn_time,data.player_3gwzGNe8M9GMt7epn_utility,data.player_BL94px5JToAxFxBsF_response,data.player_BL94px5JToAxFxBsF_time,data.player_BL94px5JToAxFxBsF_utility,data.player_QGAj2LgJHqkpa4fdu_response,data.player_QGAj2LgJHqkpa4fdu_time,data.player_QGAj2LgJHqkpa4fdu_utility,data.player_2ETdHoh7pz3ZoH5cg_response,data.player_2ETdHoh7pz3ZoH5cg_time,data.player_2ETdHoh7pz3ZoH5cg_utility,data.player_5uvD5i3LMJuJoEz85_response,data.player_5uvD5i3LMJuJoEz85_time,data.player_5uvD5i3LMJuJoEz85_utility,data.player_TrhaJ3nKf55WBJNzE_response,data.player_TrhaJ3nKf55WBJNzE_time,data.player_TrhaJ3nKf55WBJNzE_utility,data.player_4nGB9WDLQmfuwb6YD_response,data.player_4nGB9WDLQmfuwb6YD_time,data.player_4nGB9WDLQmfuwb6YD_utility,data.player_DagJhXaG5grTvAFXB_response,data.player_DagJhXaG5grTvAFXB_time,data.player_DagJhXaG5grTvAFXB_utility,data.player_mnCtNTkwCbKKBgDyK_response,data.player_mnCtNTkwCbKKBgDyK_time,data.player_mnCtNTkwCbKKBgDyK_utility,data.player_2gePatCAmSHf5wAEo_response,data.player_2gePatCAmSHf5wAEo_time,data.player_2gePatCAmSHf5wAEo_utility,data.player_ZPtPsfG9bpRjWQtdt_response,data.player_ZPtPsfG9bpRjWQtdt_time,data.player_ZPtPsfG9bpRjWQtdt_utility,data.player_gPopSHDsdxceEWdgN_response,data.player_gPopSHDsdxceEWdgN_time,data.player_gPopSHDsdxceEWdgN_utility,data.player_AijusZp42hwZhYXfD_response,data.player_AijusZp42hwZhYXfD_time,data.player_AijusZp42hwZhYXfD_utility,data.player_Ct3tvnrT3vjFiAAZp_response,data.player_Ct3tvnrT3vjFiAAZp_time,data.player_Ct3tvnrT3vjFiAAZp_utility,data.player_Wa5SNCA5chnAjYHo3_response,data.player_Wa5SNCA5chnAjYHo3_time,data.player_Wa5SNCA5chnAjYHo3_utility,data.player_JrpFnwF4dWo3Rb5cx_response,data.player_JrpFnwF4dWo3Rb5cx_time,data.player_JrpFnwF4dWo3Rb5cx_utility,data.player_hXQA6kRgWXggaQP6i_response,data.player_hXQA6kRgWXggaQP6i_time,data.player_hXQA6kRgWXggaQP6i_utility,data.player_iK5czcuwZE8ddiFkC_response,data.player_iK5czcuwZE8ddiFkC_time,data.player_iK5czcuwZE8ddiFkC_utility,data.player_EPnjNN6rFpfvdrp9b_response,data.player_EPnjNN6rFpfvdrp9b_time,data.player_EPnjNN6rFpfvdrp9b_utility,data.player_pmnDPayuwJQdJezbA_response,data.player_pmnDPayuwJQdJezbA_time,data.player_pmnDPayuwJQdJezbA_utility,data.player_zatuS6z5cDPt47D5e_response,data.player_zatuS6z5cDPt47D5e_time,data.player_zatuS6z5cDPt47D5e_utility,data.player_3zDwavPGJLfxQYj7D_response,data.player_3zDwavPGJLfxQYj7D_time,data.player_3zDwavPGJLfxQYj7D_utility,data.player_JJWZgZf9xBvSQ8DZQ_response,data.player_JJWZgZf9xBvSQ8DZQ_time,data.player_JJWZgZf9xBvSQ8DZQ_utility,data.player_q4ZcEetwp9t2qZE2Q_response,data.player_q4ZcEetwp9t2qZE2Q_time,data.player_q4ZcEetwp9t2qZE2Q_utility,data.player_Fev77TGS2MJPEB6J4_response,data.player_Fev77TGS2MJPEB6J4_time,data.player_Fev77TGS2MJPEB6J4_utility,data.player_Trk2GHzC5BndMnEWK_response,data.player_Trk2GHzC5BndMnEWK_time,data.player_Trk2GHzC5BndMnEWK_utility,data.player_pP5TfYNHLi7Zh7Zpt_response,data.player_pP5TfYNHLi7Zh7Zpt_time,data.player_pP5TfYNHLi7Zh7Zpt_utility
7A3tg4CEP4fzKwB3T,0,"CS6KtzcaXdhLmSyDw,wJBSK5BkYadTa8Aoc",bfkwKFJHE44AkQaWn,2021-07-27T18:17:31Z,"{""purple_12"":{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png""},""purple_8"":{""label"":""purple_8"",""location"":""/experiment/purple_similar/image_05639.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png""},""purple_4"":{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png""},""purple_11"":{""label"":""purple_11"",""location"":""/experiment/purple_similar/image_07517.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png""},""purple_6"":{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png""},""purple_5"":{""label"":""purple_5"",""location"":""/experiment/purple_similar/image_04335.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png""},""purple_1"":{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png""},""purple_7"":{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png""},""purple_10"":{""label"":""purple_10"",""location"":""/experiment/purple_similar/image_07320.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png""},""purple_9"":{""label"":""purple_9"",""location"":""/experiment/purple_similar/image_06714.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png""},""purple_3"":{""label"":""purple_3"",""location"":""/experiment/purple_similar/image_03085.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png""},""purple_2"":{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png""}}",0,0,0,3,"{""text"":null,""playerId"":""7HtytSJTDSBpTjaKH"",""type"":""alert""},{""text"":null,""playerId"":""gKpY28vekLf5eSpXv"",""type"":""alert""},{""text"":null,""playerId"":""NJ8HW4GSmaxgEcnGu"",""type"":""alert""}",false,purple_7,5764,10,purple_1,10257,12,purple_8,6805,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W5PQZvubA8uR2oiSS,1,"NcBsSenuiEsgEcwbD,SoKz6qJ4ujhq3Z2yy",bfkwKFJHE44AkQaWn,2021-07-27T18:17:31Z,"{""purple_11"":{""label"":""purple_11"",""location"":""/experiment/purple_similar/image_07517.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png""},""purple_9"":{""label"":""purple_9"",""location"":""/experiment/purple_similar/image_06714.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png""},""purple_6"":{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png""},""purple_8"":{""label"":""purple_8"",""location"":""/experiment/purple_similar/image_05639.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png""},""purple_7"":{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png""},""purple_2"":{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png""},""purple_4"":{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png""},""purple_10"":{""label"":""purple_10"",""location"":""/experiment/purple_similar/image_07320.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png""},""purple_12"":{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png""},""purple_5"":{""label"":""purple_5"",""location"":""/experiment/purple_similar/image_04335.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png""},""purple_1"":{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png""},""purple_3"":{""label"":""purple_3"",""location"":""/experiment/purple_similar/image_03085.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png""}}",1,0,1,3,"{""text"":null,""playerId"":""gKpY28vekLf5eSpXv"",""type"":""alert""},{""text"":null,""playerId"":""7HtytSJTDSBpTjaKH"",""type"":""alert""},{""text"":null,""playerId"":""NJ8HW4GSmaxgEcnGu"",""type"":""alert""}",false,purple_8,4094,4,purple_8,5837,4,purple_8,776,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2uisi9MFxwiAj8EM,2,"6oZ3hzg3D2v9fM459,57Hh73WDLZJyncMD2",bfkwKFJHE44AkQaWn,2021-07-27T18:17:31Z,"{""purple_8"":{""label"":""purple_8"",""location"":""/experiment/purple_similar/image_05639.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png""},""purple_7"":{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png""},""purple_3"":{""label"":""purple_3"",""location"":""/experiment/purple_similar/image_03085.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png""},""purple_4"":{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png""},""purple_5"":{""label"":""purple_5"",""location"":""/experiment/purple_similar/image_04335.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png""},""purple_6"":{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png""},""purple_10"":{""label"":""purple_10"",""location"":""/experiment/purple_similar/image_07320.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png""},""purple_1"":{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png""},""purple_9"":{""label"":""purple_9"",""location"":""/experiment/purple_similar/image_06714.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png""},""purple_12"":{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png""},""purple_2"":{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png""},""purple_11"":{""label"":""purple_11"",""location"":""/experiment/purple_similar/image_07517.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png""}}",2,0,2,3,"{""text"":null,""playerId"":""7HtytSJTDSBpTjaKH"",""type"":""alert""},{""text"":null,""playerId"":""gKpY28vekLf5eSpXv"",""type"":""alert""},{""text"":null,""playerId"":""NJ8HW4GSmaxgEcnGu"",""type"":""alert""}",false,purple_8,2410,12,purple_11,11989,5.5,purple_11,2414,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES8ftzhTqSozYgsSn,3,"E6hSeQyjZwt6eBBtE,ehbr7BXD767Q25XqH",bfkwKFJHE44AkQaWn,2021-07-27T18:17:31Z,"{""purple_11"":{""label"":""purple_11"",""location"":""/experiment/purple_similar/image_07517.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png""},""purple_8"":{""label"":""purple_8"",""location"":""/experiment/purple_similar/image_05639.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png""},""purple_6"":{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png""},""purple_7"":{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png""},""purple_4"":{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png""},""purple_10"":{""label"":""purple_10"",""location"":""/experiment/purple_similar/image_07320.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png""},""purple_2"":{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png""},""purple_5"":{""label"":""purple_5"",""location"":""/experiment/purple_similar/image_04335.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png""},""purple_3"":{""label"":""purple_3"",""location"":""/experiment/purple_similar/image_03085.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png""},""purple_9"":{""label"":""purple_9"",""location"":""/experiment/purple_similar/image_06714.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png""},""purple_1"":{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png""},""purple_12"":{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png""}}",3,0,3,3,"{""text"":null,""playerId"":""7HtytSJTDSBpTjaKH"",""type"":""alert""},{""text"":null,""playerId"":""gKpY28vekLf5eSpXv"",""type"":""alert""},{""text"":null,""playerId"":""NJ8HW4GSmaxgEcnGu"",""type"":""alert""}",false,purple_1,2687,12,purple_11,6402,9,purple_2,4364,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECmZw9XRYM5SRb5H5,4,"Y4ZWtcmqy2EArp2EB,4bmAArtCSfaxkgmRN",bfkwKFJHE44AkQaWn,2021-07-27T18:17:31Z,"{""purple_1"":{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png""},""purple_12"":{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png""},""purple_11"":{""label"":""purple_11"",""location"":""/experiment/purple_similar/image_07517.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png""},""purple_7"":{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png""},""purple_9"":{""label"":""purple_9"",""location"":""/experiment/purple_similar/image_06714.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png""},""purple_2"":{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png""},""purple_10"":{""label"":""purple_10"",""location"":""/experiment/purple_similar/image_07320.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png""},""purple_3"":{""label"":""purple_3"",""location"":""/experiment/purple_similar/image_03085.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png""},""purple_6"":{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png""},""purple_4"":{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png""},""purple_5"":{""label"":""purple_5"",""location"":""/experiment/purple_similar/image_04335.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png""},""purple_8"":{""label"":""purple_8"",""location"":""/experiment/purple_similar/image_05639.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png""}}",4,0,4,3,"{""text"":null,""playerId"":""7HtytSJTDSBpTjaKH"",""type"":""alert""},{""text"":null,""playerId"":""NJ8HW4GSmaxgEcnGu"",""type"":""alert""},{""text"":null,""playerId"":""gKpY28vekLf5eSpXv"",""type"":""alert""}",false,purple_8,2533,6,purple_11,4559,9,purple_8,4655,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xmaTviATttRtqiswn,5,"YsATcHZGAYW9yXgnb,JcAQwo6WsFe5NNYaH",bfkwKFJHE44AkQaWn,2021-07-27T18:17:31Z,"{""purple_3"":{""label"":""purple_3"",""location"":""/experiment/purple_similar/image_03085.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png""},""purple_6"":{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png""},""purple_8"":{""label"":""purple_8"",""location"":""/experiment/purple_similar/image_05639.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png""},""purple_1"":{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png""},""purple_7"":{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png""},""purple_9"":{""label"":""purple_9"",""location"":""/experiment/purple_similar/image_06714.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png""},""purple_4"":{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png""},""purple_10"":{""label"":""purple_10"",""location"":""/experiment/purple_similar/image_07320.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png""},""purple_5"":{""label"":""purple_5"",""location"":""/experiment/purple_similar/image_04335.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png""},""purple_11"":{""label"":""purple_11"",""location"":""/experiment/purple_similar/image_07517.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png""},""purple_2"":{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png""},""purple_12"":{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png""}}",5,0,5,3,"{""text"":null,""playerId"":""7HtytSJTDSBpTjaKH"",""type"":""alert""},{""text"":null,""playerId"":""gKpY28vekLf5eSpXv"",""type"":""alert""},{""text"":null,""playerId"":""NJ8HW4GSmaxgEcnGu"",""type"":""alert""}",false,purple_1,3446,11,purple_3,5386,7,purple_9,2321,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jAxaF2Zg8uupEEsws,6,"yYGTFu3PPC4Z7jThq,zJkPdYCAjdhJajFnK",bfkwKFJHE44AkQaWn,2021-07-27T18:17:31Z,"{""purple_2"":{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png""},""purple_11"":{""label"":""purple_11"",""location"":""/experiment/purple_similar/image_07517.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png""},""purple_12"":{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png""},""purple_3"":{""label"":""purple_3"",""location"":""/experiment/purple_similar/image_03085.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png""},""purple_9"":{""label"":""purple_9"",""location"":""/experiment/purple_similar/image_06714.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png""},""purple_4"":{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png""},""purple_10"":{""label"":""purple_10"",""location"":""/experiment/purple_similar/image_07320.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png""},""purple_1"":{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png""},""purple_5"":{""label"":""purple_5"",""location"":""/experiment/purple_similar/image_04335.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png""},""purple_6"":{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png""},""purple_7"":{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png""},""purple_8"":{""label"":""purple_8"",""location"":""/experiment/purple_similar/image_05639.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png""}}",6,0,6,3,"{""text"":null,""playerId"":""7HtytSJTDSBpTjaKH"",""type"":""alert""},{""text"":null,""playerId"":""gKpY28vekLf5eSpXv"",""type"":""alert""},{""text"":null,""playerId"":""NJ8HW4GSmaxgEcnGu"",""type"":""alert""}",false,purple_1,2145,6,purple_7,4336,4,purple_1,1658,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GcN36jkkQxakQtyiK,7,"JBprKhBmP5PC9nsWX,WMtrw9miN7u5Wztsp",bfkwKFJHE44AkQaWn,2021-07-27T18:17:31Z,"{""purple_3"":{""label"":""purple_3"",""location"":""/experiment/purple_similar/image_03085.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png""},""purple_10"":{""label"":""purple_10"",""location"":""/experiment/purple_similar/image_07320.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png""},""purple_11"":{""label"":""purple_11"",""location"":""/experiment/purple_similar/image_07517.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png""},""purple_9"":{""label"":""purple_9"",""location"":""/experiment/purple_similar/image_06714.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png""},""purple_7"":{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png""},""purple_6"":{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png""},""purple_12"":{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png""},""purple_8"":{""label"":""purple_8"",""location"":""/experiment/purple_similar/image_05639.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png""},""purple_5"":{""label"":""purple_5"",""location"":""/experiment/purple_similar/image_04335.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png""},""purple_4"":{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png""},""purple_2"":{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png""},""purple_1"":{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png""}}",7,0,7,3,"{""text"":null,""playerId"":""7HtytSJTDSBpTjaKH"",""type"":""alert""},{""text"":null,""playerId"":""gKpY28vekLf5eSpXv"",""type"":""alert""},{""text"":null,""playerId"":""NJ8HW4GSmaxgEcnGu"",""type"":""alert""}",false,purple_1,2740,12,purple_12,4031,5,purple_11,2681,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
