_id,index,assignment,full,runningAt,finishedAt,status,gameIds,gameLobbyIds,createdAt,archivedAt
iZyDvjrsRHNuyrsER,1,simple,false,2021-07-20T16:47:05Z,2021-07-20T16:51:33Z,cancelled,,jRPb4HtLf7vtPza9i,2021-07-20T16:47:01Z,2021-07-20T16:51:35Z
Af4qqPXxWervHW3Tk,2,simple,true,2021-07-20T16:47:06Z,2021-07-20T17:26:05Z,finished,,KiBJ5D2Gb56scHooG,2021-07-20T16:47:02Z,
HNCHyE4dYz6Pkt69p,3,simple,true,2021-07-20T16:47:06Z,2021-07-20T17:39:10Z,finished,,JvZjCtThY3iTsrXN5,2021-07-20T16:47:03Z,
gkErS3yM2HswPHY37,4,simple,true,2021-07-20T16:47:07Z,2021-07-20T17:17:11Z,finished,,R6fYnby2HvssRxsAM,2021-07-20T16:47:03Z,
YarvrydJo3my7AHvY,5,simple,true,2021-07-20T16:47:07Z,2021-07-20T18:21:48Z,finished,,ier2nCDT3gEyDmDuw,2021-07-20T16:47:04Z,
m55doHNNGagN6S6o6,6,simple,true,2021-07-20T16:47:08Z,2021-07-20T18:25:58Z,finished,,hWc3fHAfD2kYNNQwd,2021-07-20T16:47:08Z,
qqHbBaysfS3Zq7Tfv,7,simple,false,2021-07-20T17:01:51Z,2021-07-20T17:20:06Z,cancelled,,MWJG24azPPPmXXsda,2021-07-20T17:01:50Z,2021-07-22T04:03:53Z
a4zuvTemfvjThvzMh,8,simple,false,2021-07-20T17:22:12Z,2021-07-20T17:55:42Z,cancelled,,MW3JseTBmbwaLzCHw,2021-07-20T17:22:11Z,2021-07-22T04:03:54Z
h2Yv4HSJ8To6ChGkE,9,simple,false,2021-07-22T04:06:09Z,,cancelled,,"PQsuruAwnSwQEngbZ,7ZqpzEkestKxtMqxB,WqY97ZCEyt6nmiHjx,MuQZ5wJ2nntWXp3pq,muNZ2CT7AtqRYMcuF",2021-07-22T04:06:04Z,2021-07-22T04:11:50Z
5BLn6syPkMkQF44xq,10,simple,true,2021-07-22T15:14:57Z,2021-07-22T16:18:41Z,finished,,bDjjGhZNMzgWbFuPZ,2021-07-22T04:12:04Z,
Y5ijsqDkiEJ2dqbpJ,11,simple,true,2021-07-22T15:14:57Z,2021-07-22T15:47:10Z,finished,,nTjviCmSRATRxwqA5,2021-07-22T04:12:06Z,
v7NsgeKN6ymEqgzwi,12,simple,true,2021-07-22T15:14:58Z,2021-07-22T15:44:17Z,finished,,zrmt2fPsMpCPTxi7L,2021-07-22T04:12:07Z,
nZfcdypcgpf67udma,13,simple,true,2021-07-22T15:14:58Z,2021-07-22T15:52:55Z,finished,,5j9HePvQJgnrHefDq,2021-07-22T04:12:07Z,
DigwvmeSegZvzSg5S,14,simple,true,2021-07-22T15:14:59Z,2021-07-22T16:05:49Z,finished,,aF49vDgYfxSWj9bPc,2021-07-22T04:12:08Z,
hYfaSr3jzDHhra5W3,15,simple,true,2021-07-22T15:14:59Z,2021-07-22T16:52:37Z,finished,,ouLFcL4pWNcRE5JNu,2021-07-22T04:12:09Z,
v6hJyQWv4ZRkfdcqG,16,simple,true,2021-07-22T15:15:00Z,2021-07-22T16:02:20Z,finished,,CJ66Yv3yGfvi3XAsJ,2021-07-22T04:12:09Z,
JKgiFwMrosXX3TRPC,17,simple,true,2021-07-22T15:15:00Z,2021-07-22T16:22:51Z,finished,,q5bzFrZGBFgZmoXnL,2021-07-22T04:12:10Z,
9CTP3tSmFQ8x2rQXf,18,simple,true,2021-07-22T15:15:01Z,2021-07-22T16:04:22Z,finished,,TKDxvKEgTaszS2gky,2021-07-22T04:12:10Z,
Ji47LLqd2GnpGwyf2,19,simple,true,2021-07-22T15:15:01Z,2021-07-22T15:58:00Z,finished,,cg58vgkSKvCFNs4tH,2021-07-22T04:12:11Z,
snAiFj5PP9dR7mwuA,20,simple,true,2021-07-22T15:15:03Z,2021-07-22T16:03:05Z,finished,,XSXkYGi5F5PLX3Fbc,2021-07-22T04:12:12Z,
wSJQTNj2MSxcjuncA,21,simple,true,2021-07-22T15:15:03Z,2021-07-22T16:20:55Z,finished,,NM9kn2zcGWyPgE43R,2021-07-22T04:12:13Z,
Ze7dwdg3ko9FTJe4a,22,simple,true,2021-07-22T15:15:03Z,2021-07-22T16:31:19Z,finished,,bKSKSSYAZaCjB5Wda,2021-07-22T04:12:13Z,
kQn6ApTrdaYKScnMH,23,simple,true,2021-07-22T15:15:04Z,2021-07-22T16:37:57Z,finished,,9TmfmC8pdDEcJid4M,2021-07-22T04:12:14Z,
FrGnMnE3KamwCz7wd,24,simple,true,2021-07-22T15:15:04Z,2021-07-22T16:55:28Z,finished,,kL7tNzWoCekon3xWa,2021-07-22T04:12:15Z,
GeFm2iJ8sWYKaGkks,25,simple,true,2021-07-22T15:15:05Z,2021-07-22T16:17:52Z,finished,,H47D9j5vc5N5b3fDr,2021-07-22T04:12:16Z,
fNLszPiiRFTE5DQAj,26,simple,true,2021-07-22T15:15:05Z,2021-07-22T16:42:26Z,finished,,oxMbxEbCGTr4pDWYD,2021-07-22T04:12:16Z,
QEGECPnLiLQjq6Gwp,27,simple,true,2021-07-22T15:15:05Z,2021-07-22T16:18:11Z,finished,,4iqSW6pdiYRqJZZBD,2021-07-22T04:12:17Z,
Qn6vnKdHX9xmdA9HL,28,simple,true,2021-07-22T15:15:06Z,2021-07-22T16:24:05Z,finished,,WJsoLE8hwiTt9ERkZ,2021-07-22T04:12:18Z,
TKp2nZt9BybpN5zge,29,simple,true,2021-07-22T15:15:07Z,2021-07-22T16:57:22Z,finished,,L9KobdseLb9BTrtyk,2021-07-22T04:12:18Z,
Wu9boMGcLjeGDrQDX,30,simple,true,2021-07-22T17:30:01Z,2021-07-22T17:50:36Z,finished,,vomoob4XzDkrw5rXZ,2021-07-22T17:29:59Z,
tD3ZjG9MHwPj6Kpyf,31,simple,true,2021-07-22T17:30:02Z,2021-07-22T18:28:27Z,finished,,FkEjzhpW4Fj9kkZN7,2021-07-22T17:30:00Z,
