gameId,createdAt,age,gender,language,raceWhite,raceBlack,raceAsian,raceNative,raceIslander,raceHispanic,education
NM9kn2zcGWyPgE43R,2021-07-22T16:21:51Z,58,ma;e,English,TRUE,NA,NA,NA,NA,NA,master
NM9kn2zcGWyPgE43R,2021-07-22T16:22:12Z,21,Female,English,TRUE,NA,NA,NA,NA,NA,bachelor
q5bzFrZGBFgZmoXnL,2021-07-22T16:23:19Z,29,Male,English,TRUE,NA,NA,NA,NA,NA,bachelor
q5bzFrZGBFgZmoXnL,2021-07-22T16:23:50Z,54,Female,English,NA,TRUE,NA,NA,NA,NA,master
q5bzFrZGBFgZmoXnL,2021-07-22T16:23:57Z,36,Female,English,TRUE,NA,NA,NA,NA,NA,someCollege
4iqSW6pdiYRqJZZBD,2021-07-22T16:24:22Z,41,male,English,TRUE,NA,NA,NA,NA,NA,highSchool
WJsoLE8hwiTt9ERkZ,2021-07-22T16:24:34Z,42,Cisgender female,English,TRUE,NA,NA,NA,NA,NA,master
WJsoLE8hwiTt9ERkZ,2021-07-22T16:25:31Z,34,female,english,TRUE,NA,NA,NA,NA,FALSE,someCollege
WJsoLE8hwiTt9ERkZ,2021-07-22T16:27:09Z,47,Female,English,TRUE,NA,NA,NA,NA,NA,master
bKSKSSYAZaCjB5Wda,2021-07-22T16:31:46Z,52,NA,NA,TRUE,NA,NA,NA,NA,NA,someCollege
bKSKSSYAZaCjB5Wda,2021-07-22T16:32:00Z,33,Male,English,TRUE,NA,NA,NA,NA,NA,highSchool
bKSKSSYAZaCjB5Wda,2021-07-22T16:32:54Z,37,Male,English,TRUE,NA,NA,NA,NA,NA,someCollege
9TmfmC8pdDEcJid4M,2021-07-22T16:38:38Z,33,Male,English,TRUE,NA,NA,NA,NA,NA,bachelor
9TmfmC8pdDEcJid4M,2021-07-22T16:38:41Z,50,Male,English,TRUE,NA,NA,NA,NA,NA,master
9TmfmC8pdDEcJid4M,2021-07-22T16:38:42Z,50,female,English,NA,TRUE,NA,NA,NA,NA,master
oxMbxEbCGTr4pDWYD,2021-07-22T16:42:59Z,23,female,english,TRUE,NA,NA,NA,NA,NA,someCollege
oxMbxEbCGTr4pDWYD,2021-07-22T16:43:03Z,36,Male,English,TRUE,NA,NA,NA,NA,NA,master
oxMbxEbCGTr4pDWYD,2021-07-22T16:43:26Z,55,Female,English,TRUE,NA,TRUE,NA,NA,NA,bachelor
ouLFcL4pWNcRE5JNu,2021-07-22T16:53:27Z,42,Male,English,TRUE,NA,NA,NA,NA,NA,someCollege
ouLFcL4pWNcRE5JNu,2021-07-22T16:53:28Z,20,Male,English,NA,NA,TRUE,NA,NA,NA,someCollege
ouLFcL4pWNcRE5JNu,2021-07-22T16:53:40Z,51,Male,English,TRUE,NA,NA,NA,NA,NA,bachelor
kL7tNzWoCekon3xWa,2021-07-22T16:56:16Z,50,female,NA,TRUE,NA,NA,NA,NA,NA,highSchool
kL7tNzWoCekon3xWa,2021-07-22T16:56:42Z,61,male,english,TRUE,NA,NA,NA,NA,NA,someCollege
kL7tNzWoCekon3xWa,2021-07-22T16:57:26Z,33,Male,English,TRUE,NA,NA,NA,NA,NA,master
L9KobdseLb9BTrtyk,2021-07-22T16:59:11Z,21,Female,English,TRUE,NA,NA,NA,NA,NA,someCollege
L9KobdseLb9BTrtyk,2021-07-22T16:59:18Z,24,NA,Female,TRUE,NA,NA,NA,NA,NA,bachelor
L9KobdseLb9BTrtyk,2021-07-22T17:00:25Z,73,Female,English,TRUE,NA,NA,NA,NA,NA,someCollege
NA,2021-07-22T17:48:29Z,22,female,english,TRUE,NA,NA,NA,NA,NA,bachelor
vomoob4XzDkrw5rXZ,2021-07-22T17:48:32Z,33,female,english,TRUE,NA,NA,NA,NA,NA,highSchool
vomoob4XzDkrw5rXZ,2021-07-22T17:48:50Z,19,Male,English,NA,NA,TRUE,NA,NA,NA,someCollege
vomoob4XzDkrw5rXZ,2021-07-22T17:51:40Z,45,Male,English,TRUE,NA,NA,NA,NA,NA,highSchool
FkEjzhpW4Fj9kkZN7,2021-07-22T18:29:24Z,40,female,english,TRUE,NA,NA,NA,NA,NA,someCollege
FkEjzhpW4Fj9kkZN7,2021-07-22T18:29:25Z,41,Male,English,TRUE,NA,NA,NA,NA,NA,someCollege
FkEjzhpW4Fj9kkZN7,2021-07-22T18:31:34Z,33,female,English,TRUE,NA,NA,NA,NA,NA,someCollege
