roundId,index,stageIds,gameId,createdAt,repNum,blockNum,trialNum,numPlayers,submitted,playerId,playerResponse,time_sec,playerUtility
cRrnGew4hawAoBGWZ,1,"PbnxhjfHehiP45nPb,Zevqo6eiL28TLuTN9",7fFMnLt83jGgAY9Bm,2021-08-20T18:19:31Z,1,0,1,3,FALSE,PDsF9w8L2wcbTFqPK,white_12,3.72,3.33333333333333
cRrnGew4hawAoBGWZ,1,"PbnxhjfHehiP45nPb,Zevqo6eiL28TLuTN9",7fFMnLt83jGgAY9Bm,2021-08-20T18:19:31Z,1,0,1,3,FALSE,b8uvbv78oddp4MXBk,white_8,5.345,3.33333333333333
hk5iB9wnC5bDbnoJs,2,"wfxfba3CNucRzBbfk,sXpFQcGyvoiYryppj",7fFMnLt83jGgAY9Bm,2021-08-20T18:19:31Z,2,0,2,3,FALSE,6hvMdLE9nJSutH8EC,white_4,1.675,6.33333333333333
hk5iB9wnC5bDbnoJs,2,"wfxfba3CNucRzBbfk,sXpFQcGyvoiYryppj",7fFMnLt83jGgAY9Bm,2021-08-20T18:19:31Z,2,0,2,3,FALSE,PDsF9w8L2wcbTFqPK,white_9,5.543,6.33333333333333
hk5iB9wnC5bDbnoJs,2,"wfxfba3CNucRzBbfk,sXpFQcGyvoiYryppj",7fFMnLt83jGgAY9Bm,2021-08-20T18:19:31Z,2,0,2,3,FALSE,b8uvbv78oddp4MXBk,white_5,5.454,6.33333333333333
tFZ6rmbcCX4DutQC9,3,"FqTtv7XLLsk9WiWQg,yq4468wiRYevWf3Fc",7fFMnLt83jGgAY9Bm,2021-08-20T18:19:31Z,3,0,3,3,FALSE,6hvMdLE9nJSutH8EC,white_12,3.067,8.66666666666667
tFZ6rmbcCX4DutQC9,3,"FqTtv7XLLsk9WiWQg,yq4468wiRYevWf3Fc",7fFMnLt83jGgAY9Bm,2021-08-20T18:19:31Z,3,0,3,3,FALSE,PDsF9w8L2wcbTFqPK,white_2,3.837,8.66666666666667
tFZ6rmbcCX4DutQC9,3,"FqTtv7XLLsk9WiWQg,yq4468wiRYevWf3Fc",7fFMnLt83jGgAY9Bm,2021-08-20T18:19:31Z,3,0,3,3,FALSE,b8uvbv78oddp4MXBk,white_8,2.112,8.66666666666667
XLFvJpCGc6n2rgp3A,4,"WxvF95wSyqYRKuFM2,av9r2ZhAgdrfksKth",7fFMnLt83jGgAY9Bm,2021-08-20T18:19:31Z,4,0,4,3,FALSE,6hvMdLE9nJSutH8EC,white_5,1.024,2.66666666666667
XLFvJpCGc6n2rgp3A,4,"WxvF95wSyqYRKuFM2,av9r2ZhAgdrfksKth",7fFMnLt83jGgAY9Bm,2021-08-20T18:19:31Z,4,0,4,3,FALSE,PDsF9w8L2wcbTFqPK,white_5,2.546,2.66666666666667
XLFvJpCGc6n2rgp3A,4,"WxvF95wSyqYRKuFM2,av9r2ZhAgdrfksKth",7fFMnLt83jGgAY9Bm,2021-08-20T18:19:31Z,4,0,4,3,FALSE,b8uvbv78oddp4MXBk,white_10,5.918,2.66666666666667
hfnWXgR2Q3xcubePQ,5,"r5DjbuNkmFTbAe2WG,QbMRd2qBEgjFQczMs",7fFMnLt83jGgAY9Bm,2021-08-20T18:19:31Z,5,0,5,3,FALSE,6hvMdLE9nJSutH8EC,white_11,0.664,6
hfnWXgR2Q3xcubePQ,5,"r5DjbuNkmFTbAe2WG,QbMRd2qBEgjFQczMs",7fFMnLt83jGgAY9Bm,2021-08-20T18:19:31Z,5,0,5,3,FALSE,PDsF9w8L2wcbTFqPK,white_6,3.262,6
hfnWXgR2Q3xcubePQ,5,"r5DjbuNkmFTbAe2WG,QbMRd2qBEgjFQczMs",7fFMnLt83jGgAY9Bm,2021-08-20T18:19:31Z,5,0,5,3,FALSE,b8uvbv78oddp4MXBk,white_1,1.432,6
bkPBxoKw7xk9CCAxP,6,"8bChTJ7AWytPKFxBF,5vtXbjmkKBpCu7Wdk",7fFMnLt83jGgAY9Bm,2021-08-20T18:19:31Z,0,1,6,3,FALSE,6hvMdLE9nJSutH8EC,white_12,0.543,6
